Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,149.04424,[220  52] ; [ 82 199],[148.54249548 123.45750452] ; [153.45750452 127.54249548],1
s2,1,0.0,92.190787,[208  73] ; [ 98 191],[150.85263158 130.14736842] ; [155.14736842 133.85263158],1
s3,1,0.0,71.258838,[207  74] ; [110 176],[157.10229277 123.89770723] ; [159.89770723 126.10229277],1
s6,1,0.0,54.960977,[237  42] ; [161 124],[196.88297872  82.11702128] ; [201.11702128  83.88297872],1
p6,1,0.0,25.889387,[143 138] ; [ 87 203],[113.18739054 167.81260946] ; [116.81260946 173.18739054],1
s5,1,2e-06,23.116182,[132 138] ; [ 83 203],[104.40647482 165.59352518] ; [110.59352518 175.40647482],1
p3,1,7.5e-05,15.690463,[176 107] ; [133 158],[152.3466899 130.6533101] ; [156.6533101 134.3466899],1
a3,1,8.6e-05,15.420556,[244  38] ; [215  78],[225.10956522  56.89043478] ; [233.89043478  59.10956522],1
v3,1,0.000149,14.390674,[136 138] ; [ 96 188],[113.92114695 160.07885305] ; [118.07885305 165.92114695],1
p9,1,0.000433,12.382697,[263  18] ; [242  45],[249.83274648  31.16725352] ; [255.16725352  31.83274648],1
d2,1,0.000483,12.182008,[187  96] ; [150 140],[166.44153578 116.55846422] ; [170.55846422 119.44153578],1
v1,1,0.000655,11.613517,[177  97] ; [144 142],[157.06071429 116.93928571] ; [163.93928571 122.06071429],1
n4,1,0.000827,11.180543,[252  30] ; [232  61],[237.37043478  44.62956522] ; [246.62956522  46.37043478],1
p4,1,0.001324,10.308655,[200  82] ; [169 122],[181.60209424 100.39790576] ; [187.39790576 103.60209424],0
p7,1,0.001628,9.928148,[198  77] ; [171 117],[180.23978686  94.76021314] ; [188.76021314  99.23978686],0
u4,1,0.003265,8.652992,[ 15 268] ; [  3 289],[  8.85913043 274.14086957] ; [  9.14086957 282.85913043],0
d1,1,0.005505,7.705479,[210  73] ; [186 107],[194.5625  88.4375] ; [201.4375  91.5625],0
p12,1,0.008992,6.824509,[ 35 245] ; [ 18 274],[ 25.94405594 254.05594406] ; [ 27.05594406 264.94405594],0
r4,1,0.013751,6.069782,[268  15] ; [261  32],[259.90798611  23.09201389] ; [269.09201389  23.90798611],0
r1,1,0.014662,5.956614,[247  35] ; [233  58],[236.23036649  45.76963351] ; [243.76963351  47.23036649],0
u1,1,0.023049,5.164801,[ 81 202] ; [ 60 233],[ 69.27604167 213.72395833] ; [ 71.72395833 221.27604167],0
b3,1,0.024379,5.067463,[ 94 104] ; [ 59 106],[ 83.45454545 114.54545455] ; [69.54545455 95.45454545],0
b2,1,0.024379,5.067463,[ 94 104] ; [ 59 106],[ 83.45454545 114.54545455] ; [69.54545455 95.45454545],0
n5,1,0.025774,4.97109,[243  39] ; [231  61],[232.87108014  49.12891986] ; [241.12891986  50.87108014],0
p10,1,0.03054,4.678613,[251  29] ; [242  48],[242.1754386  37.8245614] ; [250.8245614  39.1754386],0
d5,1,0.044342,4.043483,[252  30] ; [245  48],[243.74608696  38.25391304] ; [253.25391304  39.74608696],0
p8,1,0.054629,3.69337,[166 111] ; [150 139],[154.65017668 122.34982332] ; [161.34982332 127.65017668],0
u3,1,0.056249,3.644661,[27 12] ; [39 38],[22.18965517 16.81034483] ; [43.81034483 33.18965517],0
a8,1,0.067557,3.341408,[ 44 215] ; [ 30 233],[ 36.7164751 222.2835249] ; [ 37.2835249 225.7164751],0
p5,1,0.071115,3.2571,[ 43 238] ; [ 30 262],[ 35.79930192 245.20069808] ; [ 37.20069808 254.79930192],0
a6,1,0.074332,3.18466,[197  85] ; [224  69],[206.47304348  75.52695652] ; [214.52695652  78.47304348],0
r3,1,0.089082,2.890891,[274   9] ; [273  18],[269.68815331  13.31184669] ; [277.31184669  13.68815331],0
v2,1,0.098245,2.733812,[173 102] ; [158 124],[163.42010772 111.57989228] ; [167.57989228 114.42010772],0
a7,1,0.116423,2.464788,[199  84] ; [223  70],[207.33680556  75.66319444] ; [214.66319444  78.33680556],0
n1,1,0.130501,2.286532,[27 33] ; [20 43],[22.92682927 37.07317073] ; [24.07317073 38.92682927],0
a2,1,0.147929,2.093475,[ 99 184] ; [ 86 207],[ 90.89409722 192.10590278] ; [ 94.10590278 198.89409722],0
r2,1,0.152775,2.044327,[272   8] ; [272  15],[268.64197531  11.35802469] ; [275.35802469  11.64197531],0
v4,1,0.155122,2.021144,[275   8] ; [276  15],[271.66027875  11.33972125] ; [279.33972125  11.66027875],0
d4,1,0.194007,1.686923,[250  32] ; [249  44],[244.72695652  37.27304348] ; [254.27304348  38.72695652],0
n2,1,0.195863,1.672958,[42 18] ; [52 13],[45.12 14.88] ; [48.88 16.12],0
a4,1,0.30211,1.064857,[159 124] ; [151 140],[152.83972125 130.16027875] ; [157.16027875 133.83972125],0
s4,1,0.436912,0.604379,[ 53 228] ; [ 47 240],[ 49.47183099 231.52816901] ; [ 50.52816901 236.47183099],0
b1,1,0.620631,0.244981,[109 174] ; [107 186],[106.125 176.875] ; [109.875 183.125],0
n3,1,0.633438,0.227427,[42 17] ; [48 16],[43.17073171 15.82926829] ; [46.82926829 17.17073171],0
d3,1,0.658832,0.194946,[204  79] ; [216  77],[206.35416667  76.64583333] ; [213.64583333  79.35416667],0
s1,1,0.735654,0.113983,[  8 271] ; [  7 283],[  7.35500879 271.64499121] ; [  7.64499121 282.35500879],0
u2,1,0.744802,0.105951,[21 18] ; [39 38],[20.17241379 18.82758621] ; [39.82758621 37.17241379],0
p2,1,0.75663,0.096044,[241  41] ; [246  45],[239.67539267  42.32460733] ; [247.32460733  43.67539267],0
a1,1,0.777905,0.079552,[ 17 266] ; [ 16 277],[ 16.21354167 266.78645833] ; [ 16.78645833 276.21354167],0
b4,1,0.854685,0.033542,[164 119] ; [172 121],[165.08333333 117.91666667] ; [170.91666667 122.08333333],0
p1,1,0.867274,0.02793,[ 24 258] ; [ 26 266],[ 24.56445993 257.43554007] ; [ 25.43554007 266.56445993],0
p11,1,0.895156,0.017367,[233  50] ; [240  53],[232.39409722  50.60590278] ; [240.60590278  52.39409722],0
b5,1,0.929288,0.007875,[168 115] ; [175 118],[168.52256944 114.47743056] ; [174.47743056 118.52256944],0
