Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,27.035539,[20  7] ; [12 55],[ 9.19148936 17.80851064] ; [22.80851064 44.19148936],1
s2,1,0.0,25.40179,[21  6] ; [16 55],[10.19387755 16.80612245] ; [26.80612245 44.19387755],1
s6,1,1.6e-05,18.664149,[21  5] ; [22 48],[11.64583333 14.35416667] ; [31.35416667 38.64583333],1
s3,1,0.000126,14.696695,[20  7] ; [21 47],[11.65263158 15.34736842] ; [29.34736842 38.65263158],1
p6,1,0.000258,13.349994,[14 12] ; [11 56],[ 6.98924731 19.01075269] ; [18.01075269 48.98924731],1
r3,1,0.00112,10.617947,[26  1] ; [45 26],[19.56122449  7.43877551] ; [51.43877551 19.56122449],0
p3,1,0.00112,10.617418,[16 11] ; [17 53],[ 9.18556701 17.81443299] ; [23.81443299 46.18556701],0
p10,1,0.001203,10.485962,[22  5] ; [31 38],[14.90625 12.09375] ; [38.09375 30.90625],0
p4,1,0.002542,9.109963,[19  8] ; [25 44],[12.375 14.625] ; [31.625 37.375],0
p11,1,0.002681,9.012549,[23  4] ; [37 34],[16.53061224 10.46938776] ; [43.46938776 27.53061224],0
a5,1,0.008995,6.823789,[19  8] ; [29 42],[13.2244898 13.7755102] ; [34.7755102 36.2244898],0
p9,1,0.009617,6.70452,[24  3] ; [42 26],[18.75789474  8.24210526] ; [47.24210526 20.75789474],0
n1,1,0.014037,6.033428,[7 2] ; [11 23],[3.76744186 5.23255814] ; [14.23255814 19.76744186],0
b4,1,0.022255,5.225722,[ 9 18] ; [42 29],[14.05102041 12.94897959] ; [36.94897959 34.05102041],0
v3,1,0.027207,4.87763,[10 16] ; [12 58],[ 5.95833333 20.04166667] ; [16.04166667 53.95833333],0
p2,1,0.053091,3.741063,[21  6] ; [39 30],[16.875 10.125] ; [43.125 25.875],0
v2,1,0.054526,3.696532,[13 12] ; [21 48],[ 9.04255319 15.95744681] ; [24.95744681 44.04255319],0
p1,1,0.063157,3.452488,[ 6 21] ; [ 6 65],[ 3.30612245 23.69387755] ; [ 8.69387755 62.30612245],0
u3,1,0.067818,3.335049,[5 4] ; [ 9 28],[2.73913043 6.26086957] ; [11.26086957 25.73913043],0
p8,1,0.076131,3.145623,[13 13] ; [21 48],[ 9.30526316 16.69473684] ; [24.69473684 44.30526316],0
v1,1,0.104377,2.637363,[12 14] ; [20 50],[ 8.66666667 17.33333333] ; [23.33333333 46.66666667],0
a3,1,0.109229,2.565348,[18  9] ; [34 36],[14.4742268 12.5257732] ; [37.5257732 32.4742268],0
s1,1,0.123511,2.372219,[ 2 25] ; [ 1 70],[ 0.82653061 26.17346939] ; [ 2.17346939 68.82653061],0
a4,1,0.124347,2.361698,[13 14] ; [22 48],[ 9.74226804 17.25773196] ; [25.25773196 44.74226804],0
p12,1,0.1274,2.323901,[ 2 25] ; [ 1 69],[ 0.83505155 26.16494845] ; [ 2.16494845 67.83505155],0
d3,1,0.139083,2.188074,[ 6 21] ; [27 44],[ 9.09183673 17.90816327] ; [23.90816327 47.09183673],0
p7,1,0.150748,2.064666,[16 10] ; [32 39],[12.86597938 13.13402062] ; [35.13402062 35.86597938],0
d1,1,0.164122,1.935826,[12 15] ; [21 50],[ 9.09183673 17.90816327] ; [23.90816327 47.09183673],0
r4,1,0.190853,1.711023,[15 12] ; [29 42],[12.12244898 14.87755102] ; [31.87755102 39.12244898],0
v4,1,0.1962,1.670436,[22  4] ; [51 20],[19.56701031  6.43298969] ; [53.43298969 17.56701031],0
n3,1,0.22106,1.497479,[8 2] ; [20 14],[6.36363636 3.63636364] ; [21.63636364 12.36363636],0
r2,1,0.237498,1.395381,[21  5] ; [48 22],[18.6875  7.3125] ; [50.3125 19.6875],0
d4,1,0.240053,1.380282,[18  9] ; [38 33],[15.42857143 11.57142857] ; [40.57142857 30.42857143],0
n6,1,0.26643,1.235036,[21  6] ; [47 24],[18.73469388  8.26530612] ; [49.26530612 21.73469388],0
d5,1,0.33464,0.93086,[17 10] ; [37 34],[14.87755102 12.12244898] ; [39.12244898 31.87755102],0
n4,1,0.438211,0.600962,[19  8] ; [44 27],[17.35714286  9.64285714] ; [45.64285714 25.35714286],0
n5,1,0.466533,0.530176,[21  6] ; [50 21],[19.56122449  7.43877551] ; [51.43877551 19.56122449],0
s4,1,0.543357,0.369353,[ 6 21] ; [12 59],[ 4.95918367 22.04081633] ; [13.04081633 57.95918367],0
u2,1,0.603821,0.269271,[4 5] ; [13 24],[3.32608696 5.67391304] ; [13.67391304 23.32608696],0
d2,1,0.6791,0.17114,[13 14] ; [30 39],[12.09375 14.90625] ; [30.90625 38.09375],0
b3,1,0.680052,0.170067,[ 6 17] ; [13 29],[ 6.72307692 16.27692308] ; [12.27692308 29.72307692],0
b2,1,0.680052,0.170067,[ 6 17] ; [13 29],[ 6.72307692 16.27692308] ; [12.27692308 29.72307692],0
s5,1,0.69776,0.150812,[ 6 19] ; [14 55],[ 5.31914894 19.68085106] ; [14.68085106 54.31914894],0
a8,1,0.712471,0.135822,[ 2 23] ; [ 4 64],[ 1.61290323 23.38709677] ; [ 4.38709677 63.61290323],0
b5,1,0.725768,0.123033,[13 14] ; [37 34],[13.7755102 13.2244898] ; [36.2244898 34.7755102],0
a2,1,0.743518,0.107059,[ 2 25] ; [ 4 67],[ 1.65306122 25.34693878] ; [ 4.34693878 66.65306122],0
u1,1,0.819894,0.051839,[ 1 26] ; [ 2 69],[ 0.82653061 26.17346939] ; [ 2.17346939 68.82653061],0
a1,1,0.86617,0.028401,[ 2 25] ; [ 6 65],[ 2.20408163 24.79591837] ; [ 5.79591837 65.20408163],0
p5,1,0.86617,0.028401,[ 2 25] ; [ 6 65],[ 2.20408163 24.79591837] ; [ 5.79591837 65.20408163],0
b1,1,0.882394,0.021885,[14 13] ; [38 33],[14.32653061 12.67346939] ; [37.67346939 33.32653061],0
n2,1,0.888322,0.01972,[7 3] ; [23 11],[6.81818182 3.18181818] ; [23.18181818 10.81818182],0
