Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d4,1,3.5e-05,17.149436,[29 35] ; [58 15],[40.64233577 23.35766423] ; [46.35766423 26.64233577],1
a1,1,0.587294,0.29459,[ 6 58] ; [ 5 68],[ 5.13868613 58.86131387] ; [ 5.86131387 67.13868613],0
p5,1,0.596276,0.280649,[ 4 60] ; [ 3 68],[ 3.31851852 60.68148148] ; [ 3.68148148 67.31851852],0
p8,1,0.675313,0.17545,[18 44] ; [23 48],[19.11278195 42.88721805] ; [21.88721805 49.11278195],0
n2,1,0.67961,0.170565,[21 11] ; [17  7],[21.71428571 10.28571429] ; [16.28571429  7.71428571],0
a4,1,0.709909,0.138368,[18 45] ; [23 50],[18.99264706 44.00735294] ; [22.00735294 50.99264706],0
d2,1,0.729126,0.119916,[26 37] ; [28 45],[25.01470588 37.98529412] ; [28.98529412 44.01470588],0
s3,1,0.730548,0.118609,[22 40] ; [28 45],[22.96296296 39.03703704] ; [27.03703704 45.96296296],0
p12,1,0.747297,0.103817,[ 2 62] ; [ 3 69],[ 2.35294118 61.64705882] ; [ 2.64705882 69.35294118],0
p1,1,0.819117,0.052295,[ 3 61] ; [ 4 68],[ 3.29411765 60.70588235] ; [ 3.70588235 68.29411765],0
p4,1,0.859034,0.031543,[19 44] ; [21 52],[18.52941176 44.47058824] ; [21.47058824 51.52941176],0
n6,1,0.870287,0.026665,[43 21] ; [50 23],[43.44525547 20.55474453] ; [49.55474453 23.44525547],0
s7,1,0.882469,0.021857,[15 46] ; [18 52],[15.36641221 45.63358779] ; [17.63358779 52.36641221],0
v2,1,0.939949,0.005675,[21 40] ; [24 47],[20.79545455 40.20454545] ; [24.20454545 46.79545455],0
n1,1,0.957446,0.002847,[11 20] ; [ 8 15],[10.90740741 20.09259259] ; [ 8.09259259 14.90740741],0
