Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.003961,8.301823,[29 10] ; [12 18],[23.17391304 15.82608696] ; [17.82608696 12.17391304],0
b4,1,0.018952,5.505952,[16 26] ; [21 11],[21. 21.] ; [16. 16.],0
a8,1,0.033252,4.532781,[ 1 40] ; [ 5 25],[ 3.46478873 37.53521127] ; [ 2.53521127 27.46478873],0
n2,1,0.03647,4.375,[15  6] ; [5 9],[12.  9.] ; [8. 6.],0
p2,1,0.046567,3.960956,[25 15] ; [12 19],[20.84507042 19.15492958] ; [16.15492958 14.84507042],0
p8,1,0.054998,3.68214,[15 26] ; [ 5 26],[11.38888889 29.61111111] ; [ 8.61111111 22.38888889],0
n6,1,0.064078,3.428571,[30 12] ; [15 15],[26.25 15.75] ; [18.75 11.25],0
s1,1,0.08578,2.951829,[ 1 41] ; [ 4 28],[ 2.83783784 39.16216216] ; [ 2.16216216 29.83783784],0
p9,1,0.097683,2.742963,[29 11] ; [16 14],[25.71428571 14.28571429] ; [19.28571429 10.71428571],0
s7,1,0.143535,2.139646,[19 21] ; [ 8 19],[16.11940299 23.88059701] ; [10.88059701 16.11940299],0
p10,1,0.145311,2.120797,[25 15] ; [14 17],[21.97183099 18.02816901] ; [17.02816901 13.97183099],0
u2,1,0.145729,2.116402,[1 8] ; [3 4],[2.25 6.75] ; [1.75 5.25],0
s6,1,0.155357,2.018849,[20 22] ; [10 22],[17.02702703 24.97297297] ; [12.97297297 19.02702703],0
p6,1,0.174339,1.845232,[12 28] ; [ 5 26],[ 9.57746479 30.42253521] ; [ 7.42253521 23.57746479],0
n3,1,0.183226,1.771266,[13  8] ; [5 8],[11.11764706  9.88235294] ; [6.88235294 6.11764706],0
r1,1,0.201779,1.629454,[10 32] ; [12 20],[12.48648649 29.51351351] ; [ 9.51351351 22.48648649],0
p1,1,0.226991,1.459617,[ 2 40] ; [ 4 28],[ 3.40540541 38.59459459] ; [ 2.59459459 29.40540541],0
d3,1,0.237136,1.397542,[28 14] ; [17 15],[25.54054054 16.45945946] ; [19.45945946 12.54054054],0
d5,1,0.243679,1.359184,[36  6] ; [24  8],[34.05405405  7.94594595] ; [25.94594595  6.05405405],0
s4,1,0.246555,1.342721,[ 8 34] ; [ 3 29],[ 6.24324324 35.75675676] ; [ 4.75675676 27.24324324],0
a6,1,0.257232,1.283594,[29 13] ; [18 14],[26.67567568 15.32432432] ; [20.32432432 11.67567568],0
s2,1,0.269259,1.220519,[16 26] ; [ 8 23],[13.80821918 28.19178082] ; [10.19178082 20.80821918],0
d1,1,0.279398,1.170015,[25 17] ; [15 17],[22.7027027 19.2972973] ; [17.2972973 14.7027027],0
s8,1,0.329276,0.951743,[12 30] ; [ 6 26],[10.21621622 31.78378378] ; [ 7.78378378 24.21621622],0
s3,1,0.357283,0.847422,[18 24] ; [10 21],[16.10958904 25.89041096] ; [11.89041096 19.10958904],0
v2,1,0.409129,0.681331,[18 23] ; [11 21],[16.28767123 24.71232877] ; [12.71232877 19.28767123],0
b2,1,0.412589,0.671329,[10 16] ; [ 6 16],[ 8.66666667 17.33333333] ; [ 7.33333333 14.66666667],0
b3,1,0.412589,0.671329,[10 16] ; [ 6 16],[ 8.66666667 17.33333333] ; [ 7.33333333 14.66666667],0
s5,1,0.463882,0.536513,[ 5 35] ; [ 6 26],[ 6.11111111 33.88888889] ; [ 4.88888889 27.11111111],0
p3,1,0.526722,0.400711,[15 24] ; [10 22],[13.73239437 25.26760563] ; [11.26760563 20.73239437],0
n4,1,0.631523,0.230001,[28 14] ; [23  9],[28.94594595 13.05405405] ; [22.05405405  9.94594595],0
v1,1,0.636109,0.223867,[16 23] ; [11 20],[15.04285714 23.95714286] ; [11.95714286 19.04285714],0
r3,1,0.638893,0.220193,[24 18] ; [16 15],[23.01369863 18.98630137] ; [16.98630137 14.01369863],0
a1,1,0.642817,0.215076,[ 5 37] ; [ 5 27],[ 5.67567568 36.32432432] ; [ 4.32432432 27.67567568],0
p5,1,0.673942,0.177026,[ 4 37] ; [ 4 27],[ 4.55555556 36.44444444] ; [ 3.44444444 27.55555556],0
a4,1,0.682507,0.167317,[21 21] ; [17 14],[21.8630137 20.1369863] ; [16.1369863 14.8630137],0
p12,1,0.692379,0.156522,[ 2 38] ; [ 1 31],[ 1.66666667 38.33333333] ; [ 1.33333333 30.66666667],0
d4,1,0.717485,0.130916,[33  9] ; [24  8],[32.35135135  9.64864865] ; [24.64864865  7.35135135],0
a7,1,0.730487,0.118665,[24 18] ; [17 15],[23.27027027 18.72972973] ; [17.72972973 14.27027027],0
p11,1,0.730487,0.118665,[24 18] ; [17 15],[23.27027027 18.72972973] ; [17.72972973 14.27027027],0
p4,1,0.825293,0.048727,[19 22] ; [14 18],[18.53424658 22.46575342] ; [14.46575342 17.53424658],0
a3,1,0.828403,0.046981,[33  9] ; [25  6],[33.36986301  8.63013699] ; [24.63013699  6.36986301],0
d2,1,0.84452,0.038461,[24 18] ; [17 14],[23.5890411 18.4109589] ; [17.4109589 13.5890411],0
b1,1,0.84711,0.037174,[24 18] ; [19 13],[24.40540541 17.59459459] ; [18.59459459 13.40540541],0
n5,1,0.854725,0.033523,[29 12] ; [22 10],[28.64383562 12.35616438] ; [22.35616438  9.64383562],0
b5,1,0.888675,0.019595,[23 19] ; [17 15],[22.7027027 19.2972973] ; [17.2972973 14.7027027],0
p7,1,0.89369,0.017859,[14 25] ; [11 21],[13.73239437 25.26760563] ; [11.26760563 20.73239437],0
v3,1,0.905869,0.013983,[10 32] ; [ 8 24],[10.21621622 31.78378378] ; [ 7.78378378 24.21621622],0
a2,1,0.963138,0.002136,[ 9 33] ; [ 7 25],[ 9.08108108 32.91891892] ; [ 6.91891892 25.08108108],0
