Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.000325,12.92053,[38 29] ; [ 4 22],[30.25806452 36.74193548] ; [11.74193548 14.25806452],1
p3,1,0.008501,6.92483,[44 24] ; [ 9 17],[38.34042553 29.65957447] ; [14.65957447 11.34042553],0
a7,1,0.011178,6.436734,[48 20] ; [11 15],[42.68085106 25.31914894] ; [16.31914894  9.68085106],0
s7,1,0.034336,4.477908,[39 27] ; [ 9 17],[34.43478261 31.56521739] ; [13.56521739 12.43478261],0
p4,1,0.039389,4.244022,[47 21] ; [12 14],[42.68085106 25.31914894] ; [16.31914894  9.68085106],0
s5,1,0.045569,3.997442,[25 41] ; [ 4 21],[21.03296703 44.96703297] ; [ 7.96703297 17.03296703],0
s8,1,0.058063,3.591853,[33 35] ; [ 7 19],[28.93617021 39.06382979] ; [11.06382979 14.93617021],0
s4,1,0.062846,3.460629,[13 55] ; [ 1 25],[10.12765957 57.87234043] ; [ 3.87234043 22.12765957],0
b4,1,0.07633,3.141364,[36 32] ; [19  7],[39.78723404 28.21276596] ; [15.21276596 10.78723404],0
b1,1,0.093435,2.814173,[34 34] ; [ 8 18],[30.38297872 37.61702128] ; [11.61702128 14.38297872],0
r3,1,0.094778,2.79129,[63  5] ; [21  5],[60.76595745  7.23404255] ; [23.23404255  2.76595745],0
s3,1,0.098161,2.735171,[41 26] ; [10 14],[37.54945055 29.45054945] ; [13.45054945 10.54945055],0
p11,1,0.115043,2.483534,[57 11] ; [18  8],[54.25531915 13.74468085] ; [20.74468085  5.25531915],0
s2,1,0.11538,2.478946,[37 31] ; [ 9 16],[33.6344086 34.3655914] ; [12.3655914 12.6344086],0
a4,1,0.119901,2.418618,[15 53] ; [ 2 23],[12.43010753 55.56989247] ; [ 4.56989247 20.43010753],0
p9,1,0.136708,2.214628,[54 14] ; [24  2],[56.42553191 11.57446809] ; [21.57446809  4.42553191],0
a3,1,0.174212,1.846324,[38 30] ; [10 15],[35.09677419 32.90322581] ; [12.90322581 12.09677419],0
b5,1,0.191742,1.704181,[44 24] ; [13 13],[41.23404255 26.76595745] ; [15.76595745 10.23404255],0
d3,1,0.201008,1.635033,[28 40] ; [ 7 19],[25.31914894 42.68085106] ; [ 9.68085106 16.31914894],0
s1,1,0.206095,1.598648,[ 3 65] ; [ 3 23],[ 4.34042553 63.65957447] ; [ 1.65957447 24.34042553],0
n3,1,0.210075,1.570909,[8 3] ; [2 3],[6.875 4.125] ; [3.125 1.875],0
a8,1,0.270862,1.212375,[ 8 56] ; [ 1 22],[ 6.62068966 57.37931034] ; [ 2.37931034 20.62068966],0
u3,1,0.311816,1.022969,[14 16] ; [ 5 11],[12.39130435 17.60869565] ; [6.60869565 9.39130435],0
p2,1,0.316465,1.003502,[56 12] ; [19  7],[54.25531915 13.74468085] ; [20.74468085  5.25531915],0
n1,1,0.329642,0.950303,[5 6] ; [1 4],[4.125 6.875] ; [1.875 3.125],0
a6,1,0.332618,0.93868,[44 24] ; [14 12],[41.95744681 26.04255319] ; [16.04255319  9.95744681],0
p5,1,0.38178,0.764963,[13 55] ; [ 3 23],[11.57446809 56.42553191] ; [ 4.42553191 21.57446809],0
u4,1,0.475263,0.509714,[ 1 67] ; [ 1 25],[ 1.44680851 66.55319149] ; [ 0.55319149 25.44680851],0
s6,1,0.520986,0.41194,[45 22] ; [15 10],[43.69565217 23.30434783] ; [16.30434783  8.69565217],0
d2,1,0.554559,0.349213,[17 51] ; [ 5 21],[15.91489362 52.08510638] ; [ 6.08510638 19.91489362],0
n6,1,0.572092,0.319194,[57 11] ; [23  3],[57.87234043 10.12765957] ; [22.12765957  3.87234043],0
n4,1,0.61016,0.259942,[46 22] ; [19  7],[47.0212766 20.9787234] ; [17.9787234  8.0212766],0
r1,1,0.625124,0.238732,[48 20] ; [17  9],[47.0212766 20.9787234] ; [17.9787234  8.0212766],0
r2,1,0.65656,0.197729,[59  8] ; [22  4],[58.35483871  8.64516129] ; [22.64516129  3.35483871],0
u2,1,0.686089,0.163352,[15 15] ; [9 7],[15.65217391 14.34782609] ; [8.34782609 7.65217391],0
a5,1,0.71772,0.130687,[42 26] ; [15 11],[41.23404255 26.76595745] ; [15.76595745 10.23404255],0
b2,1,0.727433,0.121481,[16 23] ; [5 9],[15.45283019 23.54716981] ; [5.54716981 8.45283019],0
b3,1,0.727433,0.121481,[16 23] ; [5 9],[15.45283019 23.54716981] ; [5.54716981 8.45283019],0
