Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,26.939166,[42 37] ; [139  26],[58.60245902 20.39754098] ; [122.39754098  42.60245902],1
d2,1,0.0,25.986497,[17 61] ; [93 71],[35.45454545 42.54545455] ; [74.54545455 89.45454545],1
a4,1,3e-06,21.521702,[16 63] ; [85 80],[32.70081967 46.29918033] ; [68.29918033 96.70081967],1
a3,1,6e-06,20.450753,[35 44] ; [122  43],[50.83196721 28.16803279] ; [106.16803279  58.83196721],1
r2,1,0.000187,13.960379,[65 14] ; [158   6],[72.49794239  6.50205761] ; [150.50205761  13.49794239],1
d1,1,0.00066,11.597656,[31 48] ; [103  62],[43.3852459 35.6147541] ; [90.6147541 74.3852459],1
p11,1,0.000698,11.495036,[47 32] ; [132  33],[57.95491803 21.04508197] ; [121.04508197  43.95491803],1
d4,1,0.001497,10.08213,[53 25] ; [141  24],[62.27160494 15.72839506] ; [131.72839506  33.27160494],0
r1,1,0.002933,8.848579,[49 30] ; [131  33],[58.51851852 20.48148148] ; [121.48148148  42.51851852],0
u1,1,0.007491,7.151388,[ 4 75] ; [ 29 136],[10.68442623 68.31557377] ; [ 22.31557377 142.68442623],0
r4,1,0.009185,6.786495,[59 20] ; [145  20],[66.04918033 12.95081967] ; [137.95081967  27.04918033],0
v1,1,0.009736,6.682581,[29 49] ; [87 71],[38.33898305 39.66101695] ; [77.66101695 80.33898305],0
v2,1,0.014678,5.954757,[28 45] ; [90 72],[36.65531915 36.34468085] ; [81.34468085 80.65531915],0
d5,1,0.014817,5.938074,[56 23] ; [139  26],[63.1352459 15.8647541] ; [131.8647541  33.1352459],0
n5,1,0.029926,4.713516,[48 31] ; [122  42],[55.26748971 23.73251029] ; [114.73251029  49.26748971],0
s7,1,0.036155,4.389755,[22 54] ; [67 88],[29.28138528 46.71861472] ; [59.71861472 95.28138528],0
s2,1,0.036809,4.359233,[29 49] ; [83 78],[36.55230126 41.44769874] ; [75.44769874 85.55230126],0
p4,1,0.048545,3.891025,[31 48] ; [87 78],[38.20491803 40.79508197] ; [79.79508197 85.20491803],0
s6,1,0.082591,3.013166,[41 38] ; [103  59],[47.2033195 31.7966805] ; [96.7966805 65.2033195],0
a6,1,0.093406,2.814674,[47 32] ; [116  49],[52.77459016 26.22540984] ; [110.22540984  54.77459016],0
p6,1,0.109104,2.567152,[ 9 70] ; [ 32 131],[13.38429752 65.61570248] ; [ 27.61570248 135.38429752],0
n2,1,0.150154,2.070685,[13  9] ; [35 11],[15.52941176  6.47058824] ; [32.47058824 13.52941176],0
d3,1,0.166621,1.913087,[47 32] ; [113  52],[51.80327869 27.19672131] ; [108.19672131  56.80327869],0
