Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,40.360972,[22  7] ; [13 78],[ 8.45833333 20.54166667] ; [26.54166667 64.45833333],1
s6,1,1e-06,23.924499,[21  8] ; [21 71],[10.0661157 18.9338843] ; [31.9338843 60.0661157],1
v1,1,0.000519,12.046188,[16 13] ; [20 73],[ 8.55737705 20.44262295] ; [27.44262295 65.55737705],1
s5,1,0.004129,8.226356,[10 19] ; [10 78],[ 4.95726496 24.04273504] ; [15.04273504 72.95726496],0
r3,1,0.006191,7.493898,[27  2] ; [62 30],[21.33057851  7.66942149] ; [67.66942149 24.33057851],0
b1,1,0.012454,6.245054,[ 7 22] ; [47 46],[12.83606557 16.16393443] ; [41.16393443 51.83606557],0
p8,1,0.043359,4.081369,[11 18] ; [18 74],[ 6.95041322 22.04958678] ; [22.04958678 69.95041322],0
p11,1,0.043846,4.062484,[19 10] ; [41 52],[14.26229508 14.73770492] ; [45.73770492 47.26229508],0
s8,1,0.047307,3.934443,[ 6 23] ; [ 7 85],[ 3.11570248 25.88429752] ; [ 9.88429752 82.11570248],0
r4,1,0.048269,3.900582,[23  6] ; [55 38],[18.54098361 10.45901639] ; [59.45901639 33.54098361],0
v2,1,0.051838,3.781003,[16 12] ; [32 56],[11.5862069 16.4137931] ; [36.4137931 51.5862069],0
p7,1,0.060272,3.529874,[12 16] ; [22 68],[ 8.06779661 19.93220339] ; [25.93220339 64.06779661],0
b2,1,0.078687,3.091813,[ 2 11] ; [24 34],[4.76056338 8.23943662] ; [21.23943662 36.76056338],0
b3,1,0.078687,3.091813,[ 2 11] ; [24 34],[4.76056338 8.23943662] ; [21.23943662 36.76056338],0
p10,1,0.079327,3.078642,[17 12] ; [36 54],[12.91596639 16.08403361] ; [40.08403361 49.91596639],0
p6,1,0.107695,2.587722,[ 6 22] ; [ 9 82],[ 3.52941176 24.47058824] ; [11.47058824 79.52941176],0
p3,1,0.107796,2.586245,[11 18] ; [21 71],[ 7.66942149 21.33057851] ; [24.33057851 67.66942149],0
v4,1,0.115654,2.475207,[25  4] ; [66 26],[21.80991736  7.19008264] ; [69.19008264 22.80991736],0
p4,1,0.123109,2.377317,[11 18] ; [21 69],[ 7.79831933 21.20168067] ; [24.20168067 65.79831933],0
d4,1,0.135814,2.224754,[23  6] ; [60 33],[19.7295082  9.2704918] ; [63.2704918 29.7295082],0
n4,1,0.157761,1.995554,[14 15] ; [58 34],[17.25619835 11.74380165] ; [54.74380165 37.25619835],0
n5,1,0.168678,1.894657,[15 14] ; [60 31],[18.125 10.875] ; [56.875 34.125],0
p9,1,0.183851,1.766214,[17 12] ; [40 50],[13.8907563 15.1092437] ; [43.1092437 46.8907563],0
s4,1,0.247359,1.338158,[ 6 23] ; [11 80],[ 4.10833333 24.89166667] ; [12.89166667 78.10833333],0
d3,1,0.296134,1.091523,[16 13] ; [41 52],[13.54918033 15.45081967] ; [43.45081967 49.54918033],0
s1,1,0.297775,1.084133,[ 1 27] ; [ 9 83],[ 2.33333333 25.66666667] ; [ 7.66666667 84.33333333],0
a3,1,0.379568,0.772101,[18 11] ; [48 43],[15.95 13.05] ; [50.05 40.95],0
p12,1,0.383997,0.757868,[ 2 27] ; [ 3 90],[ 1.18852459 27.81147541] ; [ 3.81147541 89.18852459],0
n3,1,0.394756,0.724243,[5 2] ; [20 17],[3.97727273 3.02272727] ; [21.02272727 15.97727273],0
u3,1,0.455255,0.557534,[4 7] ; [22 23],[5.10714286 5.89285714] ; [20.89285714 24.10714286],0
u1,1,0.483756,0.490384,[ 3 26] ; [ 6 87],[ 2.13934426 26.86065574] ; [ 6.86065574 86.13934426],0
r1,1,0.529163,0.395999,[18 11] ; [51 41],[16.53719008 12.46280992] ; [52.46280992 39.53719008],0
a6,1,0.536266,0.382505,[14 15] ; [51 42],[15.45081967 13.54918033] ; [49.54918033 43.45081967],0
d2,1,0.552913,0.352125,[10 19] ; [37 54],[11.35833333 17.64166667] ; [35.64166667 55.35833333],0
b5,1,0.55842,0.342447,[18 11] ; [52 41],[16.63934426 12.36065574] ; [53.36065574 39.63934426],0
u2,1,0.586591,0.295699,[4 7] ; [20 24],[4.8 6.2] ; [19.2 24.8],0
a8,1,0.594038,0.284083,[ 2 27] ; [ 9 79],[ 2.72649573 26.27350427] ; [ 8.27350427 79.72649573],0
p1,1,0.648029,0.208394,[ 2 27] ; [ 9 84],[ 2.6147541 26.3852459] ; [ 8.3852459 84.6147541],0
n6,1,0.699933,0.148541,[19 10] ; [56 35],[18.125 10.875] ; [56.875 34.125],0
a4,1,0.703935,0.14441,[11 18] ; [31 60],[10.15 18.85] ; [31.85 59.15],0
a7,1,0.817243,0.053404,[16 13] ; [53 39],[16.53719008 12.46280992] ; [52.46280992 39.53719008],0
r2,1,0.823281,0.049875,[24  5] ; [72 17],[23.59322034  5.40677966] ; [72.40677966 16.59322034],0
a2,1,0.826815,0.047868,[ 3 26] ; [11 82],[ 3.32786885 25.67213115] ; [10.67213115 82.32786885],0
n1,1,0.86665,0.028195,[3 4] ; [15 23],[2.8 4.2] ; [15.2 22.8],0
v3,1,0.875742,0.024451,[ 7 20] ; [22 68],[ 6.69230769 20.30769231] ; [22.30769231 67.69230769],0
b4,1,0.89424,0.017673,[16 13] ; [50 43],[15.68852459 13.31147541] ; [50.31147541 42.68852459],0
a1,1,0.950443,0.003863,[ 3 26] ; [10 83],[ 3.09016393 25.90983607] ; [ 9.90983607 83.09016393],0
d5,1,0.957718,0.002811,[17 12] ; [54 39],[16.87704918 12.12295082] ; [54.12295082 38.87704918],0
a5,1,0.974845,0.000994,[16 13] ; [51 42],[15.92622951 13.07377049] ; [51.07377049 41.92622951],0
d1,1,0.977043,0.000828,[11 18] ; [35 58],[10.93442623 18.06557377] ; [35.06557377 57.93442623],0
