Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,154.28789,[ 52 213] ; [119  24],[111.06617647 153.93382353] ; [59.93382353 83.06617647],1
s6,1,0.0,51.704524,[109 156] ; [110  30],[143.2962963 121.7037037] ; [75.7037037 64.2962963],1
s7,1,0.0,50.706393,[ 38 217] ; [68 74],[ 68.08564232 186.91435768] ; [ 37.91435768 104.08564232],1
s5,1,0.0,38.521124,[ 43 221] ; [62 76],[ 68.95522388 195.04477612] ; [ 36.04477612 101.95522388],1
s4,1,2e-06,23.100019,[ 24 243] ; [ 38 103],[ 40.57352941 226.42647059] ; [ 21.42647059 119.57352941],1
a7,1,0.002793,8.938237,[186  84] ; [118  25],[198.7409201  71.2590799] ; [105.2590799  37.7409201],0
s1,1,0.006659,7.362696,[  3 266] ; [  8 133],[  7.21707317 261.78292683] ; [  3.78292683 137.21707317],0
p10,1,0.016727,5.724805,[230  38] ; [134   9],[237.35279805  30.64720195] ; [126.64720195  16.35279805],0
p12,1,0.025565,4.985219,[ 10 258] ; [ 13 131],[ 14.96116505 253.03883495] ; [  8.03883495 135.96116505],0
d4,1,0.037772,4.315269,[207  63] ; [122  21],[215.08474576  54.91525424] ; [113.91525424  29.08474576],0
p6,1,0.065231,3.399133,[ 71 193] ; [51 92],[ 79.13513514 184.86486486] ; [ 42.86486486 100.13513514],0
u1,1,0.065598,3.389885,[ 28 242] ; [ 24 120],[ 33.91304348 236.08695652] ; [ 18.08695652 125.91304348],0
r2,1,0.094462,2.796649,[243  23] ; [137   6],[247.1393643  18.8606357] ; [132.8606357  10.1393643],0
n1,1,0.101567,2.680767,[23 38] ; [ 7 26],[19.46808511 41.53191489] ; [10.53191489 22.46808511],0
u3,1,0.110772,2.543171,[41 50] ; [29 20],[45.5 45.5] ; [24.5 24.5],0
p8,1,0.122124,2.389864,[138 127] ; [63 80],[130.55147059 134.44852941] ; [70.44852941 72.55147059],0
d3,1,0.122974,2.379029,[177  92] ; [104  38],[183.91484185  85.08515815] ; [97.08515815 44.91484185],0
r1,1,0.133381,2.2527,[191  79] ; [111  32],[197.43341404  72.56658596] ; [104.56658596  38.43341404],0
p4,1,0.136511,2.216859,[139 128] ; [86 58],[146.16788321 120.83211679] ; [78.83211679 65.16788321],0
a1,1,0.143007,2.145305,[ 10 260] ; [ 10 134],[ 13.04347826 256.95652174] ; [  6.95652174 137.04347826],0
r3,1,0.145322,2.120677,[250  19] ; [137   5],[253.2919708  15.7080292] ; [133.7080292   8.2919708],0
a2,1,0.156069,2.011909,[ 48 222] ; [ 34 110],[ 53.47826087 216.52173913] ; [ 28.52173913 115.47826087],0
p11,1,0.198785,1.651282,[224  46] ; [112  32],[219.13043478  50.86956522] ; [116.86956522  27.13043478],0
d1,1,0.222145,1.490463,[133 137] ; [80 64],[138.91304348 131.08695652] ; [74.08695652 69.91304348],0
a8,1,0.230803,1.435906,[ 23 221] ; [ 18 116],[ 26.46560847 217.53439153] ; [ 14.53439153 119.46560847],0
d2,1,0.245772,1.347179,[ 99 170] ; [61 82],[104.46601942 164.53398058] ; [55.53398058 87.46601942],0
r4,1,0.251865,1.312929,[229  41] ; [128  16],[232.82608696  37.17391304] ; [124.17391304  19.82608696],0
n4,1,0.281872,1.158042,[189  81] ; [108  36],[193.69565217  76.30434783] ; [103.30434783  40.69565217],0
a6,1,0.29523,1.095618,[191  79] ; [94 49],[186.31961259  83.68038741] ; [98.68038741 44.31961259],0
b4,1,0.315332,1.008212,[155 115] ; [90 54],[159.7826087 110.2173913] ; [85.2173913 58.7826087],0
a4,1,0.333207,0.936393,[110 159] ; [66 78],[114.63438257 154.36561743] ; [61.36561743 82.63438257],0
v4,1,0.398128,0.713974,[250  19] ; [135   7],[251.98296837  17.01703163] ; [133.01703163   8.98296837],0
n3,1,0.398431,0.713058,[49 12] ; [24  9],[47.37234043 13.62765957] ; [25.62765957  7.37234043],0
b2,1,0.416392,0.660475,[46 96] ; [20 54],[43.38888889 98.61111111] ; [22.61111111 51.38888889],0
b3,1,0.416392,0.660475,[46 96] ; [20 54],[43.38888889 98.61111111] ; [22.61111111 51.38888889],0
u2,1,0.418653,0.654094,[46 46] ; [28 21],[48.28368794 43.71631206] ; [25.71631206 23.28368794],0
p7,1,0.475959,0.508109,[155 110] ; [87 53],[158.34567901 106.65432099] ; [83.65432099 56.34567901],0
n2,1,0.501368,0.45204,[47 15] ; [27  6],[48.29473684 13.70526316] ; [25.70526316  7.29473684],0
b1,1,0.519728,0.414434,[ 89 181] ; [52 92],[ 91.95652174 178.04347826] ; [49.04347826 94.95652174],0
v1,1,0.541194,0.373331,[131 133] ; [65 75],[128.07920792 135.92079208] ; [67.92079208 72.07920792],0
p1,1,0.573676,0.31657,[ 21 248] ; [  9 134],[ 19.58737864 249.41262136] ; [ 10.41262136 132.58737864],0
b5,1,0.61881,0.247544,[168 102] ; [86 58],[165.65217391 104.34782609] ; [88.34782609 55.65217391],0
a3,1,0.670709,0.180774,[178  89] ; [93 51],[176.05109489  90.94890511] ; [94.94890511 49.05109489],0
a5,1,0.671861,0.179433,[182  88] ; [100  44],[183.91304348  86.08695652] ; [98.08695652 45.91304348],0
v3,1,0.696589,0.152045,[ 82 179] ; [46 92],[ 83.72932331 177.27067669] ; [44.27067669 93.72932331],0
n5,1,0.735897,0.113765,[194  74] ; [105  37],[195.44390244  72.55609756] ; [103.55609756  38.44390244],0
p3,1,0.841581,0.039949,[120 148] ; [63 81],[119.03883495 148.96116505] ; [63.96116505 80.03883495],0
p5,1,0.869818,0.02686,[ 25 244] ; [ 14 129],[ 25.46359223 243.53640777] ; [ 13.53640777 129.46359223],0
v2,1,0.910747,0.012566,[138 120] ; [73 65],[137.46969697 120.53030303] ; [73.53030303 64.46969697],0
n6,1,0.916681,0.010944,[221  49] ; [116  25],[221.38686131  48.61313869] ; [115.61313869  25.38686131],0
p2,1,0.933971,0.006864,[228  38] ; [123  20],[228.27872861  37.72127139] ; [122.72127139  20.27872861],0
d5,1,0.942204,0.005256,[210  60] ; [110  32],[209.70873786  60.29126214] ; [110.29126214  31.70873786],0
