Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,34.319805,[16 26] ; [49  3],[29.04255319 12.95744681] ; [35.95744681 16.04255319],1
p11,1,1e-06,23.221295,[15 28] ; [44  9],[26.42708333 16.57291667] ; [32.57291667 20.42708333],1
s8,1,0.001203,10.485962,[ 5 38] ; [22 31],[12.09375 30.90625] ; [14.90625 38.09375],0
n5,1,0.001618,9.938964,[24 19] ; [45  8],[30.90625 12.09375] ; [38.09375 14.90625],0
r4,1,0.005723,7.63559,[13 30] ; [31 22],[19.70833333 23.29166667] ; [24.29166667 28.70833333],0
a3,1,0.006677,7.357942,[16 26] ; [35 18],[22.54736842 19.45263158] ; [28.45263158 24.54736842],0
p4,1,0.007511,7.146552,[13 29] ; [31 22],[19.45263158 22.54736842] ; [24.54736842 28.45263158],0
p2,1,0.008506,6.923796,[21 22] ; [39 13],[27.15789474 15.84210526] ; [32.84210526 19.15789474],0
r3,1,0.013406,6.114793,[26 17] ; [44  9],[31.35416667 11.64583333] ; [38.64583333 14.35416667],0
v1,1,0.014582,5.966238,[ 8 33] ; [23 30],[13.5212766 27.4787234] ; [17.4787234 35.5212766],0
p8,1,0.024993,5.024406,[10 32] ; [24 28],[15.19148936 26.80851064] ; [18.80851064 33.19148936],0
s7,1,0.030048,4.706522,[ 9 31] ; [23 29],[13.91304348 26.08695652] ; [18.08695652 33.91304348],0
p1,1,0.036216,4.386886,[ 2 41] ; [10 43],[ 5.375 37.625] ; [ 6.625 46.375],0
a5,1,0.038057,4.302456,[16 27] ; [31 22],[21.05208333 21.94791667] ; [25.94791667 27.05208333],0
n6,1,0.0441,4.052728,[26 17] ; [42 11],[30.45833333 12.54166667] ; [37.54166667 15.45833333],0
s2,1,0.053803,3.718795,[12 31] ; [25 28],[16.57291667 26.42708333] ; [20.42708333 32.57291667],0
p5,1,0.055066,3.680083,[ 1 42] ; [ 7 46],[ 3.58333333 39.41666667] ; [ 4.41666667 48.58333333],0
a4,1,0.055375,3.670769,[11 31] ; [24 29],[15.47368421 26.52631579] ; [19.52631579 33.47368421],0
n4,1,0.065275,3.398014,[23 20] ; [38 15],[27.32291667 15.67708333] ; [33.67708333 19.32291667],0
p7,1,0.078085,3.104308,[17 26] ; [30 22],[21.27368421 21.72631579] ; [25.72631579 26.27368421],0
v4,1,0.084126,2.983323,[29 14] ; [43  9],[32.58947368 10.41052632] ; [39.41052632 12.58947368],0
v3,1,0.091993,2.839143,[ 6 36] ; [15 37],[ 9.38297872 32.61702128] ; [11.61702128 40.38297872],0
p3,1,0.102266,2.669843,[11 32] ; [22 31],[14.78125 28.21875] ; [18.21875 34.78125],0
r2,1,0.116647,2.461768,[27 15] ; [41 11],[30.38297872 11.61702128] ; [37.61702128 14.38297872],0
d5,1,0.122728,2.382163,[20 23] ; [33 20],[23.73958333 19.26041667] ; [29.26041667 23.73958333],0
s6,1,0.127194,2.326424,[16 27] ; [27 24],[19.67021277 23.32978723] ; [23.32978723 27.67021277],0
n3,1,0.136583,2.216038,[12 10] ; [16  5],[14.3255814  7.6744186] ; [13.6744186  7.3255814],0
p6,1,0.138559,2.193889,[ 8 33] ; [17 34],[11.14130435 29.85869565] ; [13.85869565 37.14130435],0
v2,1,0.206109,1.598549,[12 30] ; [21 30],[14.90322581 27.09677419] ; [18.09677419 32.90322581],0
n1,1,0.230555,1.437433,[ 7 15] ; [10 10],[ 8.9047619 13.0952381] ; [ 8.0952381 11.9047619],0
n2,1,0.231647,1.43072,[13  9] ; [16  5],[14.8372093  7.1627907] ; [14.1627907  6.8372093],0
a1,1,0.292799,1.106705,[ 5 38] ; [ 3 50],[ 3.58333333 39.41666667] ; [ 4.41666667 48.58333333],0
a6,1,0.306066,1.047575,[19 24] ; [18 35],[16.57291667 26.42708333] ; [20.42708333 32.57291667],0
d3,1,0.337673,0.919246,[17 26] ; [16 37],[14.78125 28.21875] ; [18.21875 34.78125],0
b2,1,0.376412,0.782388,[ 7 22] ; [12 23],[ 8.609375 20.390625] ; [10.390625 24.609375],0
b3,1,0.376412,0.782388,[ 7 22] ; [12 23],[ 8.609375 20.390625] ; [10.390625 24.609375],0
s3,1,0.382666,0.76212,[16 25] ; [25 27],[18.07526882 22.92473118] ; [22.92473118 29.07526882],0
b5,1,0.399494,0.709848,[24 19] ; [25 28],[21.94791667 21.05208333] ; [27.05208333 25.94791667],0
d4,1,0.497415,0.460447,[23 20] ; [32 21],[24.63541667 18.36458333] ; [30.36458333 22.63541667],0
a8,1,0.514533,0.424837,[ 2 40] ; [ 4 45],[ 2.76923077 39.23076923] ; [ 3.23076923 45.76923077],0
a2,1,0.559946,0.339798,[ 2 41] ; [ 4 49],[ 2.6875 40.3125] ; [ 3.3125 49.6875],0
d1,1,0.561572,0.33699,[13 30] ; [19 34],[14.33333333 28.66666667] ; [17.66666667 35.33333333],0
d2,1,0.606584,0.265179,[20 22] ; [22 30],[18.76595745 23.23404255] ; [23.23404255 28.76595745],0
s4,1,0.622032,0.243022,[ 9 34] ; [ 9 44],[ 8.0625 34.9375] ; [ 9.9375 43.0625],0
b1,1,0.634396,0.226147,[24 19] ; [27 26],[22.84375 20.15625] ; [28.15625 24.84375],0
s1,1,0.685121,0.164418,[ 1 42] ; [ 2 51],[ 1.34375 41.65625] ; [ 1.65625 51.34375],0
