Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,55.710614,[291   7] ; [38 16],[278.52840909  19.47159091] ; [50.47159091  3.52840909],1
r2,1,2e-06,22.617205,[292   5] ; [45  8],[285.96857143  11.03142857] ; [51.03142857  1.96857143],1
r3,1,8e-06,20.019773,[291   6] ; [45  8],[285.12  11.88] ; [50.88  2.12],1
a5,1,5.9e-05,16.133038,[248  50] ; [32 22],[237.04545455  60.95454545] ; [42.95454545 11.04545455],1
u1,1,0.000248,13.423626,[ 87 211] ; [ 3 51],[ 76.19318182 221.80681818] ; [13.80681818 40.19318182],1
a2,1,0.000282,13.184787,[108 190] ; [ 6 48],[ 96.51136364 201.48863636] ; [17.48863636 36.51136364],1
a4,1,0.000294,13.10837,[156 140] ; [14 40],[143.77142857 152.22857143] ; [26.22857143 27.77142857],1
d1,1,0.000453,12.29882,[206  92] ; [24 30],[194.71590909 103.28409091] ; [35.28409091 18.71590909],1
d2,1,0.000455,12.290775,[159 137] ; [15 39],[147.15428571 148.84571429] ; [26.84571429 27.15428571],1
p4,1,0.004456,8.087802,[210  84] ; [28 26],[201.06896552  92.93103448] ; [36.93103448 17.06896552],0
a3,1,0.006296,7.463617,[227  68] ; [32 22],[218.92550143  76.07449857] ; [40.07449857 13.92550143],0
n5,1,0.007426,7.166973,[245  52] ; [36 18],[237.76923077  59.23076923] ; [43.23076923 10.76923077],0
a6,1,0.009034,6.816088,[239  57] ; [35 19],[231.72571429  64.27428571] ; [42.27428571 11.72571429],0
v4,1,0.010239,6.59282,[290   7] ; [49  5],[286.84615385  10.15384615] ; [52.15384615  1.84615385],0
s7,1,0.015092,5.905731,[153 127] ; [18 32],[145.09090909 134.90909091] ; [25.90909091 24.09090909],0
n4,1,0.020336,5.382805,[245  53] ; [37 17],[238.73863636  59.26136364] ; [43.26136364 10.73863636],0
p7,1,0.023879,5.103366,[198  87] ; [29 25],[190.84070796  94.15929204] ; [36.15929204 17.84070796],0
a8,1,0.030688,4.670309,[ 46 209] ; [ 3 48],[ 40.83333333 214.16666667] ; [ 8.16666667 42.83333333],0
u3,1,0.032467,4.573682,[50 21] ; [10 12],[45.80645161 25.19354839] ; [14.19354839  7.80645161],0
d3,1,0.045024,4.017745,[244  53] ; [38 16],[238.61538462  58.38461538] ; [43.38461538 10.61538462],0
s8,1,0.047695,3.920711,[146 147] ; [19 35],[139.32276657 153.67723343] ; [25.67723343 28.32276657],0
p2,1,0.060141,3.533487,[263  33] ; [43 11],[258.78857143  37.21142857] ; [47.21142857  6.78857143],0
p8,1,0.061951,3.484372,[179 111] ; [26 28],[172.81976744 117.18023256] ; [32.18023256 21.81976744],0
s1,1,0.085048,2.965701,[  8 284] ; [ 4 50],[ 10.12716763 281.87283237] ; [ 1.87283237 52.12716763],0
v2,1,0.112711,2.515794,[206  83] ; [32 21],[201.11695906  87.88304094] ; [36.88304094 16.11695906],0
n2,1,0.168552,1.895773,[40  9] ; [9 5],[38.11111111 10.88888889] ; [10.88888889  3.11111111],0
p6,1,0.181405,1.786077,[135 155] ; [19 33],[130.58479532 159.41520468] ; [23.41520468 28.58479532],0
s2,1,0.190246,1.715711,[157 133] ; [24 30],[152.5872093 137.4127907] ; [28.4127907 25.5872093],0
p11,1,0.226868,1.460391,[242  56] ; [40 14],[238.73863636  59.26136364] ; [43.26136364 10.73863636],0
n3,1,0.240444,1.37799,[36 13] ; [8 6],[34.22222222 14.77777778] ; [9.77777778 4.22222222],0
d4,1,0.269631,1.218626,[254  43] ; [43 11],[251.30769231  45.69230769] ; [45.69230769  8.30769231],0
a1,1,0.272499,1.204124,[ 12 286] ; [ 4 50],[ 13.54545455 284.45454545] ; [ 2.45454545 51.54545455],0
b3,1,0.292805,1.106679,[ 69 122] ; [13 15],[ 71.51598174 119.48401826] ; [10.48401826 17.51598174],0
b2,1,0.292805,1.106679,[ 69 122] ; [13 15],[ 71.51598174 119.48401826] ; [10.48401826 17.51598174],0
b1,1,0.356619,0.849765,[102 196] ; [22 32],[104.97727273 193.02272727] ; [19.02272727 34.97727273],0
n6,1,0.363125,0.827057,[260  36] ; [45  9],[257.94285714  38.05714286] ; [47.05714286  6.94285714],0
n1,1,0.405381,0.692308,[20 29] ; [ 4 10],[18.66666667 30.33333333] ; [5.33333333 8.66666667],0
p9,1,0.410383,0.67769,[261  32] ; [46  8],[259.22478386  33.77521614] ; [47.77521614  6.22478386],0
s4,1,0.440905,0.593925,[ 42 249] ; [10 44],[ 43.86086957 247.13913043] ; [ 8.13913043 45.86086957],0
d5,1,0.487752,0.481481,[253  44] ; [44 10],[251.30769231  45.69230769] ; [45.69230769  8.30769231],0
b4,1,0.510842,0.432341,[179 119] ; [35 19],[181.17045455 116.82954545] ; [32.82954545 21.17045455],0
b5,1,0.597928,0.278132,[204  94] ; [35 19],[202.33522727  95.66477273] ; [36.66477273 17.33522727],0
p12,1,0.626997,0.236155,[ 34 261] ; [ 5 49],[ 32.96561605 262.03438395] ; [ 6.03438395 47.96561605],0
p1,1,0.632414,0.228801,[ 34 262] ; [ 5 49],[ 32.98285714 263.01714286] ; [ 6.01714286 47.98285714],0
u4,1,0.634461,0.226059,[  9 289] ; [ 1 53],[  8.46590909 289.53409091] ; [ 1.53409091 52.46590909],0
p5,1,0.642185,0.215896,[ 42 253] ; [ 9 45],[ 43.10888252 251.89111748] ; [ 7.89111748 46.10888252],0
s5,1,0.678292,0.172055,[106 180] ; [17 33],[104.69642857 181.30357143] ; [18.30357143 31.69642857],0
v3,1,0.687746,0.161537,[144 143] ; [25 28],[142.65588235 144.34411765] ; [26.34411765 26.65588235],0
p10,1,0.707378,0.14091,[250  44] ; [44  9],[249.09510086  44.90489914] ; [44.90489914  8.09510086],0
u2,1,0.724639,0.124091,[43 27] ; [12  9],[42.30769231 27.69230769] ; [12.69230769  8.30769231],0
s6,1,0.834614,0.043592,[211  82] ; [36 15],[210.38081395  82.61918605] ; [36.61918605 14.38081395],0
p3,1,0.870499,0.026577,[169 126] ; [31 22],[169.54022989 125.45977011] ; [30.45977011 22.54022989],0
s3,1,0.950046,0.003925,[156 132] ; [29 25],[155.78947368 132.21052632] ; [29.21052632 24.78947368],0
