Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,65.233157,[161 112] ; [ 34 137],[119.89864865 153.10135135] ; [75.10135135 95.89864865],1
v1,1,2.6e-05,17.705853,[186  91] ; [81 91],[164.71937639 112.28062361] ; [102.28062361  69.71937639],1
a6,1,0.000527,12.01642,[206  73] ; [100  72],[189.29933481  89.70066519] ; [116.70066519  55.29933481],1
a5,1,0.012311,6.265548,[231  50] ; [125  48],[220.34361233  60.65638767] ; [135.65638767  37.34361233],0
p3,1,0.013953,6.044074,[183  97] ; [93 80],[170.59602649 109.40397351] ; [105.40397351  67.59602649],0
b1,1,0.019307,5.473508,[102 179] ; [82 91],[113.88546256 167.11453744] ; [ 70.11453744 102.88546256],0
p10,1,0.019689,5.439238,[251  29] ; [141  31],[242.83185841  37.16814159] ; [149.16814159  22.83185841],0
u1,1,0.023354,5.141948,[ 69 212] ; [ 27 146],[ 59.4185022 221.5814978] ; [ 36.5814978 136.4185022],0
a3,1,0.024468,5.061158,[223  57] ; [121  51],[213.09734513  66.90265487] ; [130.90265487  41.09734513],0
s4,1,0.054759,3.689397,[ 40 240] ; [ 36 133],[ 47.39420935 232.60579065] ; [ 28.60579065 140.39420935],0
d2,1,0.054963,3.683222,[153 127] ; [78 94],[143.09734513 136.90265487] ; [87.90265487 84.09734513],0
p9,1,0.06831,3.323158,[252  28] ; [144  27],[245.85365854  34.14634146] ; [150.14634146  20.85365854],0
a2,1,0.076368,3.140548,[ 83 198] ; [ 38 135],[ 74.89207048 206.10792952] ; [ 46.10792952 126.89207048],0
a7,1,0.088625,2.899172,[213  67] ; [119  54],[205.20971302  74.79028698] ; [126.79028698  46.20971302],0
d3,1,0.127539,2.322204,[209  71] ; [117  55],[201.94690265  78.05309735] ; [124.05309735  47.94690265],0
p11,1,0.14104,2.166578,[242  39] ; [140  33],[236.43612335  44.56387665] ; [145.56387665  27.43612335],0
s6,1,0.143928,2.135449,[192  87] ; [125  41],[198.74831461  80.25168539] ; [118.25168539  47.74831461],0
n5,1,0.156569,2.007054,[226  52] ; [131  42],[220.05764967  57.94235033] ; [136.94235033  36.05764967],0
b4,1,0.18635,1.746244,[164 117] ; [90 83],[157.21145374 123.78854626] ; [96.78854626 76.21145374],0
u4,1,0.190938,1.710368,[  6 275] ; [  1 172],[  4.33259912 276.66740088] ; [  2.66740088 170.33259912],0
n6,1,0.194226,1.685268,[246  30] ; [147  26],[241.57683742  34.42316258] ; [151.42316258  21.57683742],0
p6,1,0.203413,1.617699,[135 145] ; [93 78],[141.55210643 138.44789357] ; [86.44789357 84.55210643],0
d4,1,0.209727,1.573312,[243  37] ; [141  30],[238.40354767  41.59645233] ; [145.59645233  25.40354767],0
s7,1,0.215797,1.532106,[158 112] ; [86 78],[151.79723502 118.20276498] ; [92.20276498 71.79723502],0
a1,1,0.223175,1.483836,[ 17 264] ; [  6 167],[ 14.23568282 266.76431718] ; [  8.76431718 164.23568282],0
