Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,2.5e-05,17.778715,[38 25] ; [118  18],[49.38693467 13.61306533] ; [106.61306533  29.38693467],1
p7,1,0.000514,12.062659,[44 18] ; [122  13],[52.24365482  9.75634518] ; [113.75634518  21.24365482],1
p10,1,0.004064,8.254842,[51 12] ; [128   8],[56.66834171  6.33165829] ; [122.33165829  13.66834171],0
p6,1,0.00557,7.684271,[24 41] ; [77 56],[33.15656566 31.84343434] ; [67.84343434 65.15656566],0
p11,1,0.007692,7.103851,[49 16] ; [122  14],[55.29850746  9.70149254] ; [115.70149254  20.29850746],0
p5,1,0.012395,6.253524,[ 9 56] ; [41 95],[16.16915423 48.83084577] ; [ 33.83084577 102.16915423],0
p12,1,0.013153,6.148457,[ 4 60] ; [ 27 109],[ 9.92 54.08] ; [ 21.08 114.92],0
n5,1,0.022888,5.176976,[47 16] ; [119  17],[52.55276382 10.44723618] ; [113.44723618  22.55276382],0
s7,1,0.047896,3.913634,[31 30] ; [83 43],[37.18716578 23.81283422] ; [76.81283422 49.18716578],0
p1,1,0.054631,3.693313,[ 6 59] ; [ 27 108],[10.725 54.275] ; [ 22.275 112.725],0
a3,1,0.060081,3.535157,[44 21] ; [107  27],[49.32160804 15.67839196] ; [101.67839196  32.32160804],0
b1,1,0.063727,3.437644,[18 47] ; [56 80],[23.93034826 41.06965174] ; [50.06965174 85.93034826],0
u1,1,0.073115,3.211663,[ 6 59] ; [ 26 110],[10.34825871 54.65174129] ; [ 21.65174129 114.34825871],0
s8,1,0.078974,3.085901,[31 33] ; [82 51],[36.7106599 27.2893401] ; [76.2893401 56.7106599],0
p9,1,0.079398,3.077183,[54  9] ; [127   9],[57.30150754  5.69849246] ; [123.69849246  12.30150754],0
s5,1,0.100426,2.698769,[24 40] ; [65 65],[29.36082474 34.63917526] ; [59.63917526 70.36082474],0
a5,1,0.101305,2.68487,[47 18] ; [112  24],[51.41791045 13.58208955] ; [107.58208955  28.41791045],0
n4,1,0.109263,2.564855,[51 13] ; [120  16],[54.72  9.28] ; [116.28  19.72],0
d1,1,0.165711,1.921324,[39 26] ; [95 41],[43.33333333 21.66666667] ; [90.66666667 45.33333333],0
p2,1,0.175053,1.839132,[57  8] ; [127   9],[59.50248756  5.49751244] ; [124.49751244  11.50248756],0
n6,1,0.19493,1.679957,[55  9] ; [124  11],[57.5678392  6.4321608] ; [121.4321608  13.5678392],0
a2,1,0.212848,1.55195,[12 53] ; [ 36 100],[15.52238806 49.47761194] ; [ 32.47761194 103.52238806],0
a6,1,0.215593,1.533466,[38 27] ; [91 44],[41.925 23.075] ; [87.075 47.925],0
r4,1,0.220631,1.500262,[60  5] ; [131   5],[61.76616915  3.23383085] ; [129.23383085   6.76616915],0
a1,1,0.225828,1.466949,[ 3 62] ; [ 13 123],[ 5.17412935 59.82587065] ; [ 10.82587065 125.17412935],0
b5,1,0.304458,1.054566,[38 27] ; [69 67],[34.60199005 30.39800995] ; [72.39800995 63.60199005],0
n2,1,0.315905,1.005826,[13  3] ; [14  1],[13.93548387  2.06451613] ; [13.06451613  1.93548387],0
d3,1,0.332245,0.940128,[51 14] ; [98 38],[48.1840796 16.8159204] ; [100.8159204  35.1840796],0
s1,1,0.337209,0.921013,[ 3 61] ; [  3 133],[ 1.92 62.08] ; [  4.08 131.92],0
s4,1,0.341144,0.906126,[ 6 58] ; [ 19 115],[ 8.08080808 55.91919192] ; [ 16.91919192 117.08080808],0
v4,1,0.342144,0.902381,[61  3] ; [132   3],[62.07035176  1.92964824] ; [130.92964824   4.07035176],0
d5,1,0.375656,0.784871,[50 15] ; [111  24],[52.325 12.675] ; [108.675  26.325],0
n1,1,0.438578,0.6,[ 4 11] ; [6 9],[ 5. 10.] ; [ 5. 10.],0
a8,1,0.448599,0.574188,[10 48] ; [ 16 107],[ 8.33149171 49.66850829] ; [ 17.66850829 105.33149171],0
