Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.000432,12.388029,[14 13] ; [68 12],[20.69158879  6.30841121] ; [61.30841121 18.69158879],1
p10,1,0.000715,11.450446,[11 17] ; [59 20],[18.31775701  9.68224299] ; [51.68224299 27.31775701],1
p4,1,0.004848,7.935379,[10 19] ; [53 29],[16.45945946 12.54054054] ; [46.54054054 35.45945946],0
b4,1,0.007001,7.272776,[10 19] ; [52 30],[16.1981982 12.8018018] ; [45.8018018 36.1981982],0
v4,1,0.010584,6.533794,[23  6] ; [78  4],[26.38738739  2.61261261] ; [74.61261261  7.38738739],0
s1,1,0.028756,4.782181,[ 6 23] ; [ 5 74],[ 2.9537037 26.0462963] ; [ 8.0462963 70.9537037],0
s8,1,0.032048,4.595919,[11 18] ; [50 32],[15.93693694 13.06306306] ; [45.06306306 36.93693694],0
n5,1,0.043158,4.089205,[13 16] ; [53 27],[17.55963303 11.44036697] ; [48.44036697 31.55963303],0
a7,1,0.065629,3.389105,[17 12] ; [62 19],[20.82727273  8.17272727] ; [58.17272727 22.82727273],0
r4,1,0.082827,3.008543,[22  7] ; [73  9],[24.81981982  4.18018018] ; [70.18018018 11.81981982],0
n6,1,0.084546,2.97527,[18 11] ; [62 17],[21.48148148  7.51851852] ; [58.51851852 20.48148148],0
n4,1,0.101287,2.685159,[15 14] ; [55 25],[18.62385321 10.37614679] ; [51.37614679 28.62385321],0
s7,1,0.125921,2.342086,[13 10] ; [55 20],[15.95918367  7.04081633] ; [52.04081633 22.95918367],0
b1,1,0.149531,2.077028,[19 10] ; [41 41],[15.67567568 13.32432432] ; [44.32432432 37.67567568],0
a6,1,0.17063,1.877397,[14 14] ; [53 29],[17.05454545 10.94545455] ; [49.94545455 32.05454545],0
p6,1,0.171109,1.873203,[ 8 21] ; [34 47],[11.07272727 17.92727273] ; [30.92727273 50.07272727],0
r2,1,0.176564,1.826309,[26  3] ; [78  3],[27.41818182  1.58181818] ; [76.58181818  4.41818182],0
a5,1,0.221644,1.493692,[22  7] ; [52 30],[19.33333333  9.66666667] ; [54.66666667 27.33333333],0
p8,1,0.250645,1.319704,[ 7 22] ; [29 52],[ 9.49090909 19.50909091] ; [26.50909091 54.49090909],0
a3,1,0.266931,1.232452,[22  7] ; [53 29],[19.59459459  9.40540541] ; [55.40540541 26.59459459],0
p3,1,0.26789,1.227517,[10 19] ; [38 44],[12.54054054 16.45945946] ; [35.45945946 46.54054054],0
a8,1,0.272145,1.205904,[ 5 23] ; [ 7 64],[ 3.39393939 24.60606061] ; [ 8.60606061 62.39393939],0
s3,1,0.288549,1.126381,[21  8] ; [67 15],[22.99099099  6.00900901] ; [65.00900901 16.99099099],0
a1,1,0.297895,1.083594,[ 3 26] ; [ 4 78],[ 1.82882883 27.17117117] ; [ 5.17117117 76.82882883],0
d3,1,0.322306,0.979565,[18 10] ; [60 21],[20.03669725  7.96330275] ; [57.96330275 23.03669725],0
b2,1,0.346703,0.885487,[ 3 11] ; [14 26],[4.40740741 9.59259259] ; [12.59259259 27.40740741],0
b3,1,0.346703,0.885487,[ 3 11] ; [14 26],[4.40740741 9.59259259] ; [12.59259259 27.40740741],0
s5,1,0.400022,0.708259,[10 16] ; [36 39],[11.84158416 14.15841584] ; [34.15841584 40.84158416],0
a4,1,0.400296,0.707438,[15 14] ; [35 47],[13.06306306 15.93693694] ; [36.93693694 45.06306306],0
d4,1,0.453664,0.561481,[24  4] ; [65 17],[22.65454545  5.34545455] ; [66.34545455 15.65454545],0
d5,1,0.461359,0.542595,[21  7] ; [66 15],[22.34862385  5.65137615] ; [64.65137615 16.34862385],0
r3,1,0.468811,0.524776,[26  3] ; [75  5],[26.87155963  2.12844037] ; [74.12844037  5.87155963],0
p7,1,0.478968,0.501213,[13 16] ; [42 38],[14.63302752 14.36697248] ; [40.36697248 39.63302752],0
s4,1,0.514696,0.424508,[10 19] ; [23 59],[ 8.62162162 20.37837838] ; [24.37837838 57.62162162],0
s6,1,0.557787,0.34355,[25  3] ; [67 12],[24.07476636  3.92523364] ; [67.92523364 11.07476636],0
n3,1,0.571608,0.32,[12  3] ; [18  7],[11.25  3.75] ; [18.75  6.25],0
v3,1,0.622157,0.242847,[11 16] ; [28 51],[ 9.93396226 17.06603774] ; [29.06603774 49.93396226],0
a2,1,0.633827,0.226906,[ 8 21] ; [19 63],[ 7.05405405 21.94594595] ; [19.94594595 62.05405405],0
p1,1,0.653713,0.201251,[ 3 26] ; [11 70],[ 3.69090909 25.30909091] ; [10.30909091 70.69090909],0
n1,1,0.67329,0.177778,[ 5 10] ; [10 15],[5.625 9.375] ; [ 9.375 15.625],0
d1,1,0.684115,0.16553,[15 14] ; [46 36],[15.93693694 13.06306306] ; [45.06306306 36.93693694],0
r1,1,0.72448,0.124241,[22  7] ; [64 17],[22.67272727  6.32727273] ; [63.32727273 17.67272727],0
v1,1,0.740981,0.109266,[14 15] ; [42 39],[14.76363636 14.23636364] ; [41.23636364 39.76363636],0
d2,1,0.749197,0.102207,[16 12] ; [44 38],[15.27272727 12.72727273] ; [44.72727273 37.27272727],0
u3,1,0.777659,0.079733,[4 3] ; [17 10],[4.32352941 2.67647059] ; [16.67647059 10.32352941],0
b5,1,0.839365,0.04109,[19 10] ; [52 30],[18.54954955 10.45045045] ; [52.45045045 29.54954955],0
n2,1,0.850436,0.035556,[11  4] ; [19  6],[11.25  3.75] ; [18.75  6.25],0
u1,1,0.887203,0.02012,[ 6 23] ; [18 64],[ 6.27027027 22.72972973] ; [17.72972973 64.27027027],0
v2,1,0.9294,0.00785,[15 13] ; [42 35],[15.2 12.8] ; [41.8 35.2],0
u2,1,0.939919,0.005681,[4 3] ; [15 12],[3.91176471 3.08823529] ; [15.08823529 11.91176471],0
u4,1,0.958357,0.002727,[ 1 28] ; [ 3 79],[ 1.04504505 27.95495495] ; [ 2.95495495 79.04504505],0
