Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.074982,3.170437,[3 1] ; [ 4 11],[1.47368421 2.52631579] ; [5.52631579 9.47368421],0
r3,1,0.109984,2.554444,[2 2] ; [13  2],[3.15789474 0.84210526] ; [11.84210526  3.15789474],0
s1,1,0.109984,2.554444,[2 2] ; [ 2 13],[0.84210526 3.15789474] ; [ 3.15789474 11.84210526],0
s5,1,0.129714,2.295918,[2 2] ; [ 2 12],[0.88888889 3.11111111] ; [ 3.11111111 10.88888889],0
d2,1,0.21289,1.551667,[3 1] ; [6 9],[1.89473684 2.10526316] ; [7.10526316 7.89473684],0
b5,1,0.21289,1.551667,[1 3] ; [9 6],[2.10526316 1.89473684] ; [7.89473684 7.10526316],0
r1,1,0.21289,1.551667,[3 1] ; [6 9],[1.89473684 2.10526316] ; [7.10526316 7.89473684],0
n6,1,0.260531,1.265934,[2 2] ; [11  3],[2.88888889 1.11111111] ; [10.11111111  3.88888889],0
p4,1,0.313267,1.016852,[1 3] ; [8 7],[1.89473684 2.10526316] ; [7.10526316 7.89473684],0
d3,1,0.313267,1.016852,[3 1] ; [7 8],[2.10526316 1.89473684] ; [7.89473684 7.10526316],0
b1,1,0.313267,1.016852,[3 1] ; [7 8],[2.10526316 1.89473684] ; [7.89473684 7.10526316],0
a6,1,0.313267,1.016852,[1 3] ; [8 7],[1.89473684 2.10526316] ; [7.10526316 7.89473684],0
n5,1,0.372374,0.795726,[2 2] ; [11  4],[2.73684211 1.26315789] ; [10.26315789  4.73684211],0
p7,1,0.435488,0.608144,[1 3] ; [7 8],[1.68421053 2.31578947] ; [6.31578947 8.68421053],0
r2,1,0.435488,0.608144,[3 1] ; [8 7],[2.31578947 1.68421053] ; [8.68421053 6.31578947],0
b4,1,0.539222,0.376984,[2 2] ; [10  5],[2.52631579 1.47368421] ; [9.47368421 5.52631579],0
p2,1,0.539222,0.376984,[2 2] ; [10  5],[2.52631579 1.47368421] ; [9.47368421 5.52631579],0
a5,1,0.539222,0.376984,[2 2] ; [10  5],[2.52631579 1.47368421] ; [9.47368421 5.52631579],0
v3,1,0.580543,0.305357,[1 3] ; [6 9],[1.47368421 2.52631579] ; [5.52631579 9.47368421],0
p6,1,0.580543,0.305357,[1 3] ; [6 9],[1.47368421 2.52631579] ; [5.52631579 9.47368421],0
s6,1,0.6885,0.160714,[3 1] ; [9 5],[2.66666667 1.33333333] ; [9.33333333 4.66666667],0
n1,1,0.709388,0.138889,[1 1] ; [1 2],[0.8 1.2] ; [1.2 1.8],0
n3,1,0.709388,0.138889,[1 1] ; [1 2],[0.8 1.2] ; [1.2 1.8],0
p10,1,0.718904,0.129545,[2 2] ; [9 6],[2.31578947 1.68421053] ; [8.68421053 6.31578947],0
p9,1,0.718904,0.129545,[2 2] ; [9 6],[2.31578947 1.68421053] ; [8.68421053 6.31578947],0
p3,1,0.718904,0.129545,[2 2] ; [9 6],[2.31578947 1.68421053] ; [8.68421053 6.31578947],0
a7,1,0.718904,0.129545,[2 2] ; [6 9],[1.68421053 2.31578947] ; [6.31578947 8.68421053],0
v1,1,0.718904,0.129545,[2 2] ; [6 9],[1.68421053 2.31578947] ; [6.31578947 8.68421053],0
d5,1,0.718904,0.129545,[2 2] ; [9 6],[2.31578947 1.68421053] ; [8.68421053 6.31578947],0
d4,1,0.750042,0.101496,[3 1] ; [10  5],[2.73684211 1.26315789] ; [10.26315789  4.73684211],0
n4,1,0.750042,0.101496,[3 1] ; [10  5],[2.73684211 1.26315789] ; [10.26315789  4.73684211],0
b3,1,0.782252,0.076389,[1 2] ; [2 6],[0.81818182 2.18181818] ; [2.18181818 5.81818182],0
b2,1,0.782252,0.076389,[1 2] ; [2 6],[0.81818182 2.18181818] ; [2.18181818 5.81818182],0
a4,1,0.827472,0.0475,[1 3] ; [ 3 12],[0.84210526 3.15789474] ; [ 3.15789474 11.84210526],0
v2,1,0.905565,0.014074,[2 2] ; [8 7],[2.10526316 1.89473684] ; [7.89473684 7.10526316],0
p11,1,0.905565,0.014074,[2 2] ; [7 8],[1.89473684 2.10526316] ; [7.10526316 7.89473684],0
r4,1,0.946375,0.004524,[1 3] ; [ 4 11],[1.05263158 2.94736842] ; [ 3.94736842 11.05263158],0
p8,1,1.0,0.0,[1 2] ; [ 5 10],[1. 2.] ; [ 5. 10.],0
