Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,3e-06,21.754538,[21 23] ; [56  7],[31.6635514 12.3364486] ; [45.3364486 17.6635514],1
b5,1,0.083499,2.995445,[27 23] ; [44 19],[31.4159292 18.5840708] ; [39.5840708 23.4159292],0
u3,1,0.104438,2.636427,[ 5 14] ; [14 14],[ 7.68085106 11.31914894] ; [11.31914894 16.68085106],0
b3,1,0.122489,2.385197,[18 14] ; [11 19],[14.96774194 17.03225806] ; [14.03225806 15.96774194],0
b2,1,0.122489,2.385197,[18 14] ; [11 19],[14.96774194 17.03225806] ; [14.03225806 15.96774194],0
s5,1,0.127841,2.318524,[ 7 42] ; [15 42],[10.16981132 38.83018868] ; [11.83018868 45.16981132],0
d2,1,0.129268,2.301272,[26 22] ; [25 38],[22.05405405 25.94594595] ; [28.94594595 34.05405405],0
d5,1,0.143084,2.144472,[30 20] ; [46 17],[33.62831858 16.37168142] ; [42.37168142 20.62831858],0
r2,1,0.144352,2.130946,[32 16] ; [49 13],[35.34545455 12.65454545] ; [45.65454545 16.34545455],0
v2,1,0.144644,2.127842,[11 35] ; [23 39],[14.48148148 31.51851852] ; [19.51851852 42.48148148],0
b1,1,0.149555,2.076783,[25 25] ; [23 40],[21.23893805 28.76106195] ; [26.76106195 36.23893805],0
v1,1,0.159875,1.975409,[13 35] ; [24 36],[16.44444444 31.55555556] ; [20.55555556 39.44444444],0
p5,1,0.169248,1.889588,[ 1 48] ; [ 5 58],[ 2.625 46.375] ; [ 3.375 59.625],0
a2,1,0.172973,1.856988,[ 7 43] ; [ 4 59],[ 4.86725664 45.13274336] ; [ 6.13274336 56.86725664],0
a7,1,0.204685,1.608623,[25 25] ; [39 24],[28.31858407 21.68141593] ; [35.68141593 27.31858407],0
s1,1,0.2136,1.546858,[ 3 47] ; [ 1 61],[ 1.78571429 48.21428571] ; [ 2.21428571 59.78571429],0
s7,1,0.251154,1.316873,[10 37] ; [19 42],[12.62037037 34.37962963] ; [16.37962963 44.62037037],0
n2,1,0.274689,1.193182,[13  9] ; [15  5],[14.66666667  7.33333333] ; [13.33333333  6.66666667],0
v3,1,0.337437,0.920145,[13 35] ; [12 50],[10.90909091 37.09090909] ; [14.09090909 47.90909091],0
n4,1,0.343702,0.896573,[29 21] ; [42 21],[31.4159292 18.5840708] ; [39.5840708 23.4159292],0
s4,1,0.358695,0.842457,[ 7 43] ; [13 50],[ 8.84955752 41.15044248] ; [11.15044248 51.84955752],0
u2,1,0.435058,0.609282,[ 6 13] ; [12 16],[ 7.27659574 11.72340426] ; [10.72340426 17.27659574],0
u1,1,0.476501,0.50686,[ 5 45] ; [ 4 59],[ 3.98230088 46.01769912] ; [ 5.01769912 57.98230088],0
a3,1,0.489984,0.476561,[31 19] ; [35 28],[29.20353982 20.79646018] ; [36.79646018 26.20353982],0
n5,1,0.511056,0.431905,[32 18] ; [44 19],[33.62831858 16.37168142] ; [42.37168142 20.62831858],0
d4,1,0.535345,0.384235,[33 17] ; [45 18],[34.51327434 15.48672566] ; [43.48672566 19.51327434],0
p12,1,0.689578,0.159542,[ 1 49] ; [ 2 60],[ 1.33928571 48.66071429] ; [ 1.66071429 60.33928571],0
n1,1,0.747322,0.103795,[ 8 14] ; [ 6 13],[ 7.51219512 14.48780488] ; [ 6.48780488 12.51219512],0
a4,1,0.805757,0.060469,[19 30] ; [23 40],[18.375 30.625] ; [23.625 39.375],0
b4,1,0.836599,0.042537,[30 20] ; [39 24],[30.53097345 19.46902655] ; [38.46902655 24.53097345],0
a5,1,0.863993,0.029341,[27 23] ; [33 30],[26.54867257 23.45132743] ; [33.45132743 29.54867257],0
a6,1,0.8986,0.016238,[26 24] ; [32 31],[25.66371681 24.33628319] ; [32.33628319 30.66371681],0
d1,1,0.927054,0.008382,[21 29] ; [27 36],[21.23893805 28.76106195] ; [26.76106195 36.23893805],0
d3,1,0.933208,0.007024,[25 25] ; [32 31],[25.22123894 24.77876106] ; [31.77876106 31.22123894],0
