Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.000116,14.853033,[5 8] ; [70 12],[10.26315789  2.73684211] ; [64.73684211 17.26315789],1
r3,1,0.000615,11.729129,[9 4] ; [77  3],[12.02150538  0.97849462] ; [73.97849462  6.02150538],1
p6,1,0.003413,8.572515,[3 9] ; [55 25],[7.56521739 4.43478261] ; [50.43478261 29.56521739],0
r4,1,0.010472,6.552809,[9 4] ; [76  6],[11.63157895  1.36842105] ; [73.36842105  8.63157895],0
p2,1,0.011213,6.431176,[9 4] ; [75  6],[11.61702128  1.38297872] ; [72.38297872  8.61702128],0
p7,1,0.01402,6.035666,[6 5] ; [69 12],[8.9673913 2.0326087] ; [66.0326087 14.9673913],0
v2,1,0.014578,5.966797,[ 3 10] ; [47 32],[7.06521739 5.93478261] ; [42.93478261 36.06521739],0
s2,1,0.031527,4.624014,[4 9] ; [50 30],[7.5483871 5.4516129] ; [46.4516129 33.5483871],0
v3,1,0.04325,4.085597,[4 9] ; [48 31],[7.34782609 5.65217391] ; [44.65217391 34.34782609],0
p1,1,0.054323,3.702735,[ 1 12] ; [28 54],[3.96842105 9.03157895] ; [25.03157895 56.96842105],0
s1,1,0.071436,3.249705,[ 3 10] ; [ 6 76],[ 1.23157895 11.76842105] ; [ 7.76842105 74.23157895],0
s3,1,0.081875,3.02729,[5 7] ; [54 26],[7.69565217 4.30434783] ; [51.30434783 28.69565217],0
a5,1,0.134518,2.239579,[12  1] ; [60 22],[9.85263158 3.14736842] ; [62.14736842 19.85263158],0
s8,1,0.134804,2.236287,[5 7] ; [52 29],[7.35483871 4.64516129] ; [49.64516129 31.35483871],0
d1,1,0.1438,2.136817,[6 7] ; [55 27],[8.34736842 4.65263158] ; [52.65263158 29.34736842],0
n3,1,0.153338,2.03873,[4 1] ; [6 8],[2.63157895 2.36842105] ; [7.36842105 6.63157895],0
u3,1,0.17753,1.818182,[1 3] ; [10  6],[2.2 1.8] ; [8.8 7.2],0
b4,1,0.180049,1.797217,[10  3] ; [47 35],[7.8 5.2] ; [49.2 32.8],0
p8,1,0.181211,1.787667,[8 4] ; [68 14],[9.70212766 2.29787234] ; [66.29787234 15.70212766],0
p12,1,0.18677,1.742912,[ 1 11] ; [21 61],[2.80851064 9.19148936] ; [19.19148936 62.80851064],0
d3,1,0.22366,1.480733,[7 6] ; [58 24],[8.89473684 4.10526316] ; [56.10526316 25.89473684],0
s6,1,0.225298,1.4703,[9 3] ; [66  9],[10.34482759  1.65517241] ; [64.65517241 10.34482759],0
u2,1,0.263552,1.25,[1 3] ; [9 7],[2. 2.] ; [8. 8.],0
b5,1,0.270739,1.212998,[8 5] ; [37 45],[6.15789474 6.84210526] ; [38.84210526 43.15789474],0
b1,1,0.331697,0.942262,[4 9] ; [37 45],[5.61052632 7.38947368] ; [35.38947368 46.61052632],0
a3,1,0.354991,0.855535,[9 4] ; [66 16],[10.26315789  2.73684211] ; [64.73684211 17.26315789],0
v1,1,0.380032,0.770599,[7 5] ; [56 23],[8.30769231 3.69230769] ; [54.69230769 24.30769231],0
d4,1,0.437988,0.601548,[10  3] ; [70 12],[10.94736842  2.05263158] ; [69.05263158 12.94736842],0
d2,1,0.451478,0.566937,[6 7] ; [47 35],[7.25263158 5.74736842] ; [45.74736842 36.25263158],0
p10,1,0.468352,0.525861,[10  2] ; [74  8],[10.72340426  1.27659574] ; [73.27659574  8.72340426],0
a7,1,0.477809,0.503861,[10  3] ; [55 27],[8.89473684 4.10526316] ; [56.10526316 25.89473684],0
a4,1,0.488759,0.479258,[5 8] ; [40 42],[6.15789474 6.84210526] ; [38.84210526 43.15789474],0
n6,1,0.508372,0.437417,[12  1] ; [78  3],[12.44680851  0.55319149] ; [77.55319149  3.44680851],0
n2,1,0.516407,0.421062,[4 1] ; [9 5],[3.42105263 1.57894737] ; [9.57894737 4.42105263],0
a2,1,0.589504,0.291119,[ 2 11] ; [18 64],[ 2.73684211 10.26315789] ; [17.26315789 64.73684211],0
d5,1,0.599808,0.275285,[10  3] ; [68 14],[10.67368421  2.32631579] ; [67.32631579 14.67368421],0
r1,1,0.614441,0.253758,[10  3] ; [67 14],[10.64893617  2.35106383] ; [66.35106383 14.64893617],0
a6,1,0.62514,0.238709,[9 4] ; [51 31],[8.21052632 4.78947368] ; [51.78947368 30.21052632],0
p9,1,0.767292,0.087568,[11  1] ; [77  5],[11.23404255  0.76595745] ; [76.76595745  5.23404255],0
a8,1,0.775504,0.081329,[2 9] ; [11 63],[1.68235294 9.31764706] ; [11.31764706 62.68235294],0
v4,1,0.844354,0.038544,[12  1] ; [75  5],[12.16129032  0.83870968] ; [74.83870968  5.16129032],0
s7,1,0.849136,0.036184,[9 3] ; [55 21],[8.72727273 3.27272727] ; [55.27272727 20.72727273],0
b3,1,0.900791,0.015541,[4 5] ; [28 32],[4.17391304 4.82608696] ; [27.82608696 32.17391304],0
b2,1,0.900791,0.015541,[4 5] ; [28 32],[4.17391304 4.82608696] ; [27.82608696 32.17391304],0
r2,1,0.909664,0.012874,[11  1] ; [75  6],[11.09677419  0.90322581] ; [74.90322581  6.09677419],0
n1,1,0.911557,0.012338,[3 2] ; [8 6],[2.89473684 2.10526316] ; [8.10526316 5.89473684],0
p11,1,0.965631,0.001857,[11  2] ; [69 13],[10.94736842  2.05263158] ; [69.05263158 12.94736842],0
s5,1,0.975119,0.000973,[8 4] ; [49 24],[8.04705882 3.95294118] ; [48.95294118 24.04705882],0
