Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000848,11.132383,[60 42] ; [36  5],[68.47552448 33.52447552] ; [27.52447552 13.47552448],1
p4,1,0.001339,10.28763,[30 71] ; [24 17],[38.4084507 62.5915493] ; [15.5915493 25.4084507],0
p2,1,0.002067,9.489029,[56 45] ; [34  7],[64.01408451 36.98591549] ; [25.98591549 15.01408451],0
p7,1,0.00301,8.801332,[39 57] ; [28 13],[46.94890511 49.05109489] ; [20.05109489 20.94890511],0
p8,1,0.005652,7.658168,[29 71] ; [22 19],[36.17021277 63.82978723] ; [14.82978723 26.17021277],0
s8,1,0.006091,7.523071,[16 86] ; [15 26],[22.11188811 79.88811189] ; [ 8.88811189 32.11188811],0
a5,1,0.012537,6.233354,[54 48] ; [31 10],[60.62937063 41.37062937] ; [24.37062937 16.62937063],0
v2,1,0.020827,5.341241,[33 62] ; [21 16],[38.86363636 56.13636364] ; [15.13636364 21.86363636],0
p1,1,0.02427,5.075207,[ 4 97] ; [ 6 35],[ 7.11267606 93.88732394] ; [ 2.88732394 38.11267606],0
b1,1,0.036333,4.381412,[50 52] ; [28 13],[55.63636364 46.36363636] ; [22.36363636 18.63636364],0
r1,1,0.039969,4.219201,[64 38] ; [33  8],[69.18881119 32.81118881] ; [27.81118881 13.18881119],0
a6,1,0.057145,3.618364,[62 39] ; [32  9],[66.85915493 34.14084507] ; [27.14084507 13.85915493],0
r3,1,0.076565,3.136347,[75 26] ; [36  5],[78.95070423 22.04929577] ; [32.04929577  8.95070423],0
v3,1,0.076777,3.131847,[22 75] ; [14 23],[26.05970149 70.94029851] ; [ 9.94029851 27.05970149],0
d5,1,0.090215,2.870524,[64 37] ; [32  9],[68.28169014 32.71830986] ; [27.71830986 13.28169014],0
v1,1,0.107509,2.590462,[32 68] ; [19 22],[36.17021277 63.82978723] ; [14.82978723 26.17021277],0
r2,1,0.112395,2.520224,[79 21] ; [37  4],[82.26950355 17.73049645] ; [33.73049645  7.26950355],0
p6,1,0.125161,2.351513,[14 85] ; [10 30],[17.09352518 81.90647482] ; [ 6.90647482 33.09352518],0
d2,1,0.1255,2.347308,[33 68] ; [19 22],[36.98591549 64.01408451] ; [15.01408451 25.98591549],0
d1,1,0.167184,1.908016,[37 65] ; [20 21],[40.65734266 61.34265734] ; [16.34265734 24.65734266],0
s6,1,0.167184,1.908016,[37 65] ; [20 21],[40.65734266 61.34265734] ; [16.34265734 24.65734266],0
a2,1,0.167938,1.901254,[15 87] ; [10 31],[17.83216783 84.16783217] ; [ 7.16783217 33.83216783],0
a3,1,0.170684,1.876925,[59 42] ; [29 12],[62.5915493 38.4084507] ; [25.4084507 15.5915493],0
a7,1,0.195837,1.673154,[63 39] ; [30 11],[66.33566434 35.66433566] ; [26.66433566 14.33566434],0
n5,1,0.197352,1.661859,[50 51] ; [15 25],[46.56028369 54.43971631] ; [18.43971631 21.56028369],0
v4,1,0.207364,1.589733,[75 24] ; [35  6],[77.78571429 21.21428571] ; [32.21428571  8.78571429],0
s1,1,0.219929,1.504834,[ 8 92] ; [ 1 40],[ 6.38297872 93.61702128] ; [ 2.61702128 38.38297872],0
a1,1,0.228821,1.448177,[ 8 94] ; [ 1 40],[ 6.41958042 95.58041958] ; [ 2.58041958 38.41958042],0
p10,1,0.235576,1.406874,[50 50] ; [25 16],[53.19148936 46.80851064] ; [21.80851064 19.19148936],0
n4,1,0.256119,1.289615,[49 53] ; [24 17],[52.06993007 49.93006993] ; [20.93006993 20.06993007],0
d4,1,0.313249,1.016928,[67 33] ; [31 10],[69.5035461 30.4964539] ; [28.4964539 12.5035461],0
s2,1,0.40351,0.69784,[30 72] ; [15 26],[32.0979021 69.9020979] ; [12.9020979 28.0979021],0
