Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,33.298852,[54 12] ; [ 1 15],[44.26829268 21.73170732] ; [10.73170732  5.26829268],1
r3,1,3.1e-05,17.374548,[61  5] ; [8 8],[55.53658537 10.46341463] ; [13.46341463  2.53658537],1
r1,1,3.1e-05,17.358159,[46 20] ; [ 2 14],[38.63414634 27.36585366] ; [9.36585366 6.63414634],1
v4,1,0.000693,11.507751,[57  8] ; [8 8],[52.16049383 12.83950617] ; [12.83950617  3.16049383],1
v2,1,0.060153,3.533159,[28 35] ; [ 3 13],[24.72151899 38.27848101] ; [6.27848101 9.72151899],0
u3,1,0.066401,3.369816,[19 12] ; [2 6],[16.69230769 14.30769231] ; [4.30769231 3.69230769],0
b1,1,0.119458,2.424406,[27 39] ; [10  6],[29.7804878 36.2195122] ; [7.2195122 8.7804878],0
n2,1,0.12425,2.362909,[16  9] ; [4 7],[13.88888889 11.11111111] ; [6.11111111 4.88888889],0
s6,1,0.124565,2.358958,[30 35] ; [ 4 12],[27.28395062 37.71604938] ; [6.71604938 9.28395062],0
p1,1,0.232887,1.42314,[ 3 63] ; [ 2 14],[ 4.02439024 61.97560976] ; [ 0.97560976 15.02439024],0
p9,1,0.251505,1.314924,[23 42] ; [ 3 12],[21.125 43.875] ; [ 4.875 10.125],0
d3,1,0.255656,1.292129,[35 31] ; [11  5],[37.02439024 28.97560976] ; [8.97560976 7.02439024],0
p8,1,0.312926,1.018286,[22 44] ; [ 3 12],[20.37037037 45.62962963] ; [ 4.62962963 10.37037037],0
b5,1,0.315776,1.006364,[42 24] ; [8 8],[40.24390244 25.75609756] ; [9.75609756 6.24390244],0
b4,1,0.318736,0.994126,[38 28] ; [7 9],[36.2195122 29.7804878] ; [8.7804878 7.2195122],0
s2,1,0.339517,0.912254,[20 45] ; [ 3 13],[18.45679012 46.54320988] ; [ 4.54320988 11.45679012],0
p3,1,0.365555,0.81872,[21 45] ; [ 3 12],[19.55555556 46.44444444] ; [ 4.44444444 10.55555556],0
n6,1,0.375654,0.784875,[37 29] ; [7 9],[35.41463415 30.58536585] ; [8.58536585 7.41463415],0
s3,1,0.477342,0.504929,[27 39] ; [ 5 11],[25.75609756 40.24390244] ; [6.24390244 9.75609756],0
d4,1,0.497044,0.461243,[50 15] ; [11  5],[48.95061728 16.04938272] ; [12.04938272  3.95061728],0
s4,1,0.504105,0.446284,[13 53] ; [ 2 14],[12.07317073 53.92682927] ; [ 2.92682927 13.07317073],0
s1,1,0.527119,0.399942,[ 5 61] ; [ 2 14],[ 5.63414634 60.36585366] ; [ 1.36585366 14.63414634],0
n3,1,0.534355,0.386103,[17  9] ; [6 5],[16.16216216  9.83783784] ; [6.83783784 4.16216216],0
p6,1,0.550985,0.355556,[13 52] ; [ 2 13],[12.1875 52.8125] ; [ 2.8125 12.1875],0
a8,1,0.55569,0.347222,[ 2 58] ; [ 1 14],[ 2.4 57.6] ; [ 0.6 14.4],0
s5,1,0.556204,0.34632,[12 52] ; [ 2 14],[11.2 52.8] ; [ 2.8 13.2],0
p7,1,0.565151,0.330863,[30 36] ; [ 6 10],[28.97560976 37.02439024] ; [7.02439024 8.97560976],0
p2,1,0.583818,0.300102,[38 28] ; [8 8],[37.02439024 28.97560976] ; [8.97560976 7.02439024],0
a7,1,0.583818,0.300102,[38 28] ; [8 8],[37.02439024 28.97560976] ; [8.97560976 7.02439024],0
d5,1,0.584624,0.298818,[42 24] ; [9 7],[41.04878049 24.95121951] ; [9.95121951 6.04878049],0
v3,1,0.632743,0.22836,[11 52] ; [ 2 14],[10.36708861 52.63291139] ; [ 2.63291139 13.36708861],0
n1,1,0.740947,0.109296,[ 6 20] ; [2 9],[ 5.62162162 20.37837838] ; [2.37837838 8.62162162],0
a5,1,0.743582,0.107003,[30 36] ; [8 8],[30.58536585 35.41463415] ; [7.41463415 8.58536585],0
n5,1,0.750703,0.100941,[18 48] ; [ 5 11],[18.51219512 47.48780488] ; [ 4.48780488 11.51219512],0
u2,1,0.766526,0.088163,[13 17] ; [3 5],[12.63157895 17.36842105] ; [3.36842105 4.63157895],0
v1,1,0.777395,0.079928,[18 47] ; [ 5 11],[18.45679012 46.54320988] ; [ 4.54320988 11.45679012],0
a3,1,0.782426,0.076264,[35 30] ; [8 8],[34.50617284 30.49382716] ; [8.49382716 7.50617284],0
d2,1,0.802995,0.062236,[27 39] ; [ 6 10],[26.56097561 39.43902439] ; [6.43902439 9.56097561],0
d1,1,0.83606,0.042823,[27 39] ; [7 9],[27.36585366 38.63414634] ; [6.63414634 9.36585366],0
a4,1,0.846026,0.03771,[19 47] ; [ 5 11],[19.31707317 46.68292683] ; [ 4.68292683 11.31707317],0
s7,1,0.874297,0.025028,[11 53] ; [ 2 11],[10.80519481 53.19480519] ; [ 2.19480519 10.80519481],0
b3,1,0.879744,0.02289,[ 9 27] ; [3 8],[ 9.19148936 26.80851064] ; [2.80851064 8.19148936],0
b2,1,0.879744,0.02289,[ 9 27] ; [3 8],[ 9.19148936 26.80851064] ; [2.80851064 8.19148936],0
p11,1,0.923371,0.009252,[28 38] ; [7 9],[28.17073171 37.82926829] ; [6.82926829 9.17073171],0
a2,1,0.966865,0.001726,[ 8 58] ; [ 2 14],[ 8.04878049 57.95121951] ; [ 1.95121951 14.04878049],0
p4,1,0.977636,0.000786,[25 41] ; [ 6 10],[24.95121951 41.04878049] ; [6.04878049 9.95121951],0
a6,1,0.989073,0.000188,[37 29] ; [9 7],[37.02439024 28.97560976] ; [8.97560976 7.02439024],0
