Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,47.502531,[90 22] ; [ 4 26],[74.14084507 37.85915493] ; [19.85915493 10.14084507],1
r3,1,0.0,37.983949,[99 12] ; [11 19],[86.59574468 24.40425532] ; [23.40425532  6.59574468],1
p2,1,2e-06,22.456589,[80 31] ; [ 7 22],[68.97857143 42.02142857] ; [18.02142857 10.97857143],1
r2,1,3e-06,21.609841,[100  12] ; [15 14],[91.34751773 20.65248227] ; [23.65248227  5.34751773],1
p11,1,4.1e-05,16.843721,[73 39] ; [ 7 23],[63.09859155 48.90140845] ; [16.90140845 13.09859155],1
r1,1,7.4e-05,15.702158,[84 28] ; [11 19],[74.92957746 37.07042254] ; [20.07042254  9.92957746],1
p10,1,0.000114,14.887118,[67 43] ; [ 6 23],[57.76978417 52.23021583] ; [15.23021583 13.76978417],1
d5,1,0.000693,11.507524,[84 27] ; [13 17],[76.36170213 34.63829787] ; [20.63829787  9.36170213],1
s6,1,0.000987,10.85106,[52 60] ; [ 4 26],[44.16901408 67.83098592] ; [11.83098592 18.16901408],1
p9,1,0.001632,9.923372,[74 37] ; [10 19],[66.6 44.4] ; [17.4 11.6],0
d3,1,0.00295,8.838384,[70 40] ; [10 20],[62.85714286 47.14285714] ; [17.14285714 12.85714286],0
u2,1,0.005618,7.668803,[27 11] ; [ 4 10],[22.65384615 15.34615385] ; [8.34615385 5.65384615],0
p7,1,0.006649,7.365454,[58 48] ; [ 8 22],[51.44117647 54.55882353] ; [14.55882353 15.44117647],0
s8,1,0.007182,7.226836,[29 83] ; [ 1 29],[23.66197183 88.33802817] ; [ 6.33802817 23.66197183],0
a1,1,0.008937,6.835342,[  4 108] ; [ 5 25],[  7.09859155 104.90140845] ; [ 1.90140845 28.09859155],0
v2,1,0.009489,6.728471,[49 54] ; [ 6 23],[42.91666667 60.08333333] ; [12.08333333 16.91666667],0
a7,1,0.010886,6.483755,[80 32] ; [14 16],[74.14084507 37.85915493] ; [19.85915493 10.14084507],0
a6,1,0.011966,6.315838,[79 32] ; [14 16],[73.21276596 37.78723404] ; [19.78723404 10.21276596],0
