Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.000937,10.948043,[37  7] ; [11 13],[31.05882353 12.94117647] ; [16.94117647  7.05882353],1
d2,1,0.232212,1.42726,[19 25] ; [14 10],[21.35294118 22.64705882] ; [11.64705882 12.35294118],0
v1,1,0.251544,1.31471,[15 29] ; [ 5 19],[12.94117647 31.05882353] ; [ 7.05882353 16.94117647],0
b1,1,0.274885,1.192208,[28 16] ; [12 12],[25.88235294 18.11764706] ; [14.11764706  9.88235294],0
u2,1,0.298433,1.081182,[13  7] ; [4 5],[11.72413793  8.27586207] ; [5.27586207 3.72413793],0
p2,1,0.310088,1.030303,[24 20] ; [10 14],[22. 22.] ; [12. 12.],0
s1,1,0.33962,0.911864,[ 5 39] ; [ 1 22],[ 3.94029851 40.05970149] ; [ 2.05970149 20.94029851],0
a3,1,0.400387,0.707162,[24 20] ; [15  8],[25.6119403 18.3880597] ; [13.3880597  9.6119403],0
n3,1,0.408942,0.681875,[11  7] ; [6 7],[9.87096774 8.12903226] ; [7.12903226 5.87096774],0
s2,1,0.436453,0.605589,[13 31] ; [ 5 19],[11.64705882 32.35294118] ; [ 6.35294118 17.64705882],0
s6,1,0.438093,0.601271,[15 29] ; [ 6 18],[13.58823529 30.41176471] ; [ 7.41176471 16.58823529],0
s5,1,0.492098,0.471936,[ 5 39] ; [ 4 19],[ 5.91044776 38.08955224] ; [ 3.08955224 19.91044776],0
p6,1,0.492331,0.471429,[ 8 34] ; [ 3 21],[ 7. 35.] ; [ 4. 20.],0
s7,1,0.503319,0.447932,[ 6 32] ; [ 5 17],[ 6.96666667 31.03333333] ; [ 4.03333333 17.96666667],0
s8,1,0.537443,0.3803,[ 5 39] ; [ 4 20],[ 5.82352941 38.17647059] ; [ 3.17647059 20.82352941],0
a5,1,0.564432,0.332089,[27 17] ; [13 11],[25.88235294 18.11764706] ; [14.11764706  9.88235294],0
b4,1,0.564432,0.332089,[27 17] ; [13 11],[25.88235294 18.11764706] ; [14.11764706  9.88235294],0
p10,1,0.610733,0.259109,[ 7 37] ; [ 5 19],[ 7.76470588 36.23529412] ; [ 4.23529412 19.76470588],0
s3,1,0.647217,0.209427,[19 24] ; [12 12],[19.89552239 23.10447761] ; [11.10447761 12.89552239],0
a4,1,0.667173,0.184926,[16 28] ; [10 14],[16.82352941 27.17647059] ; [ 9.17647059 14.82352941],0
a2,1,0.704447,0.143887,[ 7 37] ; [ 3 21],[ 6.47058824 37.52941176] ; [ 3.52941176 20.47058824],0
d3,1,0.719692,0.128788,[24 20] ; [12 12],[23.29411765 20.70588235] ; [12.70588235 11.29411765],0
p7,1,0.783648,0.075388,[18 26] ; [ 9 15],[17.47058824 26.52941176] ; [ 9.52941176 14.47058824],0
p1,1,0.839446,0.041048,[ 3 40] ; [ 2 22],[ 3.20895522 39.79104478] ; [ 1.79104478 22.20895522],0
r2,1,0.872444,0.025778,[33 10] ; [18  6],[32.73134328 10.26865672] ; [18.26865672  5.73134328],0
a7,1,0.881136,0.022359,[23 21] ; [13 11],[23.29411765 20.70588235] ; [12.70588235 11.29411765],0
n2,1,0.881162,0.022349,[10  9] ; [7 7],[9.78787879 9.21212121] ; [7.21212121 6.78787879],0
d1,1,0.926579,0.008492,[17 27] ; [ 9 15],[16.82352941 27.17647059] ; [ 9.17647059 14.82352941],0
u1,1,0.942054,0.005284,[ 2 42] ; [ 1 23],[ 1.94117647 42.05882353] ; [ 1.05882353 22.94117647],0
v2,1,0.993446,6.7e-05,[15 28] ; [ 8 15],[14.98484848 28.01515152] ; [ 8.01515152 14.98484848],0
