Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.000937,10.948043,[37  7] ; [11 13],[31.05882353 12.94117647] ; [16.94117647  7.05882353],1
u3,1,0.016689,5.728739,[14  6] ; [2 7],[11.03448276  8.96551724] ; [4.96551724 4.03448276],0
n4,1,0.0183,5.567205,[18 26] ; [17  7],[22.64705882 21.35294118] ; [12.35294118 11.64705882],0
b5,1,0.029771,4.72245,[23 21] ; [ 6 18],[18.76470588 25.23529412] ; [10.23529412 13.76470588],0
r1,1,0.037309,4.336232,[33 11] ; [12 12],[29.11764706 14.88235294] ; [15.88235294  8.11764706],0
p3,1,0.047494,3.92781,[15 28] ; [ 3 21],[11.55223881 31.44776119] ; [ 6.44776119 17.55223881],0
d4,1,0.058886,3.568478,[33 11] ; [12 11],[29.55223881 14.44776119] ; [15.44776119  7.55223881],0
p8,1,0.064978,3.405532,[15 29] ; [ 3 20],[11.82089552 32.17910448] ; [ 6.17910448 16.82089552],0
b3,1,0.073418,3.204906,[ 6 23] ; [7 8],[ 8.56818182 20.43181818] ; [ 4.43181818 10.56818182],0
b2,1,0.073418,3.204906,[ 6 23] ; [7 8],[ 8.56818182 20.43181818] ; [ 4.43181818 10.56818182],0
d5,1,0.079275,3.07971,[33 11] ; [13 11],[29.76470588 14.23529412] ; [16.23529412  7.76470588],0
r4,1,0.081221,3.040298,[28 16] ; [10 14],[24.58823529 19.41176471] ; [13.41176471 10.58823529],0
p4,1,0.088469,2.90202,[16 28] ; [ 4 20],[12.94117647 31.05882353] ; [ 7.05882353 16.94117647],0
n1,1,0.093079,2.820301,[ 4 15] ; [6 6],[ 6.12903226 12.87096774] ; [3.87096774 8.12903226],0
v3,1,0.17503,1.839324,[11 30] ; [ 3 21],[ 8.83076923 32.16923077] ; [ 5.16923077 18.83076923],0
p11,1,0.189555,1.721074,[18 26] ; [ 6 18],[15.52941176 28.47058824] ; [ 8.47058824 15.52941176],0
a6,1,0.189578,1.720895,[24 20] ; [17  7],[26.52941176 17.47058824] ; [14.47058824  9.52941176],0
s4,1,0.194571,1.682664,[ 9 35] ; [ 2 22],[ 7.11764706 36.88235294] ; [ 3.88235294 20.11764706],0
v4,1,0.201015,1.634985,[31 12] ; [13 10],[28.66666667 14.33333333] ; [15.33333333  7.66666667],0
