Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.004571,8.041909,[28 19] ; [27 53],[20.35433071 26.64566929] ; [34.64566929 45.35433071],0
s2,1,0.005432,7.729701,[29 18] ; [29 51],[21.46456693 25.53543307] ; [36.53543307 43.46456693],0
p4,1,0.014422,5.985704,[35 12] ; [42 38],[28.49606299 18.50393701] ; [48.50393701 31.49606299],0
s4,1,0.015294,5.882322,[18 29] ; [15 65],[12.21259843 34.78740157] ; [20.78740157 59.21259843],0
p12,1,0.01605,5.797339,[ 5 42] ; [ 1 79],[ 2.22047244 44.77952756] ; [ 3.77952756 76.22047244],0
p1,1,0.020573,5.362607,[ 6 40] ; [ 2 77],[ 2.944 43.056] ; [ 5.056 73.944],0
n3,1,0.02581,4.968699,[13  6] ; [20  1],[15.675  3.325] ; [17.325  3.675],0
s5,1,0.03421,4.484197,[18 26] ; [18 61],[12.87804878 31.12195122] ; [23.12195122 55.87804878],0
a1,1,0.04221,4.12678,[ 4 43] ; [ 1 79],[ 1.8503937 45.1496063] ; [ 3.1496063 76.8503937],0
s6,1,0.076555,3.136562,[32 13] ; [44 36],[27.36 17.64] ; [48.64 31.36],0
v3,1,0.09619,2.7676,[ 8 37] ; [24 52],[11.90082645 33.09917355] ; [20.09917355 55.90082645],0
p8,1,0.099931,2.706637,[32 15] ; [42 37],[27.6031746 19.3968254] ; [46.3968254 32.6031746],0
p5,1,0.127784,2.319215,[ 5 42] ; [ 3 76],[ 2.98412698 44.01587302] ; [ 5.01587302 73.98412698],0
a5,1,0.128393,2.311829,[26 21] ; [55 25],[29.97637795 17.02362205] ; [51.02362205 28.97637795],0
r1,1,0.15528,2.019598,[29 18] ; [59 21],[32.56692913 14.43307087] ; [55.43307087 24.56692913],0
a8,1,0.157785,1.995331,[ 5 41] ; [ 3 69],[ 3.11864407 42.88135593] ; [ 4.88135593 67.11864407],0
p3,1,0.16237,1.952018,[26 21] ; [34 46],[22.20472441 24.79527559] ; [37.79527559 42.20472441],0
