Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,59.885098,[36 78] ; [113  29],[66.3515625 47.6484375] ; [82.6484375 59.3515625],1
s2,1,0.0,39.708591,[42 80] ; [107  40],[67.57620818 54.42379182] ; [81.42379182 65.57620818],1
s3,1,1e-06,24.915091,[49 68] ; [105  40],[68.77099237 48.22900763] ; [85.22900763 59.77099237],1
s5,1,2.5e-05,17.771158,[31 89] ; [73 69],[47.63358779 72.36641221] ; [56.36641221 85.63358779],1
s6,1,4.8e-05,16.523239,[64 53] ; [115  32],[79.32954545 37.67045455] ; [99.67045455 47.32954545],1
n4,1,0.009415,6.742424,[93 28] ; [133  17],[100.90774908  20.09225092] ; [125.09225092  24.90774908],0
a3,1,0.011254,6.424769,[86 35] ; [125  24],[94.55925926 26.44074074] ; [116.44074074  32.55925926],0
v1,1,0.012074,6.300029,[74 46] ; [113  36],[83.42007435 36.57992565] ; [103.57992565  45.42007435],0
p6,1,0.015802,5.824796,[37 80] ; [68 79],[46.53409091 70.46590909] ; [58.46590909 88.53409091],0
d1,1,0.017646,5.630964,[72 50] ; [109  41],[81.18382353 40.81617647] ; [99.81617647 50.18382353],0
a5,1,0.023115,5.159825,[86 35] ; [124  26],[93.76383764 27.23616236] ; [116.23616236  33.76383764],0
d5,1,0.024871,5.032867,[96 26] ; [133  17],[102.71323529  19.28676471] ; [126.28676471  23.71323529],0
p9,1,0.025798,4.969487,[97 20] ; [136  12],[102.87169811  14.12830189] ; [130.12830189  17.87169811],0
r4,1,0.032213,4.587101,[109  13] ; [144   6],[113.47794118   8.52205882] ; [139.52205882  10.47794118],0
u3,1,0.033093,4.540963,[16 20] ; [18  7],[20.06557377 15.93442623] ; [13.93442623 11.06557377],0
p3,1,0.033281,4.531264,[60 59] ; [95 55],[68.56877323 50.43122677] ; [86.43122677 63.56877323],0
d2,1,0.038065,4.302124,[56 64] ; [89 61],[64.44444444 55.55555556] ; [80.55555556 69.44444444],0
u4,1,0.038466,4.284298,[  1 121] ; [  8 142],[  4.03676471 117.96323529] ; [  4.96323529 145.03676471],0
r1,1,0.03913,4.255232,[98 24] ; [133  16],[103.99261993  18.00738007] ; [127.00738007  21.99261993],0
d4,1,0.047861,3.914859,[98 22] ; [135  15],[103.55555556  16.44444444] ; [129.44444444  20.55555556],0
b1,1,0.072198,3.232332,[33 89] ; [56 94],[39.91911765 82.08088235] ; [ 49.08088235 100.91911765],0
p5,1,0.074718,3.176217,[ 13 107] ; [ 28 122],[ 18.22222222 101.77777778] ; [ 22.77777778 127.22222222],0
u1,1,0.075628,3.156437,[ 18 104] ; [ 35 115],[23.77205882 98.22794118] ; [ 29.22794118 120.77205882],0
n6,1,0.083744,2.990696,[104  18] ; [136  12],[108.44444444  13.55555556] ; [131.55555556  16.44444444],0
b2,1,0.095901,2.77242,[21 45] ; [46 57],[26.16568047 39.83431953] ; [40.83431953 62.16568047],0
b3,1,0.095901,2.77242,[21 45] ; [46 57],[26.16568047 39.83431953] ; [40.83431953 62.16568047],0
p2,1,0.098752,2.725589,[98 21] ; [134  16],[102.63197026  16.36802974] ; [129.36802974  20.63197026],0
a4,1,0.100633,2.695481,[50 71] ; [77 73],[56.70479705 64.29520295] ; [70.29520295 79.70479705],0
p10,1,0.102543,2.665533,[99 19] ; [134  14],[103.36090226  14.63909774] ; [129.63909774  18.36090226],0
a8,1,0.104933,2.628915,[12 96] ; [ 25 109],[16.51239669 91.48760331] ; [ 20.48760331 113.51239669],0
n5,1,0.109484,2.561651,[94 27] ; [127  22],[99.04074074 21.95925926] ; [121.95925926  27.04074074],0
p8,1,0.14564,2.117333,[65 52] ; [94 52],[70.7338403 46.2661597] ; [88.2661597 57.7338403],0
r3,1,0.148747,2.085058,[116   5] ; [148   2],[117.87453875   3.12546125] ; [146.12546125   3.87453875],0
p7,1,0.176719,1.825004,[78 39] ; [107  37],[82.93103448 34.06896552] ; [102.06896552  41.93103448],0
a7,1,0.179354,1.802966,[94 26] ; [106  43],[89.21933086 30.78066914] ; [110.78066914  38.21933086],0
p4,1,0.186142,1.747888,[69 47] ; [101  49],[74.13533835 41.86466165] ; [95.86466165 54.13533835],0
a1,1,0.199756,1.644161,[  7 115] ; [ 15 135],[  9.86764706 112.13235294] ; [ 12.13235294 137.86764706],0
n1,1,0.207712,1.587302,[ 5 20] ; [ 9 16],[ 7. 18.] ; [ 7. 18.],0
p11,1,0.441278,0.592957,[99 23] ; [127  23],[101.36764706  20.63235294] ; [124.63235294  25.36764706],0
