Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,0.000265,13.3047,[163 112] ; [63 14],[176.5625  98.4375] ; [49.4375 27.5625],1
p4,1,0.000473,12.218182,[ 90 185] ; [42 35],[103.125 171.875] ; [28.875 48.125],1
p9,1,0.003467,8.543943,[178  88] ; [64 12],[188.22222222  77.77777778] ; [53.77777778 22.22222222],0
p10,1,0.004235,8.180334,[162 109] ; [59 17],[172.59654179  98.40345821] ; [48.40345821 27.59654179],0
p3,1,0.017813,5.614446,[ 67 207] ; [29 47],[ 75.15428571 198.84571429] ; [20.84571429 55.15428571],0
r4,1,0.021029,5.32437,[205  70] ; [67 10],[212.5  62.5] ; [59.5 17.5],0
p6,1,0.060209,3.531628,[ 34 238] ; [16 60],[ 39.08045977 232.91954023] ; [10.91954023 65.08045977],0
v2,1,0.081863,3.027511,[116 144] ; [42 33],[122.62686567 137.37313433] ; [35.37313433 39.62686567],0
v4,1,0.089028,2.891853,[232  42] ; [71  6],[236.52991453  37.47008547] ; [66.47008547 10.52991453],0
r1,1,0.089169,2.889305,[186  88] ; [60 17],[192.03418803  81.96581197] ; [53.96581197 23.03418803],0
s5,1,0.090761,2.860815,[ 60 200] ; [10 62],[ 54.81927711 205.18072289] ; [15.18072289 56.81927711],0
a1,1,0.102044,2.67331,[ 16 259] ; [ 1 76],[ 13.28125 261.71875] ; [ 3.71875 73.28125],0
s4,1,0.106687,2.602621,[ 50 223] ; [ 8 68],[ 45.36962751 227.63037249] ; [12.63037249 63.36962751],0
b1,1,0.11767,2.448069,[109 166] ; [23 54],[103.125 171.875] ; [28.875 48.125],0
v1,1,0.119303,2.426445,[103 163] ; [37 39],[108.88888889 157.11111111] ; [31.11111111 44.88888889],0
r3,1,0.132728,2.260308,[234  39] ; [71  6],[237.9  35.1] ; [67.1  9.9],0
p11,1,0.149944,2.072817,[172 103] ; [55 22],[177.34375  97.65625] ; [49.65625 27.34375],0
n6,1,0.179811,1.799184,[200  74] ; [62 15],[204.52421652  69.47578348] ; [57.47578348 19.52421652],0
a5,1,0.188715,1.72762,[178  97] ; [56 21],[182.8125  92.1875] ; [51.1875 25.8125],0
a8,1,0.189681,1.720094,[ 22 237] ; [ 9 56],[ 24.7808642 234.2191358] ; [ 6.2191358 58.7808642],0
n5,1,0.217497,1.520807,[175  99] ; [55 22],[179.54415954  94.45584046] ; [50.45584046 26.54415954],0
d5,1,0.264173,1.246753,[210  65] ; [54 23],[206.25  68.75] ; [57.75 19.25],0
a3,1,0.269442,1.219587,[181  93] ; [45 31],[176.92571429  97.07428571] ; [49.07428571 26.92571429],0
u4,1,0.279517,1.169435,[  5 270] ; [ 3 74],[  6.25 268.75] ; [ 1.75 75.25],0
a7,1,0.295533,1.094243,[182  92] ; [56 21],[185.78917379  88.21082621] ; [52.21082621 24.78917379],0
b5,1,0.298917,1.079018,[175 100] ; [44 33],[171.09375 103.90625] ; [47.90625 29.09375],0
s7,1,0.301001,1.069754,[ 86 173] ; [29 44],[ 89.71385542 169.28614458] ; [25.28614458 47.71385542],0
s8,1,0.305473,1.050149,[ 82 193] ; [27 48],[ 85.64285714 189.35714286] ; [23.35714286 51.64285714],0
p1,1,0.314741,1.010676,[ 19 255] ; [ 8 69],[ 21.07692308 252.92307692] ; [ 5.92307692 71.07692308],0
n2,1,0.355643,0.853219,[69 37] ; [13  4],[70.66666667 35.33333333] ; [11.33333333  5.66666667],0
r2,1,0.364358,0.822817,[241  31] ; [71  6],[243.16332378  28.83667622] ; [68.83667622  8.16332378],0
v3,1,0.403618,0.697521,[ 77 183] ; [26 49],[ 79.94029851 180.05970149] ; [23.05970149 51.94029851],0
d3,1,0.410681,0.676829,[168 107] ; [51 26],[171.09375 103.90625] ; [47.90625 29.09375],0
a4,1,0.431771,0.618054,[122 152] ; [30 46],[118.99428571 155.00571429] ; [33.00571429 42.99428571],0
u2,1,0.507603,0.439006,[46 47] ; [18 14],[47.616 45.384] ; [16.384 15.616],0
n1,1,0.512374,0.429217,[41 65] ; [8 9],[42.22764228 63.77235772] ; [ 6.77235772 10.22764228],0
u1,1,0.522062,0.409818,[ 40 235] ; [ 9 68],[ 38.28125 236.71875] ; [10.71875 66.28125],0
a6,1,0.566262,0.328977,[176  99] ; [52 25],[178.125  96.875] ; [49.875 27.125],0
d1,1,0.611404,0.258136,[141 134] ; [42 35],[142.96875 132.03125] ; [40.03125 36.96875],0
b3,1,0.623144,0.241474,[58 94] ; [15 29],[56.6122449 95.3877551] ; [16.3877551 27.6122449],0
b2,1,0.623144,0.241474,[58 94] ; [15 29],[56.6122449 95.3877551] ; [16.3877551 27.6122449],0
a2,1,0.671593,0.179745,[ 56 219] ; [14 63],[ 54.6875 220.3125] ; [15.3125 61.6875],0
n3,1,0.677053,0.173462,[66 37] ; [10  7],[65.23333333 37.76666667] ; [10.76666667  6.23333333],0
d4,1,0.681135,0.168851,[211  63] ; [61 16],[212.33048433  61.66951567] ; [59.66951567 17.33048433],0
b4,1,0.740651,0.109555,[170 105] ; [46 31],[168.75 106.25] ; [47.25 29.75],0
u3,1,0.7487,0.102626,[53 41] ; [17 15],[52.22222222 41.77777778] ; [17.77777778 14.22222222],0
s2,1,0.795353,0.067271,[109 162] ; [31 43],[109.97101449 161.02898551] ; [30.02898551 43.97101449],0
s1,1,0.839274,0.041137,[ 12 259] ; [ 3 74],[ 11.68103448 259.31896552] ; [ 3.31896552 73.68103448],0
d2,1,0.853726,0.033991,[127 144] ; [37 40],[127.71264368 143.28735632] ; [36.28735632 40.71264368],0
n4,1,0.909338,0.012967,[191  84] ; [54 23],[191.40625  83.59375] ; [53.59375 23.40625],0
s6,1,0.929994,0.007718,[146 127] ; [40 34],[146.33429395 126.66570605] ; [39.66570605 34.33429395],0
p12,1,0.93221,0.007236,[ 17 256] ; [ 5 72],[ 17.16 255.84] ; [ 4.84 72.16],0
s3,1,0.961316,0.002352,[122 149] ; [34 41],[122.1849711 148.8150289] ; [33.8150289 41.1849711],0
