Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,37.492291,[12  1] ; [18 95],[3.0952381 9.9047619] ; [26.9047619 86.0952381],1
p12,1,0.0,27.816899,[4 9] ; [  1 114],[ 0.5078125 12.4921875] ; [  4.4921875 110.5078125],1
p5,1,2.1e-05,18.057291,[5 7] ; [  6 108],[ 1.04761905 10.95238095] ; [  9.95238095 104.04761905],1
s7,1,4.2e-05,16.770807,[11  2] ; [29 76],[4.40677966 8.59322034] ; [35.59322034 69.40677966],1
b2,1,8e-05,15.551305,[12  1] ; [23 46],[5.54878049 7.45121951] ; [29.45121951 39.54878049],1
b3,1,8e-05,15.551305,[12  1] ; [23 46],[5.54878049 7.45121951] ; [29.45121951 39.54878049],1
s2,1,9.1e-05,15.312328,[11  2] ; [34 80],[4.60629921 8.39370079] ; [40.39370079 73.60629921],1
v3,1,0.000134,14.589379,[8 1] ; [29 78],[2.87068966 6.12931034] ; [34.12931034 72.87068966],1
v1,1,0.000304,13.045841,[9 1] ; [37 77],[3.70967742 6.29032258] ; [42.29032258 71.70967742],1
p8,1,0.000426,12.415919,[9 4] ; [26 87],[3.61111111 9.38888889] ; [31.38888889 81.61111111],1
d1,1,0.000672,11.564897,[12  1] ; [49 66],[6.1953125 6.8046875] ; [54.8046875 60.1953125],1
p4,1,0.000726,11.422507,[11  2] ; [41 73],[5.32283465 7.67716535] ; [46.67716535 67.32283465],1
s3,1,0.00073,11.411665,[12  1] ; [48 64],[6.24 6.76] ; [53.76 58.24],1
s6,1,0.000825,11.183129,[12  1] ; [49 64],[6.29365079 6.70634921] ; [54.70634921 58.29365079],1
p6,1,0.000878,11.068626,[7 6] ; [17 94],[ 2.51612903 10.48387097] ; [21.48387097 89.51612903],1
a2,1,0.001874,9.668635,[8 5] ; [25 90],[3.3515625 9.6484375] ; [29.6484375 85.3515625],0
p3,1,0.002723,8.984052,[10  3] ; [39 75],[5.01574803 7.98425197] ; [43.98425197 70.01574803],0
v2,1,0.003973,8.29602,[8 2] ; [38 74],[3.7704918 6.2295082] ; [42.2295082 69.7704918],0
d2,1,0.007005,7.271652,[11  2] ; [51 62],[6.3968254 6.6031746] ; [55.6031746 57.3968254],0
p2,1,0.011876,6.329342,[11  2] ; [55 60],[6.703125 6.296875] ; [59.296875 55.703125],0
a4,1,0.012827,6.192784,[10  3] ; [46 67],[5.77777778 7.22222222] ; [50.22222222 62.77777778],0
u1,1,0.016737,5.723771,[5 8] ; [ 15 100],[ 2.03125 10.96875] ; [17.96875 97.03125],0
a5,1,0.019177,5.485307,[12  1] ; [68 47],[8.125 4.875] ; [71.875 43.125],0
p7,1,0.020023,5.409892,[9 4] ; [41 73],[5.11811024 7.88188976] ; [44.88188976 69.11811024],0
d3,1,0.054463,3.698438,[11  2] ; [65 49],[7.77952756 5.22047244] ; [68.22047244 45.77952756],0
n4,1,0.066408,3.369639,[11  2] ; [66 47],[7.94444444 5.05555556] ; [69.05555556 43.94444444],0
r1,1,0.066408,3.369639,[11  2] ; [66 47],[7.94444444 5.05555556] ; [69.05555556 43.94444444],0
a8,1,0.071201,3.255119,[3 7] ; [11 94],[1.2173913 8.7826087] ; [12.7826087 92.2173913],0
s5,1,0.077741,3.1115,[4 7] ; [17 94],[1.89344262 9.10655738] ; [19.10655738 91.89344262],0
a1,1,0.139003,2.188964,[ 3 10] ; [ 11 104],[ 1.421875 11.578125] ; [ 12.578125 102.421875],0
a6,1,0.14995,2.072762,[10  3] ; [64 50],[7.57480315 5.42519685] ; [66.42519685 47.57480315],0
d5,1,0.22701,1.459501,[11  2] ; [78 36],[9.11023622 3.88976378] ; [79.88976378 34.11023622],0
s4,1,0.365002,0.820609,[ 1 12] ; [20 94],[ 2.1496063 10.8503937] ; [18.8503937 95.1496063],0
a7,1,0.54131,0.373116,[9 4] ; [69 45],[7.98425197 5.01574803] ; [70.01574803 43.98425197],0
s1,1,0.819237,0.052224,[ 1 12] ; [ 11 103],[ 1.22834646 11.77165354] ; [ 10.77165354 103.22834646],0
b1,1,0.853759,0.033976,[7 6] ; [65 50],[7.3125 5.6875] ; [64.6875 50.3125],0
b5,1,0.890614,0.018914,[8 5] ; [73 42],[8.2265625 4.7734375] ; [72.7734375 42.2265625],0
p1,1,0.902626,0.014968,[ 1 12] ; [ 10 105],[ 1.1171875 11.8828125] ; [  9.8828125 105.1171875],0
b4,1,0.948739,0.004133,[7 6] ; [63 52],[7.109375 5.890625] ; [62.890625 52.109375],0
