Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,2e-06,22.506178,[34 21] ; [ 1 23],[24.36708861 30.63291139] ; [10.63291139 13.36708861],1
d5,1,9.8e-05,15.171591,[45 10] ; [ 9 15],[37.59493671 17.40506329] ; [16.40506329  7.59493671],1
d2,1,0.002217,9.360434,[32 23] ; [ 5 19],[25.75949367 29.24050633] ; [11.24050633 12.75949367],0
a7,1,0.008526,6.919543,[38 17] ; [ 9 15],[32.72151899 22.27848101] ; [14.27848101  9.72151899],0
d3,1,0.0136,6.089288,[37 18] ; [ 9 15],[32.02531646 22.97468354] ; [13.97468354 10.02531646],0
b3,1,0.020638,5.357143,[12 18] ; [ 2 18],[ 8.4 21.6] ; [ 5.6 14.4],0
b2,1,0.020638,5.357143,[12 18] ; [ 2 18],[ 8.4 21.6] ; [ 5.6 14.4],0
u2,1,0.035222,4.434389,[13  5] ; [4 8],[10.2  7.8] ; [6.8 5.2],0
p8,1,0.049635,3.853755,[25 30] ; [ 5 18],[21.15384615 33.84615385] ; [ 8.84615385 14.15384615],0
s1,1,0.073205,3.20965,[ 4 50] ; [ 5 18],[ 6.31168831 47.68831169] ; [ 2.68831169 20.31168831],0
s6,1,0.073973,3.19259,[39 16] ; [12 12],[35.50632911 19.49367089] ; [15.49367089  8.50632911],0
r3,1,0.081045,3.043818,[51  4] ; [19  5],[48.73417722  6.26582278] ; [21.26582278  2.73417722],0
v2,1,0.090935,2.857748,[24 29] ; [ 6 18],[20.64935065 32.35064935] ; [ 9.35064935 14.64935065],0
s5,1,0.095394,2.780911,[16 37] ; [ 3 21],[13.07792208 39.92207792] ; [ 5.92207792 18.07792208],0
p5,1,0.121939,2.392242,[ 2 53] ; [ 3 20],[ 3.52564103 51.47435897] ; [ 1.47435897 21.52564103],0
n3,1,0.124051,2.365414,[10  9] ; [6 1],[11.69230769  7.30769231] ; [4.30769231 2.69230769],0
a2,1,0.133761,2.248308,[ 9 46] ; [ 1 23],[ 6.96202532 48.03797468] ; [ 3.03797468 20.96202532],0
a3,1,0.145725,2.116438,[37 18] ; [12 12],[34.11392405 20.88607595] ; [14.88607595  9.11392405],0
p4,1,0.16343,1.942198,[25 30] ; [15  9],[27.84810127 27.15189873] ; [12.15189873 11.84810127],0
p1,1,0.203075,1.620124,[ 4 51] ; [ 4 20],[ 5.56962025 49.43037975] ; [ 2.43037975 21.56962025],0
p6,1,0.210073,1.570926,[16 37] ; [ 4 20],[13.76623377 39.23376623] ; [ 6.23376623 17.76623377],0
n1,1,0.2253,1.470289,[10  8] ; [2 5],[8.64 9.36] ; [3.36 3.64],0
a6,1,0.327321,0.959468,[34 21] ; [12 12],[32.02531646 22.97468354] ; [13.97468354 10.02531646],0
s2,1,0.327321,0.959468,[34 21] ; [12 12],[32.02531646 22.97468354] ; [13.97468354 10.02531646],0
r2,1,0.329725,0.949976,[50  5] ; [20  4],[48.73417722  6.26582278] ; [21.26582278  2.73417722],0
u3,1,0.36131,0.833333,[12  6] ; [6 6],[10.8  7.2] ; [7.2 4.8],0
p10,1,0.379985,0.770751,[20 35] ; [ 6 17],[18.33333333 36.66666667] ; [ 7.66666667 15.33333333],0
a5,1,0.427925,0.628449,[35 20] ; [13 11],[33.41772152 21.58227848] ; [14.58227848  9.41772152],0
a8,1,0.440493,0.594997,[ 4 47] ; [ 3 19],[ 4.89041096 46.10958904] ; [ 2.10958904 19.89041096],0
s4,1,0.441078,0.593476,[13 40] ; [ 4 20],[11.7012987 41.2987013] ; [ 5.2987013 18.7012987],0
a4,1,0.465436,0.53279,[19 36] ; [ 6 17],[17.62820513 37.37179487] ; [ 7.37179487 15.62820513],0
v3,1,0.482468,0.493281,[17 38] ; [ 9 14],[18.33333333 36.66666667] ; [ 7.66666667 15.33333333],0
r4,1,0.488148,0.480605,[42 13] ; [20  4],[43.16455696 11.83544304] ; [18.83544304  5.16455696],0
n4,1,0.492199,0.471715,[37 18] ; [18  6],[38.29113924 16.70886076] ; [16.70886076  7.29113924],0
b4,1,0.524044,0.405927,[34 21] ; [13 11],[32.72151899 22.27848101] ; [14.27848101  9.72151899],0
b5,1,0.543073,0.369874,[28 27] ; [14 10],[29.24050633 25.75949367] ; [12.75949367 11.24050633],0
