Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.00032,12.949974,[ 3 50] ; [13 24],[ 9.42222222 43.57777778] ; [ 6.57777778 30.42222222],1
p3,1,0.002854,8.898325,[ 9 44] ; [17 20],[15.31111111 37.68888889] ; [10.68888889 26.31111111],0
n3,1,0.006336,7.452148,[15 16] ; [12  1],[19.02272727 11.97727273] ; [7.97727273 5.02272727],0
p8,1,0.016309,5.769231,[10 44] ; [15 21],[15. 39.] ; [10. 26.],0
p2,1,0.029749,4.723724,[24 30] ; [25 12],[29.07692308 24.92307692] ; [19.92307692 17.07692308],0
d1,1,0.029749,4.723724,[30 24] ; [12 25],[24.92307692 29.07692308] ; [17.07692308 19.92307692],0
p4,1,0.031296,4.636641,[17 37] ; [20 17],[21.95604396 32.04395604] ; [15.04395604 21.95604396],0
d5,1,0.032284,4.583333,[44 10] ; [22 14],[39.6 14.4] ; [26.4  9.6],0
b1,1,0.044684,4.030539,[22 32] ; [23 14],[26.7032967 27.2967033] ; [18.2967033 18.7032967],0
a5,1,0.066644,3.363792,[23 31] ; [23 14],[27.2967033 26.7032967] ; [18.7032967 18.2967033],0
b4,1,0.108159,2.580914,[34 20] ; [17 20],[30.26373626 23.73626374] ; [20.73626374 16.26373626],0
b3,1,0.130169,2.290483,[ 9 18] ; [ 2 14],[ 6.90697674 20.09302326] ; [ 4.09302326 11.90697674],0
b2,1,0.130169,2.290483,[ 9 18] ; [ 2 14],[ 6.90697674 20.09302326] ; [ 4.09302326 11.90697674],0
d3,1,0.150559,2.066576,[36 18] ; [18 17],[32.76404494 21.23595506] ; [21.23595506 13.76404494],0
d4,1,0.185942,1.749482,[44 10] ; [25 11],[41.4 12.6] ; [27.6  8.4],0
a7,1,0.193134,1.693548,[40 14] ; [22 14],[37.2 16.8] ; [24.8 11.2],0
a3,1,0.193931,1.6875,[27 27] ; [23 13],[30. 24.] ; [20. 16.],0
n2,1,0.205201,1.604963,[15 16] ; [9 4],[16.90909091 14.09090909] ; [7.09090909 5.90909091],0
s2,1,0.269911,1.217201,[20 34] ; [18 19],[22.54945055 31.45054945] ; [15.45054945 21.54945055],0
a4,1,0.280697,1.163713,[16 38] ; [15 22],[18.3956044 35.6043956] ; [12.6043956 24.3956044],0
s3,1,0.282048,1.157197,[23 31] ; [20 17],[25.51648352 28.48351648] ; [17.48351648 19.51648352],0
