Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a8,1,0.038556,4.280312,[19 91] ; [ 1 32],[15.38461538 94.61538462] ; [ 4.61538462 28.38461538],0
b4,1,0.057446,3.609629,[72 49] ; [14 20],[67.13548387 53.86451613] ; [18.86451613 15.13548387],0
s2,1,0.061851,3.487038,[58 62] ; [22 11],[62.74509804 57.25490196] ; [17.25490196 15.74509804],0
s8,1,0.062595,3.467246,[49 71] ; [20 14],[53.76623377 66.23376623] ; [15.23376623 18.76623377],0
d5,1,0.069932,3.284605,[88 32] ; [30  4],[91.94805195 28.05194805] ; [26.05194805  7.94805195],0
s6,1,0.078896,3.0875,[78 42] ; [26  6],[82.10526316 37.89473684] ; [21.89473684 10.10526316],0
s7,1,0.090552,2.864525,[48 65] ; [19 13],[52.2137931 60.7862069] ; [14.7862069 17.2137931],0
d1,1,0.092787,2.825347,[55 66] ; [21 13],[59.32903226 61.67096774] ; [16.67096774 17.32903226],0
d3,1,0.097262,2.749869,[70 51] ; [25  9],[74.16129032 46.83870968] ; [20.83870968 13.16129032],0
p3,1,0.130821,2.282733,[53 67] ; [20 14],[56.88311688 63.11688312] ; [16.11688312 17.88311688],0
s5,1,0.132959,2.257614,[43 74] ; [16 15],[46.64189189 70.35810811] ; [12.35810811 18.64189189],0
s3,1,0.163759,1.939164,[64 54] ; [23 11],[67.53947368 50.46052632] ; [19.46052632 14.53947368],0
u2,1,0.164046,1.936525,[23 16] ; [3 6],[21.125 17.875] ; [4.875 4.125],0
p4,1,0.207751,1.587028,[71 50] ; [24 10],[74.16129032 46.83870968] ; [20.83870968 13.16129032],0
a5,1,0.219561,1.507239,[83 38] ; [27  7],[85.87096774 35.12903226] ; [24.12903226  9.87096774],0
r3,1,0.232592,1.424939,[104  16] ; [32  2],[105.97402597  14.02597403] ; [30.02597403  3.97402597],0
v3,1,0.268921,1.222244,[36 83] ; [ 7 27],[33.44444444 85.55555556] ; [ 9.55555556 24.44444444],0
p12,1,0.281178,1.161388,[ 10 110] ; [ 1 33],[  8.57142857 111.42857143] ; [ 2.42857143 31.57142857],0
d2,1,0.322053,0.980589,[49 72] ; [17 17],[51.52258065 69.47741935] ; [14.47741935 19.52258065],0
b3,1,0.334941,0.929699,[35 46] ; [ 7 15],[33.02912621 47.97087379] ; [ 8.97087379 13.02912621],0
b2,1,0.334941,0.929699,[35 46] ; [ 7 15],[33.02912621 47.97087379] ; [ 8.97087379 13.02912621],0
