Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b4,1,0.034799,4.455,[12  3] ; [33 33],[8.33333333 6.66666667] ; [36.66666667 29.33333333],0
d5,1,0.035199,4.435508,[13  2] ; [38 28],[9.44444444 5.55555556] ; [41.55555556 24.44444444],0
u3,1,0.049219,3.867863,[1 5] ; [21 14],[3.2195122 2.7804878] ; [18.7804878 16.2195122],0
d2,1,0.070646,3.267953,[10  5] ; [27 39],[6.85185185 8.14814815] ; [30.14814815 35.85185185],0
b5,1,0.092616,2.828306,[6 9] ; [42 24],[8.88888889 6.11111111] ; [39.11111111 26.88888889],0
s4,1,0.107052,2.59721,[ 4 11] ; [ 7 58],[ 2.0625 12.9375] ; [ 8.9375 56.0625],0
a7,1,0.117105,2.455621,[6 9] ; [41 25],[8.7037037 6.2962963] ; [38.2962963 27.7037037],0
s6,1,0.138001,2.200111,[10  5] ; [30 36],[7.40740741 7.59259259] ; [32.59259259 33.40740741],0
a6,1,0.179219,1.804091,[6 9] ; [39 27],[8.33333333 6.66666667] ; [36.66666667 29.33333333],0
n1,1,0.18262,1.776169,[4 2] ; [ 6 11],[2.60869565 3.39130435] ; [7.39130435 9.60869565],0
v1,1,0.183661,1.767748,[8 7] ; [23 43],[5.74074074 9.25925926] ; [25.25925926 40.74074074],0
p4,1,0.203318,1.618382,[10  5] ; [32 34],[7.77777778 7.22222222] ; [34.22222222 31.77777778],0
p2,1,0.21761,1.520065,[13  2] ; [47 19],[11.11111111  3.88888889] ; [48.88888889 17.11111111],0
p10,1,0.240518,1.377556,[7 8] ; [20 45],[5.0625 9.9375] ; [21.9375 43.0625],0
v2,1,0.286353,1.136689,[8 6] ; [27 38],[6.20253165 7.79746835] ; [28.79746835 36.20253165],0
s3,1,0.287609,1.13078,[10  5] ; [34 32],[8.14814815 6.85185185] ; [35.85185185 30.14814815],0
a4,1,0.333241,0.936262,[ 5 10] ; [14 51],[ 3.5625 11.4375] ; [15.4375 49.5625],0
a3,1,0.362213,0.830205,[9 6] ; [31 35],[7.40740741 7.59259259] ; [32.59259259 33.40740741],0
s7,1,0.388747,0.742857,[6 9] ; [18 45],[ 4.61538462 10.38461538] ; [19.38461538 43.61538462],0
p11,1,0.452459,0.564484,[10  5] ; [37 29],[8.7037037 6.2962963] ; [38.2962963 27.7037037],0
d1,1,0.458651,0.549185,[7 8] ; [24 42],[5.74074074 9.25925926] ; [25.25925926 40.74074074],0
r3,1,0.458873,0.548643,[14  1] ; [57  9],[13.14814815  1.85185185] ; [57.85185185  8.14814815],0
a2,1,0.473765,0.51318,[ 2 13] ; [ 5 61],[ 1.2962963 13.7037037] ; [ 5.7037037 60.2962963],0
d4,1,0.51981,0.41427,[11  4] ; [42 23],[9.9375 5.0625] ; [43.0625 21.9375],0
s2,1,0.604833,0.267769,[7 8] ; [26 40],[6.11111111 8.88888889] ; [26.88888889 39.11111111],0
b1,1,0.604833,0.267769,[8 7] ; [40 26],[8.88888889 6.11111111] ; [39.11111111 26.88888889],0
u1,1,0.619099,0.247136,[ 2 13] ; [ 6 60],[ 1.48148148 13.51851852] ; [ 6.51851852 59.48148148],0
v3,1,0.638432,0.220799,[ 5 10] ; [18 48],[ 4.25925926 10.74074074] ; [18.74074074 47.25925926],0
p6,1,0.652411,0.202874,[6 9] ; [22 43],[5.25 9.75] ; [22.75 42.25],0
n4,1,0.662892,0.190029,[10  5] ; [40 26],[9.25925926 5.74074074] ; [40.74074074 25.25925926],0
p1,1,0.732148,0.117149,[ 1 14] ; [ 3 63],[ 0.74074074 14.25925926] ; [ 3.25925926 62.74074074],0
p5,1,0.742476,0.107962,[ 1 14] ; [ 3 62],[ 0.75 14.25] ; [ 3.25 61.75],0
s8,1,0.745162,0.105641,[ 4 11] ; [15 51],[ 3.51851852 11.48148148] ; [15.48148148 50.51851852],0
d3,1,0.76463,0.089644,[8 7] ; [38 28],[8.51851852 6.48148148] ; [37.48148148 28.51851852],0
n5,1,0.76463,0.089644,[8 7] ; [38 28],[8.51851852 6.48148148] ; [37.48148148 28.51851852],0
a8,1,0.787181,0.072886,[ 2 12] ; [ 7 53],[ 1.7027027 12.2972973] ; [ 7.2972973 52.7027027],0
r1,1,0.818604,0.052597,[10  5] ; [46 20],[10.37037037  4.62962963] ; [45.62962963 20.37037037],0
n3,1,0.818733,0.052521,[5 2] ; [12  6],[4.76 2.24] ; [12.24  5.76],0
u2,1,0.862362,0.030057,[3 2] ; [19 15],[2.82051282 2.17948718] ; [19.17948718 14.82051282],0
p3,1,0.863649,0.029491,[6 9] ; [28 38],[6.2962963 8.7037037] ; [27.7037037 38.2962963],0
s1,1,0.891868,0.01848,[ 1 14] ; [ 5 60],[ 1.125 13.875] ; [ 4.875 60.125],0
r4,1,0.91712,0.010829,[12  3] ; [52 14],[11.85185185  3.14814815] ; [52.14814815 13.85185185],0
b2,1,0.941863,0.005319,[2 8] ; [ 8 30],[2.08333333 7.91666667] ; [ 7.91666667 30.08333333],0
b3,1,0.941863,0.005319,[2 8] ; [ 8 30],[2.08333333 7.91666667] ; [ 7.91666667 30.08333333],0
n6,1,0.969798,0.001433,[10  5] ; [43 22],[9.9375 5.0625] ; [43.0625 21.9375],0
p8,1,0.971357,0.001289,[8 7] ; [35 30],[8.0625 6.9375] ; [34.9375 30.0625],0
r2,1,0.97533,0.000956,[13  2] ; [57  9],[12.96296296  2.03703704] ; [57.03703704  8.96296296],0
a5,1,0.983063,0.000451,[8 7] ; [35 31],[7.96296296 7.03703704] ; [35.03703704 30.96296296],0
