Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,1e-06,23.931731,[42 30] ; [ 3 32],[30.28037383 41.71962617] ; [14.71962617 20.28037383],1
d4,1,0.001246,10.420167,[58 14] ; [17 17],[50.94339623 21.05660377] ; [24.05660377  9.94339623],0
a5,1,0.003802,8.376092,[48 24] ; [13 22],[41.04672897 30.95327103] ; [19.95327103 15.04672897],0
v4,1,0.006189,7.494344,[60 12] ; [20 14],[54.33962264 17.66037736] ; [25.66037736  8.33962264],0
v2,1,0.006716,7.347296,[29 38] ; [ 5 27],[23.01010101 43.98989899] ; [10.98989899 21.01010101],0
d3,1,0.009616,6.704662,[49 22] ; [15 20],[42.86792453 28.13207547] ; [21.13207547 13.86792453],0
a7,1,0.010622,6.52743,[53 19] ; [17 18],[47.10280374 24.89719626] ; [22.89719626 12.10280374],0
n5,1,0.012917,6.180438,[24 48] ; [20 14],[29.88679245 42.11320755] ; [14.11320755 19.88679245],0
p4,1,0.019918,5.419025,[34 38] ; [ 8 26],[28.52830189 43.47169811] ; [13.47169811 20.52830189],0
r2,1,0.020305,5.385461,[62  9] ; [24 11],[57.60377358 13.39622642] ; [28.39622642  6.60377358],0
r3,1,0.024733,5.042514,[61 11] ; [23 12],[56.52336449 15.47663551] ; [27.47663551  7.52336449],0
a3,1,0.027647,4.849924,[46 26] ; [14 20],[40.75471698 31.24528302] ; [19.24528302 14.75471698],0
a6,1,0.030847,4.661465,[54 18] ; [19 16],[49.12149533 22.87850467] ; [23.87850467 11.12149533],0
s7,1,0.036092,4.392742,[19 47] ; [ 3 28],[14.96907216 51.03092784] ; [ 7.03092784 23.96907216],0
s8,1,0.044707,4.029639,[18 54] ; [ 3 32],[14.13084112 57.86915888] ; [ 6.86915888 28.13084112],0
a8,1,0.048096,3.906625,[ 3 67] ; [ 5 27],[ 5.49019608 64.50980392] ; [ 2.50980392 29.49019608],0
r4,1,0.049089,3.872294,[51 21] ; [18 17],[46.42990654 25.57009346] ; [22.57009346 12.42990654],0
r1,1,0.055146,3.677655,[50 21] ; [18 17],[45.54716981 25.45283019] ; [22.45283019 12.54716981],0
d2,1,0.065846,3.383652,[34 38] ; [10 25],[29.60747664 42.39252336] ; [14.39252336 20.60747664],0
u3,1,0.079783,3.069322,[16  9] ; [ 8 13],[13.04347826 11.95652174] ; [10.95652174 10.04347826],0
n1,1,0.104377,2.637363,[ 6 18] ; [8 8],[ 8.4 15.6] ; [ 5.6 10.4],0
p8,1,0.1278,2.319024,[27 43] ; [ 8 26],[23.55769231 46.44230769] ; [11.44230769 22.55769231],0
b4,1,0.171673,1.868269,[43 29] ; [16 19],[39.70093458 32.29906542] ; [19.29906542 15.70093458],0
s5,1,0.184413,1.761695,[10 57] ; [ 2 32],[ 7.96039604 59.03960396] ; [ 4.03960396 29.96039604],0
p10,1,0.18719,1.739598,[39 32] ; [14 20],[35.83809524 35.16190476] ; [17.16190476 16.83809524],0
s3,1,0.191425,1.706618,[31 40] ; [20 15],[34.16037736 36.83962264] ; [16.83962264 18.16037736],0
u2,1,0.237435,1.395759,[18  8] ; [11 10],[16.04255319  9.95744681] ; [12.95744681  8.04255319],0
s6,1,0.247877,1.335229,[31 41] ; [11 24],[28.26168224 43.73831776] ; [13.73831776 21.26168224],0
a2,1,0.257814,1.280455,[12 60] ; [ 3 32],[10.09345794 61.90654206] ; [ 4.90654206 30.09345794],0
p7,1,0.280355,1.165371,[37 34] ; [13 19],[34.46601942 36.53398058] ; [15.53398058 16.46601942],0
p3,1,0.330969,0.945103,[23 49] ; [ 8 27],[20.85981308 51.14018692] ; [10.14018692 24.85981308],0
p1,1,0.380544,0.768944,[ 5 66] ; [ 1 34],[ 4.01886792 66.98113208] ; [ 1.98113208 33.01886792],0
s4,1,0.440931,0.593859,[12 60] ; [ 8 27],[13.45794393 58.54205607] ; [ 6.54205607 28.45794393],0
p2,1,0.537322,0.380526,[43 28] ; [19 16],[41.52830189 29.47169811] ; [20.47169811 14.52830189],0
a4,1,0.538095,0.379082,[27 45] ; [11 24],[25.57009346 46.42990654] ; [12.42990654 22.57009346],0
a1,1,0.55391,0.350358,[ 4 68] ; [ 3 32],[ 4.71028037 67.28971963] ; [ 2.28971963 32.71028037],0
b5,1,0.771505,0.084336,[39 33] ; [20 15],[39.70093458 32.29906542] ; [19.29906542 15.70093458],0
u1,1,0.809216,0.058292,[ 5 67] ; [ 2 33],[ 4.71028037 67.28971963] ; [ 2.28971963 32.71028037],0
s2,1,0.833427,0.044229,[22 50] ; [10 25],[21.53271028 50.46728972] ; [10.46728972 24.53271028],0
p9,1,0.848224,0.036628,[39 32] ; [18 16],[38.54285714 32.45714286] ; [18.45714286 15.54285714],0
p6,1,0.860503,0.030882,[13 57] ; [ 7 28],[13.33333333 56.66666667] ; [ 6.66666667 28.33333333],0
b1,1,0.889717,0.019227,[36 36] ; [17 18],[35.6635514 36.3364486] ; [17.3364486 17.6635514],0
p11,1,0.889717,0.019227,[36 36] ; [17 18],[35.6635514 36.3364486] ; [17.3364486 17.6635514],0
v3,1,0.915939,0.011141,[13 53] ; [ 7 27],[13.2 52.8] ; [ 6.8 27.2],0
b2,1,0.918502,0.010469,[10 32] ; [ 5 15],[10.16129032 31.83870968] ; [ 4.83870968 15.16129032],0
b3,1,0.918502,0.010469,[10 32] ; [ 5 15],[10.16129032 31.83870968] ; [ 4.83870968 15.16129032],0
n2,1,0.950312,0.003883,[16 10] ; [10  6],[16.0952381  9.9047619] ; [9.9047619 6.0952381],0
s1,1,0.986546,0.000284,[ 4 67] ; [ 2 33],[ 4.01886792 66.98113208] ; [ 1.98113208 33.01886792],0
n4,1,0.996926,1.5e-05,[35 37] ; [17 18],[34.99065421 37.00934579] ; [17.00934579 17.99065421],0
n3,1,1.0,0.0,[15 10] ; [9 6],[15. 10.] ; [9. 6.],0
