Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,114.94863,[173  84] ; [ 56 212],[112.10095238 144.89904762] ; [116.89904762 151.10095238],1
s2,1,0.0,95.465071,[191  68] ; [ 82 182],[135.19502868 123.80497132] ; [137.80497132 126.19502868],1
s3,1,0.0,68.159988,[193  63] ; [103 158],[146.56866538 109.43133462] ; [149.43133462 111.56866538],1
s6,1,0.0,62.57239,[221  37] ; [142 122],[179.4137931  78.5862069] ; [183.5862069  80.4137931],1
s5,1,0.0,35.524188,[112 139] ; [ 52 208],[ 80.55577299 170.44422701] ; [ 83.44422701 176.55577299],1
u1,1,4e-06,21.194359,[ 89 171] ; [ 45 223],[ 65.98484848 194.01515152] ; [ 68.01515152 199.98484848],1
p6,1,9e-06,19.80202,[118 139] ; [ 72 193],[ 93.5440613 163.4559387] ; [ 96.4559387 168.5440613],1
a3,1,1e-05,19.520359,[211  47] ; [172  94],[188.57633588  69.42366412] ; [194.42366412  71.57633588],1
p5,1,1.6e-05,18.625389,[ 44 214] ; [ 14 253],[ 28.50285714 229.49714286] ; [ 29.49714286 237.50285714],1
n5,1,6.9e-05,15.831522,[211  47] ; [177  89],[191.03816794  66.96183206] ; [196.96183206  69.03816794],1
d2,1,0.00014,14.504252,[154 104] ; [115 152],[132.19428571 125.80571429] ; [136.80571429 130.19428571],1
p4,1,0.000333,12.872438,[179  79] ; [144 122],[159.03435115  98.96564885] ; [163.96564885 102.03435115],1
n4,1,0.000351,12.775614,[218  42] ; [189  78],[200.79696395  59.20303605] ; [206.20303605  60.79696395],1
n6,1,0.000627,11.694006,[231  26] ; [211  56],[216.78244275  40.21755725] ; [225.21755725  41.78244275],1
a2,1,0.000638,11.662418,[101 159] ; [ 67 201],[ 82.72727273 177.27272727] ; [ 85.27272727 182.72727273],1
p9,1,0.001,10.827488,[232  26] ; [210  54],[218.45977011  39.54022989] ; [223.54022989  40.45977011],0
v3,1,0.001851,9.691489,[115 133] ; [ 84 172],[ 97.92063492 150.07936508] ; [101.07936508 154.92063492],0
p7,1,0.002287,9.303664,[177  72] ; [153 110],[160.48828125  88.51171875] ; [169.51171875  93.48828125],0
p3,1,0.002389,9.224064,[141 117] ; [111 157],[123.60456274 134.39543726] ; [128.39543726 139.60456274],0
p10,1,0.003299,8.634086,[225  34] ; [204  61],[212.04389313  46.95610687] ; [216.95610687  48.04389313],0
a5,1,0.008199,6.989507,[215  45] ; [196  72],[202.38636364  57.61363636] ; [208.61363636  59.38636364],0
d1,1,0.012602,6.224116,[184  76] ; [162 106],[170.37878788  89.62121212] ; [175.62121212  92.37878788],0
v1,1,0.012795,6.19721,[153 103] ; [127 133],[138.91472868 117.08527132] ; [141.08527132 118.91472868],0
p12,1,0.015584,5.84916,[ 30 230] ; [ 15 251],[ 22.24334601 237.75665399] ; [ 22.75665399 243.24334601],0
s1,1,0.022833,5.181196,[ 13 243] ; [  4 259],[  8.38535645 247.61464355] ; [  8.61464355 254.38535645],0
a4,1,0.024254,5.076371,[136 123] ; [114 153],[123.09885932 135.90114068] ; [126.90114068 140.09885932],0
u4,1,0.028966,4.769631,[  9 251] ; [  2 266],[  5.41666667 254.58333333] ; [  5.58333333 262.41666667],0
v2,1,0.029423,4.742717,[168  85] ; [143 108],[156.11706349  96.88293651] ; [154.88293651  96.11706349],0
a8,1,0.036111,4.391851,[ 43 180] ; [ 30 215],[ 34.78418803 188.21581197] ; [ 38.21581197 206.78418803],0
p1,1,0.040502,4.196728,[ 31 228] ; [ 18 248],[ 24.17333333 234.82666667] ; [ 24.82666667 241.17333333],0
v4,1,0.076035,3.147679,[255   4] ; [256  11],[251.61406844   7.38593156] ; [259.38593156   7.61406844],0
d3,1,0.079356,3.078042,[215  43] ; [207  61],[206.98859316  51.01140684] ; [215.01140684  52.98859316],0
u3,1,0.097012,2.753985,[37 12] ; [58 36],[32.55244755 16.44755245] ; [62.44755245 31.55244755],0
p8,1,0.138183,2.198076,[148 108] ; [135 128],[139.59152216 116.40847784] ; [143.40847784 119.59152216],0
s4,1,0.143417,2.140906,[ 47 212] ; [ 35 225],[ 40.92100193 218.07899807] ; [ 41.07899807 218.92100193],0
a1,1,0.150706,2.065089,[ 13 247] ; [  7 261],[  9.84848485 250.15151515] ; [ 10.15151515 257.84848485],0
b2,1,0.173956,1.848517,[ 66 111] ; [42 98],[ 60.30283912 116.69716088] ; [47.69716088 92.30283912],0
b3,1,0.173956,1.848517,[ 66 111] ; [42 98],[ 60.30283912 116.69716088] ; [47.69716088 92.30283912],0
r4,1,0.19399,1.687049,[253   7] ; [255  13],[250.15151515   9.84848485] ; [257.84848485  10.15151515],0
d4,1,0.225321,1.470159,[227  31] ; [226  42],[222.19391635  35.80608365] ; [230.80608365  37.19391635],0
p2,1,0.277894,1.177363,[225  35] ; [222  45],[220.5313093  39.4686907] ; [226.4686907  40.5313093],0
n1,1,0.290208,1.118655,[21 27] ; [21 41],[18.32727273 29.67272727] ; [23.67272727 38.32727273],0
u2,1,0.301964,1.065501,[30 17] ; [52 43],[27.14084507 19.85915493] ; [54.85915493 40.14084507],0
n2,1,0.304325,1.055145,[37 11] ; [43 20],[34.59459459 13.40540541] ; [45.40540541 17.59459459],0
n3,1,0.381857,0.764716,[33 15] ; [48 15],[35.02702703 12.97297297] ; [45.97297297 17.02702703],0
r2,1,0.427232,0.630336,[254   5] ; [258   8],[252.58666667   6.41333333] ; [259.41333333   6.58666667],0
p11,1,0.545018,0.366318,[200  60] ; [212  56],[202.87878788  57.12121212] ; [209.12121212  58.87878788],0
r3,1,0.558469,0.342363,[249   9] ; [261   7],[250.15209125   7.84790875] ; [259.84790875   8.15209125],0
b5,1,0.594479,0.283404,[164  96] ; [175  93],[166.93181818  93.06818182] ; [172.06818182  95.93181818],0
a6,1,0.606121,0.265862,[207  50] ; [211  57],[204.62095238  52.37904762] ; [213.37904762  54.62095238],0
b1,1,0.66065,0.192735,[ 94 166] ; [ 92 176],[ 91.59090909 168.40909091] ; [ 94.40909091 173.59090909],0
d5,1,0.77482,0.08184,[218  40] ; [224  44],[216.79847909  41.20152091] ; [225.20152091  42.79847909],0
b4,1,0.843355,0.039047,[154 106] ; [161 107],[155.11363636 104.88636364] ; [159.88636364 108.11363636],0
