Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d4,1,0.001532,10.039868,[38  6] ; [47 33],[30.16129032 13.83870968] ; [54.83870968 25.16129032],0
v1,1,0.001879,9.663904,[23 22] ; [19 61],[15.12 29.88] ; [26.88 53.12],0
v3,1,0.012877,6.185912,[19 25] ; [17 61],[12.98360656 31.01639344] ; [23.01639344 54.98360656],0
r3,1,0.013358,6.121051,[39  5] ; [55 25],[33.35483871 10.64516129] ; [60.64516129 19.35483871],0
d1,1,0.022479,5.208333,[24 21] ; [26 54],[18. 27.] ; [32. 48.],0
a7,1,0.027598,4.852994,[31 13] ; [40 40],[25.19354839 18.80645161] ; [45.80645161 34.19354839],0
s8,1,0.0496,3.854943,[12 33] ; [10 69],[ 7.98387097 37.01612903] ; [14.01612903 64.98387097],0
d5,1,0.057977,3.594317,[36  9] ; [51 29],[31.32 13.68] ; [55.68 24.32],0
s7,1,0.06508,3.402955,[15 28] ; [14 58],[10.84347826 32.15652174] ; [18.15652174 53.84347826],0
p10,1,0.085184,2.963107,[12 33] ; [11 67],[ 8.41463415 36.58536585] ; [14.58536585 63.41463415],0
d3,1,0.100777,2.693198,[26 19] ; [34 46],[21.6 23.4] ; [38.4 41.6],0
p7,1,0.10539,2.622023,[17 28] ; [19 60],[13.06451613 31.93548387] ; [22.93548387 56.06451613],0
p6,1,0.12996,2.29298,[ 8 36] ; [ 7 72],[ 5.36585366 38.63414634] ; [ 9.63414634 69.36585366],0
n6,1,0.131553,2.274088,[32 13] ; [46 34],[28.08 16.92] ; [49.92 30.08],0
s4,1,0.133326,2.253347,[ 4 41] ; [15 64],[ 6.89516129 38.10483871] ; [12.10483871 66.89516129],0
s5,1,0.18105,1.788983,[11 33] ; [12 67],[ 8.22764228 35.77235772] ; [14.77235772 64.22764228],0
s6,1,0.201127,1.63417,[20 25] ; [26 53],[16.69354839 28.30645161] ; [29.30645161 49.69354839],0
v4,1,0.208005,1.585255,[37  8] ; [57 22],[34.11290323 10.88709677] ; [59.88709677 19.11290323],0
b5,1,0.215964,1.530987,[26 19] ; [37 43],[22.68 22.32] ; [40.32 39.68],0
a3,1,0.231134,1.433869,[30 15] ; [44 35],[26.85483871 18.14516129] ; [47.14516129 31.85483871],0
u2,1,0.26478,1.243593,[7 6] ; [13 23],[5.30612245 7.69387755] ; [14.69387755 21.30612245],0
p4,1,0.265214,1.241334,[15 30] ; [19 60],[12.33870968 32.66129032] ; [21.66129032 57.33870968],0
s2,1,0.273702,1.198101,[14 30] ; [18 61],[11.44715447 32.55284553] ; [20.55284553 58.44715447],0
p3,1,0.302052,1.065113,[13 31] ; [17 63],[10.64516129 33.35483871] ; [19.35483871 60.64516129],0
a6,1,0.34578,0.888884,[27 18] ; [41 39],[24.48 20.52] ; [43.52 36.48],0
b2,1,0.409474,0.680328,[11 16] ; [18 39],[ 9.32142857 17.67857143] ; [19.67857143 37.32142857],0
b3,1,0.409474,0.680328,[11 16] ; [18 39],[ 9.32142857 17.67857143] ; [19.67857143 37.32142857],0
b1,1,0.482394,0.493447,[26 19] ; [41 39],[24.12 20.88] ; [42.88 37.12],0
p11,1,0.49053,0.475364,[22 23] ; [34 46],[20.16 24.84] ; [35.84 44.16],0
n3,1,0.546136,0.364286,[11  6] ; [19 15],[10.  7.] ; [20. 14.],0
n2,1,0.568991,0.324373,[10  6] ; [20 17],[9.05660377 6.94339623] ; [20.94339623 16.05660377],0
p2,1,0.579776,0.306597,[22 23] ; [35 45],[20.52 24.48] ; [36.48 43.52],0
a2,1,0.597184,0.279264,[ 9 36] ; [13 67],[ 7.92 37.08] ; [14.08 65.92],0
r2,1,0.630521,0.231355,[38  7] ; [64 15],[37.01612903  7.98387097] ; [64.98387097 14.01612903],0
n1,1,0.640131,0.218571,[ 4 11] ; [12 24],[ 4.70588235 10.29411765] ; [11.29411765 24.70588235],0
p1,1,0.666139,0.186151,[ 3 42] ; [ 7 72],[ 3.62903226 41.37096774] ; [ 6.37096774 72.62903226],0
a1,1,0.680257,0.169837,[ 3 42] ; [ 7 73],[ 3.6 41.4] ; [ 6.4 73.6],0
a4,1,0.697879,0.150688,[18 27] ; [34 44],[19.02439024 25.97560976] ; [32.97560976 45.02439024],0
r1,1,0.69942,0.149076,[30 15] ; [56 24],[30.96 14.04] ; [55.04 24.96],0
a5,1,0.742299,0.108116,[25 20] ; [42 38],[24.12 20.88] ; [42.88 37.12],0
n5,1,0.752947,0.099072,[24 21] ; [45 35],[24.84 20.16] ; [44.16 35.84],0
n4,1,0.762923,0.09099,[31 14] ; [53 27],[30.24 14.76] ; [53.76 26.24],0
d2,1,0.778053,0.079444,[20 24] ; [38 41],[20.74796748 23.25203252] ; [37.25203252 41.74796748],0
s3,1,0.832287,0.044846,[17 27] ; [29 50],[16.45528455 27.54471545] ; [29.54471545 49.45528455],0
u1,1,0.84513,0.038156,[ 5 40] ; [ 8 72],[ 4.68 40.32] ; [ 8.32 71.68],0
s1,1,0.852797,0.034429,[ 4 40] ; [ 8 71],[ 4.29268293 39.70731707] ; [ 7.70731707 71.29268293],0
b4,1,0.890708,0.018881,[27 18] ; [49 31],[27.36 17.64] ; [48.64 31.36],0
r4,1,0.950224,0.003897,[29 16] ; [52 28],[29.16 15.84] ; [51.84 28.16],0
a8,1,0.970282,0.001388,[ 3 37] ; [ 6 72],[ 3.05084746 36.94915254] ; [ 5.94915254 72.05084746],0
u3,1,0.971109,0.001312,[7 8] ; [17 19],[7.05882353 7.94117647] ; [16.94117647 19.05882353],0
