Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,142.676078,[247 155] ; [ 49 250],[169.74607703 232.25392297] ; [126.25392297 172.74607703],1
s3,1,0.0,118.492311,[266 131] ; [ 75 222],[195.06772334 201.93227666] ; [145.93227666 151.06772334],1
s8,1,0.0,107.029329,[219 183] ; [ 49 253],[153.03409091 248.96590909] ; [114.96590909 187.03409091],1
s7,1,0.0,90.56632,[217 172] ; [ 54 227],[157.34179104 231.65820896] ; [113.65820896 167.34179104],1
s5,1,0.0,60.794968,[138 256] ; [ 28 269],[ 94.6512301 299.3487699] ; [ 71.3487699 225.6512301],1
p9,1,0.0,36.186838,[346  53] ; [200  95],[313.91066282  85.08933718] ; [232.08933718  62.91066282],1
p10,1,0.0,32.328786,[330  69] ; [190 108],[297.67575323 101.32424677] ; [222.32424677  75.67575323],1
r4,1,0.0,32.225415,[370  34] ; [230  72],[343.3427762  60.6572238] ; [256.6572238  45.3427762],1
p4,1,0.0,29.630726,[246 157] ; [120 178],[210.41084165 192.58915835] ; [155.58915835 142.41084165],1
v1,1,0.0,27.449422,[231 159] ; [116 181],[196.98689956 193.01310044] ; [150.01310044 146.98689956],1
r3,1,1e-06,24.12202,[390  13] ; [260  39],[373.14814815  29.85185185] ; [276.85185185  22.14814815],1
v4,1,6e-06,20.381553,[385  16] ; [260  40],[368.9657632  32.0342368] ; [276.0342368  23.9657632],1
p2,1,6e-06,20.335896,[342  60] ; [214  87],[317.94025605  84.05974395] ; [238.05974395  62.94025605],1
r1,1,8e-06,19.841808,[335  66] ; [208  92],[310.61768902  90.38231098] ; [232.38231098  67.61768902],1
n6,1,7.7e-05,15.639008,[338  63] ; [216  84],[316.91012839  84.08987161] ; [237.08987161  62.91012839],1
r2,1,0.000119,14.801459,[380  17] ; [261  36],[366.6815562  30.3184438] ; [274.3184438  22.6815562],1
d5,1,0.00017,14.140794,[335  67] ; [216  86],[314.63352273  87.36647727] ; [236.36647727  65.63352273],1
d4,1,0.000358,12.740533,[340  62] ; [221  79],[321.25641026  80.74358974] ; [239.74358974  60.25641026],1
p12,1,0.000381,12.622441,[ 33 369] ; [  6 294],[ 22.33333333 379.66666667] ; [ 16.66666667 283.33333333],1
n5,1,0.000384,12.606678,[306  94] ; [192 107],[284.97854077 115.02145923] ; [213.02145923  85.97854077],1
v2,1,0.000402,12.52457,[239 148] ; [139 150],[216.39940828 170.60059172] ; [161.60059172 127.39940828],1
a5,1,0.000451,12.30908,[306  98] ; [192 110],[284.97450425 119.02549575] ; [213.02549575  88.97450425],1
p3,1,0.000866,11.095182,[194 210] ; [106 193],[172.40398293 231.59601707] ; [127.59601707 171.40398293],1
p7,1,0.000906,11.010938,[248 144] ; [151 147],[226.67826087 165.32173913] ; [172.32173913 125.67826087],1
u1,1,0.001118,10.621361,[ 81 323] ; [ 33 269],[ 65.23512748 338.76487252] ; [ 48.76487252 253.23512748],0
p6,1,0.001276,10.377534,[137 262] ; [ 68 227],[117.86023055 281.13976945] ; [ 87.13976945 207.86023055],0
u3,1,0.002209,9.367183,[73 44] ; [43 60],[61.69090909 55.30909091] ; [54.30909091 48.69090909],0
u2,1,0.003741,8.405585,[75 41] ; [46 56],[64.3853211 51.6146789] ; [56.6146789 45.3853211],0
a2,1,0.00453,8.058077,[109 295] ; [ 54 248],[ 93.27478754 310.72521246] ; [ 69.72521246 232.27478754],0
d3,1,0.00466,8.007067,[281 122] ; [179 122],[263.32386364 139.67613636] ; [196.67613636 104.32386364],0
n4,1,0.005918,7.575093,[317  85] ; [210  91],[301.35704125 100.64295875] ; [225.64295875  75.35704125],0
v3,1,0.012079,6.299241,[160 229] ; [ 92 198],[144.37113402 244.62886598] ; [107.62886598 182.37113402],0
d1,1,0.016367,5.763056,[240 164] ; [152 150],[224.31728045 179.68271955] ; [167.68271955 134.31728045],0
a7,1,0.018238,5.573167,[299 104] ; [198 102],[284.90896159 118.09103841] ; [212.09103841  87.90896159],0
