Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,70.145065,[ 61 114] ; [123  29],[98.47094801 76.52905199] ; [85.52905199 66.47094801],1
p4,1,0.0,43.0435,[ 64 112] ; [111  42],[93.61702128 82.38297872] ; [81.38297872 71.61702128],1
p6,1,0.0,34.01883,[ 25 148] ; [67 87],[ 48.67278287 124.32721713] ; [ 43.32721713 110.67278287],1
p2,1,1e-06,24.325934,[117  58] ; [138  16],[135.63829787  39.36170213] ; [119.36170213  34.63829787],1
p10,1,2e-06,22.579926,[113  61] ; [134  19],[131.43119266  42.56880734] ; [115.56880734  37.43119266],1
p3,1,2e-06,22.495007,[ 56 120] ; [89 65],[77.33333333 98.66666667] ; [67.66666667 86.33333333],1
p9,1,4e-06,21.520682,[117  57] ; [135  17],[134.50306748  39.49693252] ; [117.49693252  34.50306748],1
v4,1,3.5e-05,17.136568,[146  31] ; [148   5],[157.69090909  19.30909091] ; [136.30909091  16.69090909],1
p11,1,0.000165,14.192985,[125  52] ; [135  19],[139.03323263  37.96676737] ; [120.96676737  33.03323263],1
n6,1,0.000284,13.170167,[134  43] ; [139  14],[146.42727273  30.57272727] ; [126.57272727  26.42727273],1
r4,1,0.000807,11.225299,[140  37] ; [142  12],[150.79758308  26.20241692] ; [131.20241692  22.79758308],1
v1,1,0.001726,9.820651,[72 99] ; [90 61],[86.0310559 84.9689441] ; [75.9689441 75.0310559],0
r1,1,0.007701,7.101792,[121  55] ; [124  28],[131.46341463  44.53658537] ; [113.53658537  38.46341463],0
r3,1,0.00863,6.89789,[149  26] ; [144   9],[156.32621951  18.67378049] ; [136.67378049  16.32621951],0
d1,1,0.009066,6.809868,[85 92] ; [96 58],[96.78851964 80.21148036] ; [84.21148036 69.78851964],0
a5,1,0.022252,5.226007,[114  63] ; [117  37],[123.52567976  53.47432024] ; [107.47432024  46.52567976],0
n5,1,0.038329,4.290355,[139  37] ; [134  19],[146.04255319  29.95744681] ; [126.95744681  26.04255319],0
s5,1,0.043194,4.087788,[ 29 140] ; [ 39 108],[ 36.36708861 132.63291139] ; [ 31.63291139 115.36708861],0
v2,1,0.047195,3.938421,[73 91] ; [82 65],[81.73633441 82.26366559] ; [73.26366559 73.73633441],0
r2,1,0.053039,3.742701,[155  20] ; [141   8],[159.87654321  15.12345679] ; [136.12345679  12.87654321],0
v3,1,0.062277,3.475672,[ 48 121] ; [57 92],[ 55.80188679 113.19811321] ; [49.19811321 99.80188679],0
p5,1,0.070763,3.265222,[  9 167] ; [ 16 138],[ 13.33333333 162.66666667] ; [ 11.66666667 142.33333333],0
s8,1,0.082675,3.011522,[ 30 147] ; [ 38 116],[ 36.36253776 140.63746224] ; [ 31.63746224 122.36253776],0
d2,1,0.117392,2.451773,[76 97] ; [81 73],[83.06116208 89.93883792] ; [73.93883792 80.06116208],0
s1,1,0.135157,2.232245,[  1 171] ; [  4 148],[  2.65432099 169.34567901] ; [  2.34567901 149.65432099],0
d4,1,0.143227,2.142942,[131  45] ; [125  29],[136.53333333  39.46666667] ; [119.46666667  34.53333333],0
a7,1,0.154298,2.029239,[121  55] ; [116  37],[126.78419453  49.21580547] ; [110.21580547  42.78419453],0
b3,1,0.197425,1.661325,[42 60] ; [30 63],[37.66153846 64.33846154] ; [34.33846154 58.66153846],0
b2,1,0.197425,1.661325,[42 60] ; [30 63],[37.66153846 64.33846154] ; [34.33846154 58.66153846],0
p12,1,0.207041,1.591998,[  8 169] ; [ 12 141],[ 10.72727273 166.27272727] ; [  9.27272727 143.72727273],0
d5,1,0.217696,1.519494,[135  42] ; [126  28],[139.56797583  37.43202417] ; [121.43202417  32.56797583],0
d3,1,0.233312,1.420554,[106  71] ; [102  52],[111.2265861  65.7734139] ; [96.7734139 57.2265861],0
p1,1,0.237935,1.392785,[ 14 163] ; [ 18 135],[ 17.16363636 159.83636364] ; [ 14.83636364 138.16363636],0
b4,1,0.27098,1.21178,[115  62] ; [91 63],[110.1570997  66.8429003] ; [95.8429003 58.1570997],0
s6,1,0.295542,1.094203,[83 94] ; [77 69],[87.67801858 89.32198142] ; [72.32198142 73.67801858],0
u1,1,0.326435,0.962987,[ 20 157] ; [ 23 131],[ 22.9939577 154.0060423] ; [ 20.0060423 133.9939577],0
a1,1,0.340477,0.908635,[ 11 166] ; [  6 148],[  9.09063444 167.90936556] ; [  7.90936556 146.09063444],0
n3,1,0.353704,0.860124,[33 14] ; [17  4],[34.55882353 12.44117647] ; [15.44117647  5.55882353],0
u2,1,0.419442,0.651878,[33 30] ; [28 34],[30.744 32.256] ; [30.256 31.744],0
a2,1,0.43188,0.617762,[ 34 143] ; [ 35 119],[ 36.89728097 140.10271903] ; [ 32.10271903 121.89728097],0
a3,1,0.51348,0.426968,[112  64] ; [92 61],[109.13069909  66.86930091] ; [94.86930091 58.13069909],0
s3,1,0.528857,0.396588,[ 67 106] ; [53 97],[ 64.27244582 108.72755418] ; [55.72755418 94.27244582],0
u3,1,0.741951,0.108419,[29 36] ; [29 32],[29.92063492 35.07936508] ; [28.07936508 32.92063492],0
b5,1,0.750334,0.101251,[105  72] ; [94 60],[106.41389728  70.58610272] ; [92.58610272 61.41389728],0
b1,1,0.778047,0.079448,[ 72 105] ; [65 89],[ 73.25981873 103.74018127] ; [63.74018127 90.25981873],0
a6,1,0.8264,0.048102,[121  56] ; [107  47],[121.92145015  55.07854985] ; [106.07854985  47.92145015],0
a8,1,0.842964,0.039245,[ 22 141] ; [ 20 120],[ 22.59405941 140.40594059] ; [ 19.40594059 120.59405941],0
n2,1,0.870649,0.026515,[34 14] ; [16  6],[34.28571429 13.71428571] ; [15.71428571  6.28571429],0
u4,1,0.883343,0.021531,[  2 175] ; [  2 151],[  2.14545455 174.85454545] ; [  1.85454545 151.14545455],0
n1,1,0.962035,0.002266,[20 26] ; [ 9 12],[19.91044776 26.08955224] ; [ 9.08955224 11.91044776],0
s4,1,0.980955,0.00057,[ 20 154] ; [ 17 132],[ 19.93188854 154.06811146] ; [ 17.06811146 131.93188854],0
a4,1,0.981582,0.000533,[78 97] ; [68 85],[77.89634146 97.10365854] ; [68.10365854 84.89634146],0
s2,1,0.991335,0.000118,[ 46 128] ; [ 40 111],[ 46.04307692 127.95692308] ; [ 39.95692308 111.04307692],0
