Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,2e-06,22.382659,[54 29] ; [15 45],[40.04895105 42.95104895] ; [28.95104895 31.04895105],1
s2,1,8e-06,19.945006,[53 30] ; [16 45],[39.77083333 43.22916667] ; [29.22916667 31.77083333],1
s8,1,2.4e-05,17.834427,[42 41] ; [10 51],[29.97222222 53.02777778] ; [22.02777778 38.97222222],1
s5,1,0.000439,12.356375,[31 49] ; [ 7 52],[21.8705036 58.1294964] ; [16.1294964 42.8705036],1
r4,1,0.001002,10.82408,[64 19] ; [31 30],[54.75694444 28.24305556] ; [40.24305556 20.75694444],0
s7,1,0.001715,9.831754,[40 39] ; [14 44],[31.13868613 47.86131387] ; [22.86131387 35.13868613],0
d3,1,0.007325,7.191487,[54 29] ; [25 34],[46.17605634 36.82394366] ; [32.82394366 26.17605634],0
v3,1,0.009014,6.819964,[29 51] ; [10 51],[22.12765957 57.87234043] ; [16.87234043 44.12765957],0
p7,1,0.012134,6.291245,[51 30] ; [25 35],[43.65957447 37.34042553] ; [32.34042553 27.65957447],0
b2,1,0.012511,6.23694,[15 37] ; [18 14],[20.42857143 31.57142857] ; [12.57142857 19.42857143],0
b3,1,0.012511,6.23694,[15 37] ; [18 14],[20.42857143 31.57142857] ; [12.57142857 19.42857143],0
p2,1,0.013717,6.074193,[71 12] ; [41 19],[65.00699301 17.99300699] ; [46.99300699 13.00699301],0
d4,1,0.013938,6.045942,[67 16] ; [38 23],[60.52083333 22.47916667] ; [44.47916667 16.52083333],0
n3,1,0.018628,5.536143,[14 12] ; [15  2],[17.53488372  8.46511628] ; [11.46511628  5.53488372],0
r3,1,0.021202,5.310115,[78  5] ; [49 11],[73.71328671  9.28671329] ; [53.28671329  6.71328671],0
v4,1,0.027602,4.852737,[76  6] ; [49 12],[71.67832168 10.32167832] ; [53.32167832  7.67832168],0
p4,1,0.032218,4.586878,[49 34] ; [25 36],[42.65277778 40.34722222] ; [31.34722222 29.65277778],0
v1,1,0.034709,4.459429,[42 39] ; [20 39],[35.87142857 45.12857143] ; [26.12857143 32.87142857],0
v2,1,0.037386,4.332738,[37 42] ; [18 43],[31.03571429 47.96428571] ; [23.96428571 37.03571429],0
p1,1,0.047105,3.941637,[ 6 77] ; [11 50],[ 9.79861111 73.20138889] ; [ 7.20138889 53.79861111],0
p11,1,0.0496,3.854917,[73 10] ; [46 15],[68.59027778 14.40972222] ; [50.40972222 10.59027778],0
d1,1,0.053172,3.738495,[42 41] ; [21 40],[36.3125 46.6875] ; [26.6875 34.3125],0
n6,1,0.077789,3.110506,[71 12] ; [45 16],[66.86111111 16.13888889] ; [49.13888889 11.86111111],0
p6,1,0.079382,3.077513,[32 50] ; [15 45],[27.14084507 54.85915493] ; [19.85915493 40.14084507],0
p3,1,0.082797,3.009125,[42 41] ; [22 39],[36.88888889 46.11111111] ; [27.11111111 33.88888889],0
p8,1,0.093936,2.805587,[42 39] ; [23 38],[37.07746479 43.92253521] ; [27.92253521 33.07746479],0
a5,1,0.116915,2.45817,[53 30] ; [31 30],[48.41666667 34.58333333] ; [35.58333333 25.41666667],0
p9,1,0.120735,2.407762,[80  3] ; [54  6],[77.77622378  5.22377622] ; [56.22377622  3.77622378],0
b1,1,0.138909,2.190006,[28 55] ; [28 33],[32.27777778 50.72222222] ; [23.72222222 37.27777778],0
n4,1,0.14125,2.164291,[60 23] ; [37 24],[55.90972222 27.09027778] ; [41.09027778 19.90972222],0
b4,1,0.150729,2.064863,[56 27] ; [34 27],[51.875 31.125] ; [38.125 22.875],0
a6,1,0.155692,2.015581,[52 31] ; [31 30],[47.84027778 35.15972222] ; [35.15972222 25.84027778],0
u2,1,0.164071,1.936303,[20 12] ; [11 14],[17.40350877 14.59649123] ; [13.59649123 11.40350877],0
s4,1,0.167184,1.908012,[20 63] ; [ 9 52],[16.71527778 66.28472222] ; [12.28472222 48.71527778],0
p5,1,0.172183,1.863835,[13 69] ; [ 5 56],[10.32167832 71.67832168] ; [ 7.67832168 53.32167832],0
a1,1,0.206666,1.594628,[ 7 76] ; [ 2 59],[ 5.1875 77.8125] ; [ 3.8125 57.1875],0
u1,1,0.235551,1.407024,[ 3 80] ; [ 5 56],[ 4.61111111 78.38888889] ; [ 3.38888889 57.61111111],0
n5,1,0.266684,1.233723,[64 19] ; [42 19],[61.09722222 21.90277778] ; [44.90277778 16.09722222],0
d5,1,0.294572,1.098608,[62 21] ; [40 20],[59.2027972 23.7972028] ; [42.7972028 17.2027972],0
a7,1,0.357429,0.846905,[56 27] ; [36 24],[53.3986014 29.6013986] ; [38.6013986 21.3986014],0
d2,1,0.396141,0.720007,[32 51] ; [19 41],[29.6013986 53.3986014] ; [21.3986014 38.6013986],0
s1,1,0.416542,0.660051,[ 2 81] ; [ 3 58],[ 2.88194444 80.11805556] ; [ 2.11805556 58.88194444],0
