Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,96.159663,[291  25] ; [10 23],[272.53868195  43.46131805] ; [28.46131805  4.53868195],1
v4,1,0.0,55.069095,[308   8] ; [22 11],[298.7965616  17.2034384] ; [31.2034384  1.7965616],1
r1,1,0.0,35.8009,[247  68] ; [10 23],[232.62931034  82.37068966] ; [24.37068966  8.62931034],1
r3,1,2e-06,23.076582,[299  16] ; [23  9],[292.3054755  22.6945245] ; [29.6945245  2.3054755],1
d5,1,0.002177,9.394354,[254  61] ; [19 14],[247.11206897  67.88793103] ; [25.88793103  7.11206897],0
p5,1,0.005862,7.592126,[ 28 287] ; [ 8 25],[ 32.5862069 282.4137931] ; [ 3.4137931 29.5862069],0
p7,1,0.007818,7.074688,[189 124] ; [12 21],[181.82947977 131.17052023] ; [19.17052023 13.82947977],0
a2,1,0.011163,6.439192,[ 68 248] ; [ 1 32],[ 62.4756447 253.5243553] ; [ 6.5243553 26.4756447],0
d1,1,0.011645,6.364158,[178 138] ; [11 22],[171.12893983 144.87106017] ; [17.87106017 15.12893983],0
a7,1,0.012945,6.176563,[227  87] ; [17 16],[220.79538905  93.20461095] ; [23.20461095  9.79538905],0
n4,1,0.016733,5.724117,[242  74] ; [19 14],[236.32091691  79.67908309] ; [24.67908309  8.32091691],0
u3,1,0.020595,5.360704,[57 49] ; [ 4 13],[52.56910569 53.43089431] ; [8.43089431 8.56910569],0
a5,1,0.022109,5.237203,[232  84] ; [18 15],[226.36103152  89.63896848] ; [23.63896848  9.36103152],0
v3,1,0.024342,5.07009,[117 191] ; [ 6 27],[111.09677419 196.90322581] ; [11.90322581 21.09677419],0
b1,1,0.032618,4.565703,[104 212] ; [17 16],[109.55873926 206.44126074] ; [11.44126074 21.55873926],0
p10,1,0.035685,4.412087,[249  64] ; [21 12],[244.24855491  68.75144509] ; [25.75144509  7.24855491],0
a3,1,0.037288,4.337206,[210 105] ; [16 17],[204.56896552 110.43103448] ; [21.43103448 11.56896552],0
