Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,51.824841,[134  23] ; [31 47],[110.23404255  46.76595745] ; [54.76595745 23.23404255],1
p10,1,1.7e-05,18.455495,[129  26] ; [44 33],[115.58189655  39.41810345] ; [57.41810345 19.58189655],1
s7,1,0.002081,9.477066,[78 70] ; [24 53],[67.09333333 80.90666667] ; [34.90666667 42.09333333],0
s6,1,0.002554,9.101613,[109  46] ; [38 38],[98.63636364 56.36363636] ; [48.36363636 27.63636364],0
p7,1,0.003131,8.729804,[87 62] ; [29 48],[76.47787611 72.52212389] ; [39.52212389 37.47787611],0
s2,1,0.004758,7.969221,[88 67] ; [29 49],[77.83261803 77.16738197] ; [39.16738197 38.83261803],0
p6,1,0.005107,7.841247,[ 48 105] ; [11 66],[ 39.24782609 113.75217391] ; [19.75217391 57.24782609],0
s8,1,0.006062,7.53192,[71 85] ; [21 57],[61.33333333 94.66666667] ; [30.66666667 47.33333333],0
p4,1,0.008993,6.824133,[72 83] ; [22 55],[62.80172414 92.19827586] ; [31.19827586 45.80172414],0
p9,1,0.010115,6.614555,[129  24] ; [53 23],[121.59825328  31.40174672] ; [60.40174672 15.59825328],0
p11,1,0.012785,6.19858,[126  31] ; [51 27],[118.25106383  38.74893617] ; [58.74893617 19.25106383],0
s3,1,0.013143,6.14972,[89 64] ; [31 45],[80.17467249 72.82532751] ; [39.82532751 36.17467249],0
n6,1,0.013776,6.066667,[133  23] ; [56 22],[126.  30.] ; [63. 15.],0
v1,1,0.018036,5.592622,[95 57] ; [35 41],[86.66666667 65.33333333] ; [43.33333333 32.66666667],0
v3,1,0.026459,4.925738,[84 69] ; [29 45],[76.16299559 76.83700441] ; [36.83700441 37.16299559],0
a2,1,0.036626,4.367731,[ 36 121] ; [ 9 69],[ 30.06382979 126.93617021] ; [14.93617021 63.06382979],0
p2,1,0.045401,4.003665,[127  30] ; [54 24],[120.92340426  36.07659574] ; [60.07659574 17.92340426],0
s4,1,0.072673,3.221586,[ 20 137] ; [17 61],[ 24.71914894 132.28085106] ; [12.28085106 65.71914894],0
a5,1,0.084107,2.9837,[114  43] ; [48 30],[108.22978723  48.77021277] ; [53.77021277 24.22978723],0
u2,1,0.092181,2.835864,[28 18] ; [10 15],[24.61971831 21.38028169] ; [13.38028169 11.61971831],0
p8,1,0.093051,2.82078,[63 88] ; [23 53],[57.20704846 93.79295154] ; [28.79295154 47.20704846],0
a8,1,0.111235,2.536581,[ 23 115] ; [ 6 64],[ 19.24038462 118.75961538] ; [ 9.75961538 60.24038462],0
v4,1,0.111433,2.53378,[147   9] ; [68  9],[143.94849785  12.05150215] ; [71.05150215  5.94849785],0
u3,1,0.113203,2.508926,[28 19] ; [10 15],[24.80555556 22.19444444] ; [13.19444444 11.80555556],0
a4,1,0.170471,1.878798,[69 88] ; [27 51],[64.13617021 92.86382979] ; [31.86382979 46.13617021],0
n2,1,0.175543,1.834956,[29  8] ; [17 10],[26.59375 10.40625] ; [19.40625  7.59375],0
r4,1,0.188073,1.732646,[137  20] ; [63 15],[133.61702128  23.38297872] ; [66.38297872 11.61702128],0
r1,1,0.280737,1.163516,[130  27] ; [60 18],[126.93617021  30.06382979] ; [63.06382979 14.93617021],0
u1,1,0.30855,1.036874,[ 26 131] ; [ 9 69],[ 23.38297872 133.61702128] ; [11.61702128 66.38297872],0
b2,1,0.309396,1.033253,[31 64] ; [ 9 29],[28.57142857 66.42857143] ; [11.42857143 26.57142857],0
b3,1,0.309396,1.033253,[31 64] ; [ 9 29],[28.57142857 66.42857143] ; [11.42857143 26.57142857],0
p5,1,0.36529,0.819624,[  8 149] ; [ 2 76],[  6.68085106 150.31914894] ; [ 3.31914894 74.68085106],0
r3,1,0.465587,0.532431,[148   7] ; [76  2],[149.01287554   5.98712446] ; [74.98712446  3.01287554],0
d3,1,0.485274,0.486989,[112  45] ; [59 19],[114.24255319  42.75744681] ; [56.75744681 21.24255319],0
r2,1,0.506512,0.441265,[139  14] ; [71  5],[140.30567686  12.69432314] ; [69.69432314  6.30567686],0
a1,1,0.522161,0.409622,[  7 150] ; [ 5 73],[  8.01702128 148.98297872] ; [ 3.98297872 74.01702128],0
b5,1,0.544303,0.367623,[99 58] ; [46 32],[96.87234043 60.12765957] ; [48.12765957 29.87234043],0
d2,1,0.548644,0.359752,[74 81] ; [34 44],[71.84549356 83.15450644] ; [36.15450644 41.84549356],0
a7,1,0.60047,0.274287,[113  43] ; [59 19],[114.66666667  41.33333333] ; [57.33333333 20.66666667],0
d4,1,0.604156,0.268772,[134  22] ; [65 13],[132.66666667  23.33333333] ; [66.33333333 11.66666667],0
p1,1,0.616646,0.25061,[  6 151] ; [ 2 76],[  5.34468085 151.65531915] ; [ 2.65531915 75.34468085],0
s5,1,0.617968,0.248734,[ 43 108] ; [19 56],[ 41.42477876 109.57522124] ; [20.57522124 54.42477876],0
d5,1,0.637958,0.221422,[129  28] ; [66 12],[130.27659574  26.72340426] ; [64.72340426 13.27659574],0
p12,1,0.683776,0.165907,[  8 149] ; [ 3 74],[  7.38034188 149.61965812] ; [ 3.61965812 73.38034188],0
s1,1,0.69966,0.148826,[  3 148] ; [ 1 77],[  2.63755459 148.36244541] ; [ 1.36244541 76.63755459],0
b1,1,0.70855,0.139729,[ 48 109] ; [22 56],[ 46.76595745 110.23404255] ; [23.23404255 54.76595745],0
u4,1,0.725658,0.123135,[  3 154] ; [ 1 77],[  2.67234043 154.32765957] ; [ 1.32765957 76.67234043],0
a3,1,0.740501,0.109686,[110  47] ; [53 25],[108.89787234  48.10212766] ; [54.10212766 23.89787234],0
d1,1,0.748475,0.102817,[96 61] ; [46 32],[94.86808511 62.13191489] ; [47.13191489 30.86808511],0
b4,1,0.748475,0.102817,[96 61] ; [46 32],[94.86808511 62.13191489] ; [47.13191489 30.86808511],0
n3,1,0.768587,0.086567,[28 10] ; [19  8],[27.47692308 10.52307692] ; [19.52307692  7.47692308],0
