Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.005214,7.803825,[25 18] ; [21  2],[29.96969697 13.03030303] ; [16.03030303  6.96969697],0
v3,1,0.008965,6.829823,[ 5 36] ; [ 9 13],[ 9.11111111 31.88888889] ; [ 4.88888889 17.11111111],0
s6,1,0.009413,6.742684,[ 9 34] ; [12 11],[13.68181818 29.31818182] ; [ 7.31818182 15.68181818],0
s2,1,0.03062,4.674166,[ 8 35] ; [10 13],[11.72727273 31.27272727] ; [ 6.27272727 16.72727273],0
s8,1,0.031112,4.646799,[ 3 40] ; [ 6 17],[ 5.86363636 37.13636364] ; [ 3.13636364 19.86363636],0
p8,1,0.035315,4.429859,[ 8 34] ; [10 13],[11.63076923 30.36923077] ; [ 6.36923077 16.63076923],0
d3,1,0.049012,3.874943,[19 24] ; [16  7],[22.8030303 20.1969697] ; [12.1969697 10.8030303],0
s4,1,0.049532,3.85723,[10 33] ; [ 1 22],[ 7.16666667 35.83333333] ; [ 3.83333333 19.16666667],0
d4,1,0.065716,3.386913,[26 17] ; [19  4],[29.31818182 13.68181818] ; [15.68181818  7.31818182],0
r4,1,0.073094,3.212133,[20 23] ; [16  7],[23.45454545 19.54545455] ; [12.54545455 10.45454545],0
d1,1,0.079956,3.065796,[13 30] ; [12 11],[16.28787879 26.71212121] ; [ 8.71212121 14.28787879],0
v1,1,0.088498,2.901482,[10 33] ; [10 13],[13.03030303 29.96969697] ; [ 6.96969697 16.03030303],0
p3,1,0.088514,2.901185,[ 9 34] ; [ 9 13],[11.90769231 31.09230769] ; [ 6.09230769 15.90769231],0
p6,1,0.091612,2.845814,[ 5 38] ; [ 6 15],[ 7.390625 35.609375] ; [ 3.609375 17.390625],0
d5,1,0.095057,2.786583,[27 16] ; [19  4],[29.96969697 13.03030303] ; [16.03030303  6.96969697],0
a5,1,0.105639,2.618286,[23 20] ; [17  6],[26.06060606 16.93939394] ; [13.93939394  9.06060606],0
v4,1,0.126882,2.330249,[25 17] ; [18  5],[27.78461538 14.21538462] ; [15.21538462  7.78461538],0
s7,1,0.14553,2.118485,[ 5 33] ; [ 6 15],[ 7.08474576 30.91525424] ; [ 3.91525424 17.08474576],0
a4,1,0.148648,2.086075,[19 24] ; [ 6 17],[16.28787879 26.71212121] ; [ 8.71212121 14.28787879],0
n2,1,0.238185,1.391304,[10 13] ; [6 3],[11.5 11.5] ; [4.5 4.5],0
a3,1,0.244063,1.35697,[23 19] ; [16  7],[25.2 16.8] ; [13.8  9.2],0
p4,1,0.253762,1.302475,[11 32] ; [ 9 14],[13.03030303 29.96969697] ; [ 6.96969697 16.03030303],0
r1,1,0.274607,1.193589,[26 17] ; [17  6],[28.01515152 14.98484848] ; [14.98484848  8.01515152],0
p7,1,0.305204,1.051318,[15 28] ; [11 12],[16.93939394 26.06060606] ; [ 9.06060606 13.93939394],0
n3,1,0.337904,0.918367,[10 11] ; [6 3],[11.2  9.8] ; [4.8 4.2],0
s1,1,0.350595,0.871302,[ 5 38] ; [ 1 21],[ 3.96923077 39.03076923] ; [ 2.03076923 19.96923077],0
b4,1,0.358267,0.84396,[23 20] ; [15  8],[24.75757576 18.24242424] ; [13.24242424  9.75757576],0
