Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,48.658076,[ 7 81] ; [66 55],[30.73684211 57.26315789] ; [42.26315789 78.73684211],1
a3,1,0.0,42.40665,[31 56] ; [97 24],[53.53846154 33.46153846] ; [74.46153846 46.53846154],1
d1,1,0.0,29.427264,[16 73] ; [67 55],[35.00947867 53.99052133] ; [47.99052133 74.00947867],1
n4,1,0.0,27.320314,[38 51] ; [95 27],[56.09952607 32.90047393] ; [76.90047393 45.09952607],1
d5,1,0.0,25.603121,[41 47] ; [97 24],[58.10526316 29.89473684] ; [79.89473684 41.10526316],1
d2,1,1e-06,25.122138,[18 71] ; [65 54],[35.51442308 53.48557692] ; [47.48557692 71.51442308],1
a6,1,5e-06,20.904989,[36 53] ; [87 34],[52.12857143 36.87142857] ; [70.87142857 50.12857143],1
d3,1,0.000615,11.729037,[33 54] ; [75 46],[45.17307692 41.82692308] ; [62.82692308 58.17307692],1
r1,1,0.00142,10.179406,[44 45] ; [86 35],[55.0952381 33.9047619] ; [74.9047619 46.0952381],0
d4,1,0.001592,9.968541,[51 38] ; [94 27],[61.45238095 27.54761905] ; [83.54761905 37.45238095],0
s8,1,0.001692,9.857393,[11 78] ; [37 83],[20.44019139 68.55980861] ; [27.55980861 92.44019139],0
u1,1,0.004177,8.205025,[ 3 86] ; [ 19 103],[ 9.27962085 79.72037915] ; [ 12.72037915 109.27962085],0
r4,1,0.018628,5.536145,[57 32] ; [96 26],[64.53554502 24.46445498] ; [88.46445498 33.53554502],0
n5,1,0.029411,4.743413,[49 40] ; [85 37],[56.52132701 32.47867299] ; [77.47867299 44.52132701],0
s7,1,0.031988,4.599143,[18 68] ; [40 75],[24.8159204 61.1840796] ; [33.1840796 81.8159204],0
v4,1,0.046616,3.959204,[67 21] ; [105  16],[72.42105263 15.57894737] ; [99.57894737 21.42105263],0
n6,1,0.069764,3.288553,[55 34] ; [89 32],[61.02857143 27.97142857] ; [82.97142857 38.02857143],0
p3,1,0.08621,2.943765,[11 78] ; [26 95],[15.68095238 73.31904762] ; [21.31904762 99.68095238],0
r2,1,0.206404,1.596469,[74 15] ; [107  13],[77.07655502 11.92344498] ; [103.92344498  16.07655502],0
s6,1,0.213108,1.550188,[36 53] ; [58 60],[40.41545894 48.58454106] ; [53.58454106 64.41545894],0
p10,1,0.214396,1.54149,[46 41] ; [75 47],[50.36842105 36.63157895] ; [70.63157895 51.36842105],0
a1,1,0.214641,1.539844,[ 3 86] ; [  9 113],[ 5.06161137 83.93838863] ; [  6.93838863 115.06161137],0
v1,1,0.240467,1.377852,[22 66] ; [39 81],[25.80769231 62.19230769] ; [35.19230769 84.80769231],0
p11,1,0.254801,1.296787,[50 39] ; [78 44],[53.99052133 35.00947867] ; [74.00947867 47.99052133],0
v3,1,0.280148,1.166371,[12 76] ; [23 96],[14.87922705 73.12077295] ; [20.12077295 98.87922705],0
p6,1,0.298126,1.082558,[15 71] ; [ 15 107],[12.40384615 73.59615385] ; [ 17.59615385 104.40384615],0
p9,1,0.361051,0.834235,[53 33] ; [80 38],[56.06862745 29.93137255] ; [76.93137255 41.06862745],0
b4,1,0.364822,0.821224,[53 36] ; [65 57],[49.77251185 39.22748815] ; [68.22748815 53.77251185],0
p8,1,0.382906,0.761351,[30 59] ; [34 87],[27.12380952 61.87619048] ; [36.87619048 84.12380952],0
r3,1,0.419565,0.651534,[68 21] ; [98 23],[70.35238095 18.64761905] ; [95.64761905 25.35238095],0
s5,1,0.442829,0.588941,[17 72] ; [28 91],[19.25480769 69.74519231] ; [25.74519231 93.25480769],0
n2,1,0.544758,0.366793,[21 12] ; [35 15],[22.26506024 10.73493976] ; [33.73493976 16.26506024],0
u2,1,0.548066,0.360794,[26 32] ; [13 12],[27.25301205 30.74698795] ; [11.74698795 13.25301205],0
a8,1,0.555984,0.346705,[ 8 76] ; [ 14 101],[ 9.28643216 74.71356784] ; [ 12.71356784 102.28643216],0
