Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,3e-06,21.863492,[ 4 35] ; [131 130],[17.55 21.45] ; [117.45 143.55],1
s2,1,3e-06,21.641272,[24 17] ; [236  34],[34.27652733  6.72347267] ; [225.72347267  44.27652733],1
s7,1,4e-06,21.157504,[15 24] ; [192  65],[27.27364865 11.72635135] ; [179.72635135  77.27364865],1
r3,1,0.000484,12.176263,[36  5] ; [264   5],[39.67741935  1.32258065] ; [260.32258065   8.67741935],1
s8,1,0.000561,11.902476,[16 25] ; [180  89],[25.92258065 15.07741935] ; [170.07741935  98.92258065],1
d4,1,0.000561,11.899852,[28 13] ; [238  31],[35.18064516  5.81935484] ; [230.81935484  38.18064516],1
p6,1,0.004351,8.131177,[12 29] ; [142 125],[20.5 20.5] ; [133.5 133.5],0
s4,1,0.004475,8.080409,[ 2 39] ; [ 66 202],[ 9.02265372 31.97734628] ; [ 58.97734628 209.02265372],0
d5,1,0.00764,7.116073,[28 13] ; [229  40],[33.99032258  7.00967742] ; [223.00967742  45.99032258],0
r1,1,0.011595,6.371727,[29 12] ; [231  37],[34.49838188  6.50161812] ; [225.50161812  42.49838188],0
n5,1,0.017479,5.647578,[28 13] ; [226  44],[33.48553055  7.51446945] ; [220.51446945  49.48553055],0
p9,1,0.018506,5.54763,[31 10] ; [239  30],[35.70967742  5.29032258] ; [234.29032258  34.70967742],0
r4,1,0.021554,5.28145,[35  6] ; [256  14],[38.36334405  2.63665595] ; [252.63665595  17.36334405],0
p5,1,0.026355,4.932572,[ 2 36] ; [ 54 214],[ 6.95424837 31.04575163] ; [ 49.04575163 218.95424837],0
d2,1,0.02749,4.859789,[16 25] ; [155 115],[22.54340836 18.45659164] ; [148.45659164 121.54340836],0
u1,1,0.044089,4.053145,[ 4 37] ; [ 64 206],[ 8.96463023 32.03536977] ; [ 59.03536977 210.96463023],0
a4,1,0.045201,4.011108,[14 27] ; [137 132],[19.97096774 21.02903226] ; [131.02903226 137.97096774],0
d1,1,0.047417,3.930529,[22 19] ; [187  83],[27.55305466 13.44694534] ; [181.44694534  88.55305466],0
n4,1,0.053508,3.727988,[29 12] ; [224  45],[33.46129032  7.53870968] ; [219.53870968  49.46129032],0
p1,1,0.059881,3.540688,[ 1 40] ; [ 33 235],[ 4.51132686 36.48867314] ; [ 29.48867314 238.51132686],0
p8,1,0.065581,3.390289,[20 20] ; [175  94],[25.24271845 14.75728155] ; [169.75728155  99.24271845],0
p2,1,0.085524,2.956664,[34  7] ; [246  23],[37.03225806  3.96774194] ; [242.96774194  26.03225806],0
r2,1,0.106115,2.611146,[36  4] ; [257  11],[38.05194805  1.94805195] ; [254.94805195  13.05194805],0
u3,1,0.123089,2.377571,[5 6] ; [41 18],[7.22857143 3.77142857] ; [38.77142857 20.22857143],0
a8,1,0.12787,2.318169,[ 2 36] ; [ 36 218],[ 4.94520548 33.05479452] ; [ 33.05479452 220.94520548],0
n6,1,0.130943,2.281284,[33  8] ; [238  30],[35.9579288  5.0420712] ; [235.0420712  32.9579288],0
v4,1,0.161428,1.960797,[38  3] ; [261   8],[39.54516129  1.45483871] ; [259.45483871   9.54516129],0
a2,1,0.180219,1.795814,[ 8 33] ; [ 80 190],[11.60128617 29.39871383] ; [ 76.39871383 193.60128617],0
p3,1,0.185547,1.752625,[24 16] ; [190  80],[27.61290323 12.38709677] ; [186.38709677  83.61290323],0
p10,1,0.200643,1.637686,[32  9] ; [229  38],[34.74350649  6.25649351] ; [226.25649351  40.74350649],0
b4,1,0.205452,1.60319,[20 21] ; [160 110],[23.72990354 17.27009646] ; [156.27009646 113.72990354],0
u2,1,0.219616,1.506876,[5 6] ; [39 21],[6.81690141 4.18309859] ; [37.18309859 22.81690141],0
d3,1,0.407827,0.685126,[29 12] ; [207  63],[31.11254019  9.88745981] ; [204.88745981  65.11254019],0
s1,1,0.43432,0.611243,[ 3 38] ; [ 12 255],[ 1.99675325 39.00324675] ; [ 13.00324675 253.99675325],0
u4,1,0.444453,0.584759,[ 1 40] ; [ 14 256],[ 1.97749196 39.02250804] ; [ 13.02250804 256.97749196],0
v3,1,0.478009,0.503401,[14 23] ; [114 145],[16. 21.] ; [112. 147.],0
p12,1,0.481422,0.49564,[ 4 37] ; [ 37 232],[ 5.42258065 35.57741935] ; [ 35.57741935 233.42258065],0
n3,1,0.489997,0.476533,[7 1] ; [36 11],[6.25454545 1.74545455] ; [36.74545455 10.25454545],0
a3,1,0.549001,0.35911,[30 11] ; [209  61],[31.50803859  9.49196141] ; [207.49196141  62.50803859],0
v1,1,0.552142,0.353494,[24 15] ; [148 114],[22.28571429 16.71428571] ; [149.71428571 112.28571429],0
a6,1,0.573939,0.316137,[29 12] ; [179  91],[27.42122186 13.57877814] ; [180.57877814  89.42122186],0
a5,1,0.634173,0.226444,[31 10] ; [213  57],[32.16720257  8.83279743] ; [211.83279743  58.16720257],0
n1,1,0.685379,0.164134,[3 4] ; [24 23],[3.5 3.5] ; [23.5 23.5],0
a7,1,0.711318,0.136964,[31 10] ; [196  73],[30.02258065 10.97741935] ; [196.97741935  72.02258065],0
p7,1,0.741026,0.109227,[30 11] ; [201  65],[30.85016287 10.14983713] ; [200.14983713  65.85016287],0
b2,1,0.763127,0.090828,[11 16] ; [ 66 109],[10.29207921 16.70792079] ; [ 66.70792079 108.29207921],0
b3,1,0.763127,0.090828,[11 16] ; [ 66 109],[10.29207921 16.70792079] ; [ 66.70792079 108.29207921],0
v2,1,0.782685,0.076078,[23 17] ; [144 117],[22.19269103 17.80730897] ; [144.80730897 116.19269103],0
n2,1,0.813652,0.055562,[6 2] ; [37 10],[6.25454545 1.74545455] ; [36.74545455 10.25454545],0
a1,1,0.877103,0.023914,[ 3 38] ; [ 18 252],[ 2.76848875 38.23151125] ; [ 18.23151125 251.76848875],0
b5,1,0.926946,0.008407,[24 17] ; [156 114],[23.72990354 17.27009646] ; [156.27009646 113.72990354],0
