Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,26.167247,[16 71] ; [19  8],[26.71052632 60.28947368] ; [ 8.28947368 18.71052632],1
n6,1,0.493921,0.467973,[46 42] ; [15 10],[47.50442478 40.49557522] ; [13.49557522 11.50442478],0
d5,1,0.532299,0.39,[54 36] ; [18  9],[55.38461538 34.61538462] ; [16.61538462 10.38461538],0
p5,1,0.579157,0.307599,[ 6 82] ; [ 1 25],[ 5.40350877 82.59649123] ; [ 1.59649123 24.40350877],0
a3,1,0.666258,0.18601,[48 40] ; [16 11],[48.97391304 39.02608696] ; [15.02608696 11.97391304],0
a8,1,0.670906,0.180544,[ 5 78] ; [ 1 25],[ 4.56880734 78.43119266] ; [ 1.43119266 24.56880734],0
p1,1,0.72351,0.125155,[ 9 81] ; [ 2 24],[ 8.53448276 81.46551724] ; [ 2.46551724 23.53448276],0
r2,1,0.771455,0.084374,[49 35] ; [16 10],[49.63636364 34.36363636] ; [15.36363636 10.63636364],0
a4,1,0.772938,0.083252,[29 60] ; [ 8 19],[28.38793103 60.61206897] ; [ 8.61206897 18.38793103],0
v4,1,0.782007,0.076565,[52 36] ; [14 11],[51.39823009 36.60176991] ; [14.60176991 10.39823009],0
r1,1,0.786224,0.073559,[24 65] ; [ 8 19],[24.55172414 64.44827586] ; [ 7.44827586 19.55172414],0
a5,1,0.787104,0.07294,[46 44] ; [13 14],[45.38461538 44.61538462] ; [13.61538462 13.38461538],0
d2,1,0.798885,0.064918,[35 53] ; [10 17],[34.43478261 53.56521739] ; [10.56521739 16.43478261],0
a7,1,0.866304,0.028344,[44 44] ; [14 13],[44.3826087 43.6173913] ; [13.6173913 13.3826087],0
n4,1,0.87238,0.025804,[51 38] ; [15 12],[50.63793103 38.36206897] ; [15.36206897 11.63793103],0
b5,1,0.892395,0.018299,[48 42] ; [14 13],[47.69230769 42.30769231] ; [14.30769231 12.69230769],0
u2,1,0.932811,0.007108,[17 24] ; [4 6],[16.88235294 24.11764706] ; [4.11764706 5.88235294],0
n3,1,0.937186,0.00621,[21 20] ; [7 7],[20.87272727 20.12727273] ; [7.12727273 6.87272727],0
v3,1,0.988203,0.000219,[17 72] ; [ 5 21],[17.02608696 71.97391304] ; [ 4.97391304 21.02608696],0
a1,1,1.0,0.0,[10 80] ; [ 3 24],[10. 80.] ; [ 3. 24.],0
