Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.000122,14.756906,[ 5 23] ; [26 14],[12.76470588 15.23529412] ; [18.23529412 21.76470588],1
s2,1,0.000556,11.916893,[14 14] ; [36  5],[20.28985507  7.71014493] ; [29.71014493 11.28985507],1
d4,1,0.003989,8.289017,[19 10] ; [38  3],[23.61428571  5.38571429] ; [33.38571429  7.61428571],0
s8,1,0.006301,7.462153,[11 18] ; [29 12],[16.57142857 12.42857143] ; [23.42857143 17.57142857],0
p9,1,0.014807,5.939329,[21  7] ; [39  2],[24.34782609  3.65217391] ; [35.65217391  5.34782609],0
s3,1,0.01703,5.693294,[15 13] ; [33  8],[19.47826087  8.52173913] ; [28.52173913 12.47826087],0
d2,1,0.023169,5.1558,[ 9 20] ; [24 17],[13.67142857 15.32857143] ; [19.32857143 21.67142857],0
a4,1,0.028981,4.768713,[10 19] ; [25 16],[14.5 14.5] ; [20.5 20.5],0
d1,1,0.029314,4.749089,[13 16] ; [29 12],[17.4 11.6] ; [24.6 16.4],0
s7,1,0.033745,4.507576,[14 14] ; [30 10],[18.11764706  9.88235294] ; [25.88235294 14.11764706],0
p7,1,0.051976,3.776552,[17 11] ; [32  7],[20.47761194  7.52238806] ; [28.52238806 10.47761194],0
s6,1,0.057121,3.619056,[21  8] ; [36  4],[23.95652174  5.04347826] ; [33.04347826  6.95652174],0
v4,1,0.062339,3.474042,[24  4] ; [40  1],[25.97101449  2.02898551] ; [38.02898551  2.97101449],0
r4,1,0.06922,3.301417,[25  4] ; [40  1],[26.92857143  2.07142857] ; [38.07142857  2.92857143],0
u1,1,0.085111,2.964494,[ 4 25] ; [13 28],[ 7.04285714 21.95714286] ; [ 9.95714286 31.04285714],0
p10,1,0.087429,2.92108,[22  6] ; [38  3],[24.34782609  3.65217391] ; [35.65217391  5.34782609],0
p4,1,0.118113,2.442163,[16 13] ; [30 11],[19.05714286  9.94285714] ; [26.94285714 14.05714286],0
a2,1,0.128797,2.30695,[ 4 25] ; [12 29],[ 6.62857143 22.37142857] ; [ 9.37142857 31.62857143],0
p8,1,0.144895,2.125188,[12 15] ; [25 15],[14.91044776 12.08955224] ; [22.08955224 17.91044776],0
b4,1,0.181563,1.784782,[13 16] ; [25 16],[15.74285714 13.25714286] ; [22.25714286 18.74285714],0
p1,1,0.197839,1.658256,[ 1 28] ; [ 5 36],[ 2.48571429 26.51428571] ; [ 3.51428571 37.48571429],0
b2,1,0.236338,1.402306,[ 3 13] ; [ 9 16],[ 4.68292683 11.31707317] ; [ 7.31707317 17.68292683],0
b3,1,0.236338,1.402306,[ 3 13] ; [ 9 16],[ 4.68292683 11.31707317] ; [ 7.31707317 17.68292683],0
n2,1,0.322888,0.977211,[5 2] ; [9 1],[5.76470588 1.23529412] ; [8.23529412 1.76470588],0
v2,1,0.333839,0.93395,[14 15] ; [24 16],[15.97101449 13.02898551] ; [22.02898551 17.97101449],0
u3,1,0.340904,0.907029,[3 4] ; [6 3],[3.9375 3.0625] ; [5.0625 3.9375],0
b5,1,0.373712,0.791286,[20  9] ; [24 17],[18.22857143 10.77142857] ; [25.77142857 15.22857143],0
n3,1,0.376954,0.780612,[5 2] ; [5 5],[4.11764706 2.88235294] ; [5.88235294 4.11764706],0
a8,1,0.379192,0.77332,[ 2 25] ; [ 1 36],[ 1.265625 25.734375] ; [ 1.734375 35.265625],0
a5,1,0.428098,0.627979,[21  8] ; [33  8],[22.37142857  6.62857143] ; [31.62857143  9.37142857],0
b1,1,0.428098,0.627979,[10 19] ; [18 23],[11.6 17.4] ; [16.4 24.6],0
a7,1,0.429738,0.623531,[21  8] ; [26 15],[19.47142857  9.52857143] ; [27.52857143 13.47142857],0
r1,1,0.466667,0.529857,[22  7] ; [34  7],[23.2  5.8] ; [32.8  8.2],0
d5,1,0.60101,0.273475,[25  4] ; [37  4],[25.68571429  3.31428571] ; [36.31428571  4.68571429],0
a6,1,0.617354,0.249604,[18 11] ; [23 18],[16.98571429 12.01428571] ; [24.01428571 16.98571429],0
n1,1,0.627477,0.235498,[2 5] ; [4 6],[2.47058824 4.52941176] ; [3.52941176 6.47058824],0
n5,1,0.642207,0.215868,[22  7] ; [33  8],[22.78571429  6.21428571] ; [32.21428571  8.78571429],0
u2,1,0.686591,0.1628,[1 6] ; [2 7],[1.3125 5.6875] ; [1.6875 7.3125],0
r2,1,0.720044,0.12845,[27  2] ; [39  2],[27.34285714  1.65714286] ; [38.65714286  2.34285714],0
d3,1,0.76313,0.090825,[21  8] ; [31 10],[21.54285714  7.45714286] ; [30.45714286 10.54285714],0
p3,1,0.766337,0.08831,[18 11] ; [24 17],[17.4 11.6] ; [24.6 16.4],0
a1,1,0.802841,0.062336,[ 1 28] ; [ 1 40],[ 0.82857143 28.17142857] ; [ 1.17142857 39.82857143],0
a3,1,0.830062,0.046063,[22  7] ; [32  9],[22.37142857  6.62857143] ; [31.62857143  9.37142857],0
p11,1,0.830062,0.046063,[22  7] ; [32  9],[22.37142857  6.62857143] ; [31.62857143  9.37142857],0
v3,1,0.862372,0.030052,[ 9 19] ; [14 27],[ 9.33333333 18.66666667] ; [13.66666667 27.33333333],0
n4,1,0.878038,0.023549,[21  8] ; [29 12],[20.71428571  8.28571429] ; [29.28571429 11.71428571],0
p2,1,0.903439,0.014718,[23  6] ; [33  8],[23.2  5.8] ; [32.8  8.2],0
n6,1,0.921094,0.009812,[25  4] ; [35  6],[24.85714286  4.14285714] ; [35.14285714  5.85714286],0
