Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.000117,14.83871,[21 72] ; [25 20],[31. 62.] ; [15. 30.],1
s2,1,0.000281,13.195247,[17 78] ; [22 25],[26.0915493 68.9084507] ; [12.9084507 34.0915493],1
s6,1,0.000824,11.186243,[27 68] ; [26 19],[35.96428571 59.03571429] ; [17.03571429 27.96428571],1
v3,1,0.001002,10.824048,[14 80] ; [18 27],[21.64028777 72.35971223] ; [10.35971223 34.64028777],0
u3,1,0.011086,6.451556,[13 38] ; [11  8],[17.48571429 33.51428571] ; [ 6.51428571 12.48571429],0
p10,1,0.011594,6.37185,[49 42] ; [35 11],[55.79562044 35.20437956] ; [28.20437956 17.79562044],0
p3,1,0.01536,5.874676,[23 72] ; [20 25],[29.17857143 65.82142857] ; [13.82142857 31.17857143],0
p9,1,0.015462,5.863037,[58 34] ; [39  8],[64.20143885 27.79856115] ; [32.79856115 14.20143885],0
s3,1,0.020619,5.358692,[25 67] ; [22 25],[31.10791367 60.89208633] ; [15.89208633 31.10791367],0
s5,1,0.022451,5.210528,[ 9 83] ; [11 34],[13.43065693 78.56934307] ; [ 6.56934307 38.43065693],0
p4,1,0.027633,4.850841,[29 65] ; [23 23],[34.91428571 59.08571429] ; [17.08571429 28.91428571],0
v4,1,0.034886,4.450758,[67 27] ; [41  6],[72. 22.] ; [36. 11.],0
a6,1,0.049889,3.845169,[55 40] ; [19 28],[49.50704225 45.49295775] ; [24.49295775 22.50704225],0
a7,1,0.054466,3.698361,[48 46] ; [32 15],[53.33333333 40.66666667] ; [26.66666667 20.33333333],0
a5,1,0.065304,3.397281,[39 56] ; [27 20],[44.15492958 50.84507042] ; [21.84507042 25.15492958],0
p5,1,0.066276,3.37293,[ 4 89] ; [ 6 41],[ 6.64285714 86.35714286] ; [ 3.35714286 43.64285714],0
a8,1,0.080059,3.063712,[10 80] ; [ 1 43],[ 7.3880597 82.6119403] ; [ 3.6119403 40.3880597],0
a3,1,0.108493,2.576036,[43 52] ; [28 19],[47.5 47.5] ; [23.5 23.5],0
d4,1,0.119026,2.430096,[56 39] ; [34 13],[60.21126761 34.78873239] ; [29.78873239 17.21126761],0
d1,1,0.125675,2.345131,[30 65] ; [21 26],[34.11971831 60.88028169] ; [16.88028169 30.11971831],0
s8,1,0.127216,2.326156,[ 8 87] ; [ 8 39],[10.70422535 84.29577465] ; [ 5.29577465 41.70422535],0
b1,1,0.171303,1.871505,[39 56] ; [25 22],[42.81690141 52.18309859] ; [21.18309859 25.81690141],0
s1,1,0.197762,1.658824,[ 2 92] ; [ 3 44],[ 3.33333333 90.66666667] ; [ 1.66666667 45.33333333],0
n5,1,0.217115,1.523336,[56 38] ; [33 14],[59.33333333 34.66666667] ; [29.66666667 17.33333333],0
d5,1,0.217115,1.523336,[56 38] ; [33 14],[59.33333333 34.66666667] ; [29.66666667 17.33333333],0
p2,1,0.231987,1.428635,[55 38] ; [32 14],[58.20863309 34.79136691] ; [28.79136691 17.20863309],0
p11,1,0.240789,1.375966,[55 40] ; [32 15],[58.20422535 36.79577465] ; [28.79577465 18.20422535],0
n4,1,0.246073,1.345462,[53 42] ; [31 16],[56.1971831 38.8028169] ; [27.8028169 19.1971831],0
a4,1,0.300784,1.070717,[26 68] ; [17 30],[28.66666667 65.33333333] ; [14.33333333 32.66666667],0
s4,1,0.303247,1.059859,[12 83] ; [ 9 38],[14.04929577 80.95070423] ; [ 6.95070423 40.04929577],0
p12,1,0.353523,0.86077,[ 3 92] ; [ 3 43],[ 4.04255319 90.95744681] ; [ 1.95744681 44.04255319],0
p8,1,0.356827,0.849029,[31 62] ; [19 27],[33.45323741 59.54676259] ; [16.54676259 29.45323741],0
u1,1,0.382113,0.763893,[ 5 90] ; [ 1 46],[ 4.01408451 90.98591549] ; [ 1.98591549 45.01408451],0
p7,1,0.391024,0.735754,[38 54] ; [23 24],[40.37410072 51.62589928] ; [20.62589928 26.37410072],0
d3,1,0.439298,0.598116,[47 46] ; [27 20],[49.15714286 43.84285714] ; [24.84285714 22.15714286],0
n1,1,0.457726,0.551449,[ 8 24] ; [5 9],[ 9.04347826 22.95652174] ; [ 3.95652174 10.04347826],0
n2,1,0.480079,0.498684,[20 13] ; [10  4],[21.06382979 11.93617021] ; [8.93617021 5.06382979],0
r4,1,0.511937,0.430106,[47 48] ; [26 21],[48.83802817 46.16197183] ; [24.16197183 22.83802817],0
n6,1,0.597221,0.279208,[66 28] ; [35 12],[67.33333333 26.66666667] ; [33.66666667 13.33333333],0
r2,1,0.635704,0.224405,[65 27] ; [35 12],[66.18705036 25.81294964] ; [33.81294964 13.18705036],0
r3,1,0.646503,0.210337,[71 24] ; [36 10],[72.09219858 22.90780142] ; [34.90780142 11.09219858],0
u2,1,0.655181,0.19943,[20 32] ; [ 8 10],[20.8 31.2] ; [ 7.2 10.8],0
a2,1,0.66901,0.182762,[ 8 87] ; [ 3 44],[ 7.35915493 87.64084507] ; [ 3.64084507 43.35915493],0
