Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b5,1,0.009578,6.711746,[11  4] ; [1 6],[8.18181818 6.81818182] ; [3.81818182 3.18181818],0
p8,1,0.044888,4.022857,[9 6] ; [1 6],[6.81818182 8.18181818] ; [3.18181818 3.81818182],0
p9,1,0.081481,3.035102,[12  3] ; [3 4],[10.22727273  4.77272727] ; [4.77272727 2.22727273],0
d1,1,0.094638,2.793651,[ 5 10] ; [5 2],[6.81818182 8.18181818] ; [3.18181818 3.81818182],0
n6,1,0.101707,2.678571,[11  3] ; [3 4],[9.33333333 4.66666667] ; [4.66666667 2.33333333],0
d3,1,0.141407,2.162585,[8 7] ; [6 1],[9.54545455 5.45454545] ; [4.45454545 2.54545455],0
b3,1,0.142041,2.155711,[ 3 10] ; [2 1],[4.0625 8.9375] ; [0.9375 2.0625],0
b2,1,0.142041,2.155711,[ 3 10] ; [2 1],[4.0625 8.9375] ; [0.9375 2.0625],0
p1,1,0.163178,1.944528,[ 1 14] ; [2 5],[ 2.04545455 12.95454545] ; [0.95454545 6.04545455],0
p11,1,0.169686,1.885714,[9 6] ; [2 5],[7.5 7.5] ; [3.5 3.5],0
r2,1,0.227776,1.454694,[9 6] ; [6 1],[10.22727273  4.77272727] ; [4.77272727 2.22727273],0
p4,1,0.262193,1.257143,[12  3] ; [4 3],[10.90909091  4.09090909] ; [5.09090909 1.90909091],0
v1,1,0.277291,1.180317,[8 7] ; [2 5],[6.81818182 8.18181818] ; [3.18181818 3.81818182],0
r1,1,0.29008,1.119251,[ 5 10] ; [4 3],[6.13636364 8.86363636] ; [2.86363636 4.13636364],0
d4,1,0.350122,0.873016,[10  5] ; [6 1],[10.90909091  4.09090909] ; [5.09090909 1.90909091],0
s4,1,0.350122,0.873016,[ 5 10] ; [1 6],[ 4.09090909 10.90909091] ; [1.90909091 5.09090909],0
a5,1,0.388072,0.744974,[13  2] ; [5 2],[12.27272727  2.72727273] ; [5.72727273 1.27272727],0
p6,1,0.421374,0.646479,[7 8] ; [2 5],[6.13636364 8.86363636] ; [2.86363636 4.13636364],0
b4,1,0.421374,0.646479,[8 7] ; [5 2],[8.86363636 6.13636364] ; [4.13636364 2.86363636],0
n5,1,0.447613,0.576689,[11  4] ; [4 3],[10.22727273  4.77272727] ; [4.77272727 2.22727273],0
a4,1,0.447613,0.576689,[ 4 11] ; [3 4],[ 4.77272727 10.22727273] ; [2.22727273 4.77272727],0
r4,1,0.603743,0.269388,[6 9] ; [2 5],[5.45454545 9.54545455] ; [2.54545455 4.45454545],0
s3,1,0.603743,0.269388,[9 6] ; [5 2],[9.54545455 5.45454545] ; [4.45454545 2.54545455],0
d2,1,0.647141,0.209524,[7 8] ; [4 3],[7.5 7.5] ; [3.5 3.5],0
s2,1,0.647141,0.209524,[7 8] ; [4 3],[7.5 7.5] ; [3.5 3.5],0
p10,1,0.665362,0.187075,[10  5] ; [4 3],[9.54545455 5.45454545] ; [4.45454545 2.54545455],0
p2,1,0.665362,0.187075,[10  5] ; [4 3],[9.54545455 5.45454545] ; [4.45454545 2.54545455],0
b1,1,0.665362,0.187075,[10  5] ; [4 3],[9.54545455 5.45454545] ; [4.45454545 2.54545455],0
a7,1,0.665362,0.187075,[ 5 10] ; [3 4],[5.45454545 9.54545455] ; [2.54545455 4.45454545],0
a6,1,0.665362,0.187075,[10  5] ; [4 3],[9.54545455 5.45454545] ; [4.45454545 2.54545455],0
r3,1,0.665362,0.187075,[10  5] ; [4 3],[9.54545455 5.45454545] ; [4.45454545 2.54545455],0
n2,1,0.709388,0.138889,[2 1] ; [1 1],[1.8 1.2] ; [1.2 0.8],0
n1,1,0.709388,0.138889,[2 1] ; [1 1],[1.8 1.2] ; [1.2 0.8],0
u2,1,0.80915,0.058333,[2 3] ; [1 1],[2.14285714 2.85714286] ; [0.85714286 1.14285714],0
n4,1,0.823261,0.049887,[10  5] ; [5 2],[10.22727273  4.77272727] ; [4.77272727 2.22727273],0
d5,1,0.823261,0.049887,[10  5] ; [5 2],[10.22727273  4.77272727] ; [4.77272727 2.22727273],0
a3,1,0.823261,0.049887,[10  5] ; [5 2],[10.22727273  4.77272727] ; [4.77272727 2.22727273],0
s6,1,0.84822,0.03663,[8 5] ; [4 3],[7.8 5.2] ; [4.2 2.8],0
v2,1,0.867258,0.027937,[7 8] ; [3 4],[6.81818182 8.18181818] ; [3.18181818 3.81818182],0
s1,1,0.951655,0.003676,[ 2 13] ; [1 6],[ 2.04545455 12.95454545] ; [0.95454545 6.04545455],0
p5,1,0.951655,0.003676,[ 2 13] ; [1 6],[ 2.04545455 12.95454545] ; [0.95454545 6.04545455],0
a2,1,0.951655,0.003676,[ 2 13] ; [1 6],[ 2.04545455 12.95454545] ; [0.95454545 6.04545455],0
v3,1,1.0,0.0,[ 4 10] ; [2 5],[ 4. 10.] ; [2. 5.],0
s5,1,1.0,0.0,[ 4 10] ; [2 5],[ 4. 10.] ; [2. 5.],0
