Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,69.928353,[265  53] ; [18 39],[239.984  78.016] ; [43.016 13.984],1
n4,1,0.0,26.740293,[270  49] ; [32 26],[255.53846154  63.46153846] ; [46.46153846 11.53846154],1
p10,1,8e-06,19.908806,[276  40] ; [37 21],[264.45989305  51.54010695] ; [48.54010695  9.45989305],1
p9,1,3.9e-05,16.931162,[283  34] ; [40 18],[273.04266667  43.95733333] ; [49.95733333  8.04266667],1
p4,1,0.000323,12.934796,[256  63] ; [34 24],[245.38461538  73.61538462] ; [44.61538462 13.38461538],1
p11,1,0.000324,12.925714,[264  55] ; [36 22],[253.84615385  65.15384615] ; [46.15384615 11.84615385],1
u1,1,0.001156,10.559491,[ 77 242] ; [ 3 55],[ 67.69230769 251.30769231] ; [12.30769231 45.69230769],0
b1,1,0.001592,9.96875,[132 187] ; [37 21],[143. 176.] ; [26. 32.],0
s7,1,0.006198,7.491902,[166 135] ; [18 34],[156.89518414 144.10481586] ; [27.10481586 24.89518414],0
v4,1,0.007809,7.076749,[307  12] ; [51  7],[302.92307692  16.07692308] ; [55.07692308  2.92307692],0
r2,1,0.012996,6.169718,[306  10] ; [52  6],[302.48128342  13.51871658] ; [55.51871658  2.48128342],0
v3,1,0.028457,4.800154,[138 173] ; [15 38],[130.72252747 180.27747253] ; [22.27747253 30.72252747],0
r3,1,0.031106,4.647105,[306  12] ; [52  6],[302.77659574  15.22340426] ; [55.22340426  2.77659574],0
d5,1,0.036471,4.374951,[271  47] ; [43 15],[265.56382979  52.43617021] ; [48.43617021  9.56382979],0
p1,1,0.038391,4.287612,[ 23 294] ; [ 9 49],[ 27.05066667 289.94933333] ; [ 4.94933333 53.05066667],0
r4,1,0.047536,3.926329,[295  24] ; [49  9],[291.07692308  27.92307692] ; [52.92307692  5.07692308],0
s8,1,0.050552,3.823065,[159 158] ; [21 37],[152.16 164.84] ; [27.84 30.16],0
v2,1,0.051879,3.779655,[194 118] ; [26 28],[187.54098361 124.45901639] ; [32.45901639 21.54098361],0
d1,1,0.055365,3.671062,[202 117] ; [29 29],[195.46153846 123.53846154] ; [35.53846154 22.46153846],0
s6,1,0.076337,3.141219,[221  93] ; [34 24],[215.24193548  98.75806452] ; [39.75806452 18.24193548],0
p7,1,0.079372,3.077717,[240  76] ; [37 20],[234.67024129  81.32975871] ; [42.32975871 14.67024129],0
d3,1,0.080418,3.056437,[224  95] ; [34 24],[218.30769231 100.69230769] ; [39.69230769 18.30769231],0
p8,1,0.0961,2.769095,[200 116] ; [30 28],[194.3315508 121.6684492] ; [35.6684492 22.3315508],0
p2,1,0.101982,2.674274,[277  40] ; [46 12],[273.04266667  43.95733333] ; [49.95733333  8.04266667],0
p12,1,0.112588,2.517519,[ 23 293] ; [ 1 57],[ 20.27807487 295.72192513] ; [ 3.72192513 54.27807487],0
v1,1,0.125821,2.343317,[186 124] ; [28 29],[180.76294278 129.23705722] ; [33.23705722 23.76294278],0
a2,1,0.131624,2.273241,[ 91 228] ; [11 47],[ 86.30769231 232.69230769] ; [15.69230769 42.30769231],0
a7,1,0.140139,2.176436,[233  85] ; [37 21],[228.35106383  89.64893617] ; [41.64893617 16.35106383],0
u2,1,0.141742,2.15894,[44 42] ; [12  5],[46.75728155 39.24271845] ; [9.24271845 7.75728155],0
p6,1,0.178547,1.809673,[143 172] ; [20 36],[138.39622642 176.60377358] ; [24.60377358 31.39622642],0
s5,1,0.185469,1.753246,[109 201] ; [14 40],[104.75274725 205.24725275] ; [18.24725275 35.75274725],0
a4,1,0.187361,1.738248,[156 162] ; [23 35],[151.38829787 166.61170213] ; [27.61170213 30.38829787],0
u3,1,0.230632,1.436962,[49 37] ; [13  5],[51.26923077 34.73076923] ; [10.73076923  7.26923077],0
a8,1,0.269007,1.221805,[ 37 249] ; [ 4 49],[ 34.5899705 251.4100295] ; [ 6.4100295 46.5899705],0
d2,1,0.301553,1.067312,[166 152] ; [26 32],[162.38297872 155.61702128] ; [29.61702128 28.38297872],0
s4,1,0.304483,1.054457,[ 58 258] ; [14 44],[ 60.8342246 255.1657754] ; [11.1657754 46.8342246],0
s2,1,0.309671,1.03208,[170 146] ; [27 31],[166.44919786 149.55080214] ; [30.55080214 27.44919786],0
b4,1,0.328316,0.95553,[187 132] ; [30 28],[183.61538462 135.38461538] ; [33.38461538 24.61538462],0
b2,1,0.364179,0.823431,[ 77 123] ; [11 25],[ 74.57627119 125.42372881] ; [13.42372881 22.57627119],0
b3,1,0.364179,0.823431,[ 77 123] ; [11 25],[ 74.57627119 125.42372881] ; [13.42372881 22.57627119],0
a5,1,0.442189,0.590594,[251  68] ; [43 15],[248.76923077  70.23076923] ; [45.23076923 12.76923077],0
d4,1,0.456192,0.555222,[265  53] ; [46 12],[263.02659574  54.97340426] ; [47.97340426 10.02659574],0
n3,1,0.463085,0.538427,[41  7] ; [10  3],[40.13114754  7.86885246] ; [10.86885246  2.13114754],0
a3,1,0.5079,0.438391,[232  85] ; [40 18],[229.93066667  87.06933333] ; [42.06933333 15.93066667],0
r1,1,0.565061,0.331016,[256  62] ; [44 13],[254.4  63.6] ; [45.6 11.4],0
n1,1,0.571001,0.321011,[18 30] ; [6 7],[18.8852459 29.1147541] ; [5.1147541 7.8852459],0
s1,1,0.714524,0.1338,[  8 309] ; [ 1 57],[  7.608 309.392] ; [ 1.392 56.608],0
n2,1,0.770819,0.084858,[35 13] ; [10  3],[35.40983607 12.59016393] ; [9.59016393 3.40983607],0
s3,1,0.799597,0.064449,[179 136] ; [34 24],[179.87935657 135.12064343] ; [33.12064343 24.87935657],0
a6,1,0.806076,0.060266,[219  99] ; [39 19],[218.20212766  99.79787234] ; [39.79787234 18.20212766],0
b5,1,0.857878,0.032068,[191 128] ; [34 24],[190.38461538 128.61538462] ; [34.61538462 23.38461538],0
a1,1,1.0,0.0,[ 11 308] ; [ 2 56],[ 11. 308.] ; [ 2. 56.],0
