Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,155.591841,[311  67] ; [133 224],[228.34285714 149.65714286] ; [215.65714286 141.34285714],1
p8,1,0.0,57.307828,[251 123] ; [138 215],[200.11829436 173.88170564] ; [188.88170564 164.11829436],1
p7,1,0.0,53.011429,[289  86] ; [178 170],[242.21991701 132.78008299] ; [224.78008299 123.21991701],1
p6,1,0.0,42.57681,[187 186] ; [ 95 262],[144.09041096 228.90958904] ; [137.90958904 219.09041096],1
p5,1,0.0,31.456079,[ 69 306] ; [ 18 341],[ 44.44822888 330.55177112] ; [ 42.55177112 316.44822888],1
s7,1,1e-06,23.185649,[214 141] ; [148 203],[182.02549575 172.97450425] ; [179.97450425 171.02549575],1
s8,1,6e-06,20.539115,[202 172] ; [134 225],[171.43792633 202.56207367] ; [164.56207367 194.43792633],1
p10,1,6e-06,20.389802,[336  40] ; [273  82],[313.24760602  62.75239398] ; [295.75239398  59.24760602],1
n5,1,1.1e-05,19.342653,[326  52] ; [263  96],[302.09226594  75.90773406] ; [286.90773406  72.09226594],1
p9,1,1.3e-05,19.006368,[342  33] ; [282  71],[321.42857143  53.57142857] ; [302.57142857  50.42857143],1
n4,1,4.5e-05,16.639261,[327  51] ; [268  91],[305.16960651  72.83039349] ; [289.83039349  69.16960651],1
v1,1,4.6e-05,16.61256,[228 138] ; [167 187],[200.79166667 165.20833333] ; [194.20833333 159.79166667],1
u1,1,0.000142,14.471497,[ 93 285] ; [ 49 312],[ 72.63328823 305.36671177] ; [ 69.36671177 291.63328823],1
v3,1,0.000361,12.72165,[175 191] ; [121 228],[151.51888112 214.48111888] ; [144.48111888 204.51888112],1
p2,1,0.000394,12.562176,[332  44] ; [283  77],[314.18478261  61.81521739] ; [300.81521739  59.18478261],1
p12,1,0.000877,11.071522,[ 43 332] ; [ 17 342],[ 30.65395095 344.34604905] ; [ 29.34604905 329.65395095],1
p1,1,0.000922,10.977314,[ 46 330] ; [ 19 340],[ 33.25170068 342.74829932] ; [ 31.74829932 327.25170068],1
s5,1,0.001496,10.083414,[151 210] ; [106 243],[130.67183099 230.32816901] ; [126.32816901 222.67183099],0
v2,1,0.001558,10.008288,[231 137] ; [175 168],[210.13783404 157.86216596] ; [195.86216596 147.13783404],0
a5,1,0.001673,9.877773,[299  79] ; [249 112],[280.30311231  97.69688769] ; [267.69688769  93.30311231],0
d5,1,0.003227,8.674279,[322  55] ; [277  83],[306.40841248  70.59158752] ; [292.59158752  67.40841248],0
p11,1,0.003628,8.461214,[320  58] ; [275  86],[304.34370771  73.65629229] ; [290.65629229  70.34370771],0
b1,1,0.004876,7.925029,[156 222] ; [113 248],[137.59404601 240.40595399] ; [131.40595399 229.59404601],0
d1,1,0.007172,7.22937,[245 133] ; [199 162],[227.10690122 150.89309878] ; [216.89309878 144.10690122],0
s6,1,0.009095,6.804051,[270  97] ; [228 125],[253.84166667 113.15833333] ; [244.15833333 108.84166667],0
a3,1,0.009122,6.798846,[286  90] ; [242 117],[270.10612245 105.89387755] ; [257.89387755 101.10612245],0
s2,1,0.031038,4.650882,[210 164] ; [172 185],[195.44186047 178.55813953] ; [186.55813953 170.44186047],0
r4,1,0.043038,4.093897,[362  16] ; [333  28],[355.49391069  22.50608931] ; [339.50608931  21.49391069],0
a1,1,0.048814,3.88174,[ 23 355] ; [ 11 350],[ 17.39106901 360.60893099] ; [ 16.60893099 344.39106901],0
d2,1,0.050175,3.835588,[201 176] ; [165 193],[187.73061224 189.26938776] ; [178.26938776 179.73061224],0
a2,1,0.052043,3.774391,[105 273] ; [ 78 283],[ 93.60487145 284.39512855] ; [ 89.39512855 271.60487145],0
s3,1,0.081959,3.025616,[223 150] ; [189 165],[211.38376891 161.61623109] ; [200.61623109 153.38376891],0
a4,1,0.085855,2.950428,[186 191] ; [154 204],[174.39455782 202.60544218] ; [165.60544218 192.39455782],0
b5,1,0.096176,2.767837,[215 163] ; [227 134],[226.08389716 151.91610284] ; [215.91610284 145.08389716],0
u2,1,0.156995,2.002932,[51 40] ; [54 63],[45.9375 45.0625] ; [59.0625 57.9375],0
r1,1,0.172007,1.865366,[316  61] ; [287  72],[308.8736413  68.1263587] ; [294.1263587  64.8736413],0
r3,1,0.202775,1.622271,[365  11] ; [343  17],[361.69565217  14.30434783] ; [346.30434783  13.69565217],0
d4,1,0.210027,1.57124,[316  61] ; [289  71],[309.47761194  67.52238806] ; [295.52238806  64.47761194],0
b2,1,0.211937,1.558147,[101 142] ; [ 73 131],[ 94.59060403 148.40939597] ; [ 79.40939597 124.59060403],0
b3,1,0.211937,1.558147,[101 142] ; [ 73 131],[ 94.59060403 148.40939597] ; [ 79.40939597 124.59060403],0
u4,1,0.288777,1.125316,[ 12 366] ; [  7 354],[  9.71853857 368.28146143] ; [  9.28146143 351.71853857],0
u3,1,0.294637,1.098312,[55 37] ; [62 56],[51.25714286 40.74285714] ; [65.74285714 52.25714286],0
n3,1,0.349648,0.874733,[44 13] ; [71 30],[41.48734177 15.51265823] ; [73.51265823 27.48734177],0
n1,1,0.442034,0.590997,[25 32] ; [38 63],[22.7278481 34.2721519] ; [40.2721519 60.7278481],0
a7,1,0.462208,0.540542,[280  97] ; [258 101],[275.57880435 101.42119565] ; [262.42119565  96.57880435],0
a6,1,0.469462,0.523242,[259 118] ; [239 122],[254.39837398 122.60162602] ; [243.60162602 117.39837398],0
d3,1,0.494389,0.466959,[265 113] ; [244 116],[260.70731707 117.29268293] ; [248.29268293 111.70731707],0
v4,1,0.576748,0.311522,[368   9] ; [349  11],[366.76933514  10.23066486] ; [350.23066486   9.76933514],0
b4,1,0.598995,0.276514,[225 153] ; [208 153],[221.48037889 156.51962111] ; [211.51962111 149.48037889],0
n2,1,0.622613,0.242213,[41 16] ; [77 25],[42.30188679 14.69811321] ; [75.69811321 26.30188679],0
s4,1,0.834392,0.043711,[ 64 309] ; [ 63 292],[ 65.07005495 307.92994505] ; [ 61.92994505 293.07005495],0
a8,1,0.902172,0.015109,[ 46 294] ; [ 46 286],[ 46.54761905 293.45238095] ; [ 45.45238095 286.54761905],0
