Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.0,58.640902,[212  31] ; [265 184],[167.50144509  75.49855491] ; [309.49855491 139.50144509],1
s2,1,0.0,55.61093,[174  71] ; [186 263],[127.08933718 117.91066282] ; [232.91066282 216.08933718],1
p5,1,0.0,39.219379,[ 51 194] ; [ 24 424],[ 26.51515152 218.48484848] ; [ 48.48484848 399.51515152],1
s7,1,0.0,34.260331,[155  80] ; [182 249],[118.91141141 116.08858859] ; [218.08858859 212.91141141],1
s8,1,0.0,32.610421,[146  98] ; [168 283],[110.23884892 133.76115108] ; [203.76115108 247.23884892],1
s3,1,1e-06,24.882431,[171  71] ; [228 219],[140.14223512 101.85776488] ; [258.85776488 188.14223512],1
s4,1,1.5e-05,18.702909,[ 58 184] ; [ 51 397],[ 38.22898551 203.77101449] ; [ 70.77101449 377.22898551],1
p7,1,2.8e-05,17.582577,[179  59] ; [260 180],[154.10324484  83.89675516] ; [284.89675516 155.10324484],1
p12,1,3.5e-05,17.146602,[ 33 211] ; [ 21 427],[ 19.04046243 224.95953757] ; [ 34.95953757 413.04046243],1
p6,1,3.8e-05,16.961843,[112 130] ; [136 310],[ 87.23255814 154.76744186] ; [160.76744186 285.23255814],1
p3,1,0.00017,14.139199,[146  98] ; [202 248],[122.35158501 121.64841499] ; [225.64841499 224.35158501],1
p10,1,0.000308,13.018667,[214  30] ; [341 106],[195.97684515  48.02315485] ; [359.02315485  87.97684515],1
n6,1,0.000723,11.429868,[220  23] ; [364  87],[204.48414986  38.51585014] ; [379.51585014  71.48414986],1
p9,1,0.00096,10.902608,[215  26] ; [355  93],[199.37590711  41.62409289] ; [370.62409289  77.37590711],1
p8,1,0.000978,10.869434,[149  93] ; [215 229],[128.40816327 113.59183673] ; [235.59183673 208.40816327],1
p4,1,0.001472,10.113223,[164  78] ; [249 201],[144.43063584  97.56936416] ; [268.56936416 181.43063584],0
p1,1,0.006265,7.472482,[ 30 215] ; [ 28 421],[ 20.47550432 224.52449568] ; [ 37.52449568 411.47550432],0
n5,1,0.007611,7.122728,[200  45] ; [325 123],[185.60606061  59.39393939] ; [339.39393939 108.60606061],0
n2,1,0.009388,6.747497,[43  7] ; [68 35],[36.2745098 13.7254902] ; [74.7254902 28.2745098],0
a3,1,0.009808,6.66936,[195  51] ; [316 134],[180.61206897  65.38793103] ; [330.38793103 119.61206897],0
d2,1,0.01039,6.566819,[139 105] ; [211 240],[122.87769784 121.12230216] ; [227.12230216 223.87769784],0
v1,1,0.013616,6.08727,[152  93] ; [230 210],[136.62773723 108.37226277] ; [245.37226277 194.62773723],0
a7,1,0.018761,5.523657,[171  75] ; [350 101],[183.88235294  62.11764706] ; [337.11764706 113.88235294],0
d1,1,0.022568,5.201488,[167  80] ; [266 186],[153.00572246  93.99427754] ; [279.99427754 172.00572246],0
a4,1,0.023122,5.159301,[130 117] ; [196 253],[115.69252874 131.30747126] ; [210.30747126 238.69252874],0
n1,1,0.024891,5.031432,[26 23] ; [35 68],[19.66447368 29.33552632] ; [41.33552632 61.66447368],0
a5,1,0.025641,4.980043,[201  46] ; [334 118],[189.04864092  57.95135908] ; [345.95135908 106.04864092],0
u1,1,0.027544,4.856383,[ 61 186] ; [ 80 372],[ 49.82403433 197.17596567] ; [ 91.17596567 360.82403433],0
v3,1,0.030756,4.66654,[115 130] ; [164 263],[101.71875 143.28125] ; [177.28125 249.71875],0
a2,1,0.041336,4.162175,[ 76 171] ; [107 345],[ 64.66523605 182.33476395] ; [118.33476395 333.66523605],0
a6,1,0.078508,3.095531,[162  83] ; [327 124],[172.13362069  72.86637931] ; [316.86637931 134.13362069],0
b5,1,0.080477,3.055233,[134 113] ; [276 176],[144.87839771 102.12160229] ; [265.12160229 186.87839771],0
d4,1,0.094797,2.790962,[213  31] ; [371  79],[205.32564841  38.67435159] ; [378.67435159  71.32564841],0
b2,1,0.112653,2.516599,[66 86] ; [ 95 172],[58.40572792 93.59427208] ; [102.59427208 164.40572792],0
b3,1,0.112653,2.516599,[66 86] ; [ 95 172],[58.40572792 93.59427208] ; [102.59427208 164.40572792],0
n3,1,0.149191,2.080507,[39 10] ; [69 32],[35.28 13.72] ; [72.72 28.28],0
u2,1,0.160255,1.971814,[25 26] ; [81 53],[29.22162162 21.77837838] ; [76.77837838 57.22162162],0
n4,1,0.180664,1.79215,[200  46] ; [347 104],[193.05882353  52.94117647] ; [353.94117647  97.05882353],0
p2,1,0.205203,1.604949,[210  35] ; [368  81],[204.04899135  40.95100865] ; [373.95100865  75.04899135],0
u4,1,0.20907,1.577853,[  3 244] ; [ 12 440],[  5.30042918 241.69957082] ; [  9.69957082 442.30042918],0
d5,1,0.214589,1.540196,[208  37] ; [366  85],[202.0545977  42.9454023] ; [371.9454023  79.0545977],0
a1,1,0.274759,1.192832,[ 13 234] ; [ 16 436],[ 10.24749642 236.75250358] ; [ 18.75250358 433.24749642],0
r4,1,0.421417,0.646359,[241   6] ; [436  16],[239.2260372   7.7739628] ; [437.7739628  14.2260372],0
v4,1,0.504165,0.446159,[241   6] ; [435  15],[239.55810617   7.44189383] ; [436.44189383  13.55810617],0
v2,1,0.513943,0.426032,[148  96] ; [248 179],[144. 100.] ; [252. 175.],0
r3,1,0.52873,0.396832,[238   7] ; [434  17],[236.55172414   8.44827586] ; [435.44827586  15.55172414],0
b1,1,0.700426,0.148029,[ 96 151] ; [169 283],[ 93.64091559 153.35908441] ; [171.35908441 280.64091559],0
p11,1,0.749748,0.101743,[196  51] ; [354  98],[194.3490701  52.6509299] ; [355.6509299  96.3490701],0
s1,1,0.835814,0.042953,[  8 235] ; [ 16 429],[  8.47674419 234.52325581] ; [ 15.52325581 429.47674419],0
u3,1,0.847594,0.036937,[33 19] ; [83 51],[32.43010753 19.56989247] ; [83.56989247 50.43010753],0
b4,1,0.88776,0.01992,[144 103] ; [266 186],[144.87839771 102.12160229] ; [265.12160229 186.87839771],0
d3,1,0.925753,0.008684,[177  69] ; [323 128],[176.47058824  69.52941176] ; [323.52941176 127.47058824],0
a8,1,0.952751,0.003511,[ 31 191] ; [ 56 350],[ 30.75477707 191.24522293] ; [ 56.24522293 349.75477707],0
