Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,44.540329,[129  30] ; [79 94],[99.61445783 59.38554217] ; [108.38554217  64.61445783],1
v1,1,9e-06,19.721445,[116  44] ; [82 87],[96.29179331 63.70820669] ; [101.70820669  67.29179331],1
p12,1,0.001972,9.575335,[ 30 130] ; [ 13 162],[ 20.53731343 139.46268657] ; [ 22.46268657 152.53731343],0
n5,1,0.002939,8.844866,[140  21] ; [128  45],[129.18562874  31.81437126] ; [138.81437126  34.18562874],0
n4,1,0.008287,6.970281,[142  20] ; [134  41],[132.67655786  29.32344214] ; [143.32344214  31.67655786],0
a5,1,0.008674,6.888809,[134  27] ; [126  51],[123.84615385  37.15384615] ; [136.15384615  40.84615385],0
r1,1,0.011071,6.45392,[142  19] ; [136  39],[133.20833333  27.79166667] ; [144.79166667  30.20833333],0
p5,1,0.012428,6.248745,[ 31 129] ; [ 17 157],[ 22.99401198 137.00598802] ; [ 25.00598802 148.99401198],0
p8,1,0.020483,5.370264,[96 63] ; [83 91],[85.46846847 73.53153153] ; [93.53153153 80.46846847],0
s8,1,0.022509,5.206003,[108  52] ; [98 79],[97.8041543 62.1958457] ; [108.1958457  68.8041543],0
s5,1,0.028012,4.8273,[80 76] ; [ 67 104],[70.12844037 85.87155963] ; [76.87155963 94.12844037],0
p1,1,0.0334,4.525137,[ 21 139] ; [ 11 164],[ 15.28358209 144.71641791] ; [ 16.71641791 158.28358209],0
n6,1,0.0355,4.420984,[144  15] ; [143  30],[137.44879518  21.55120482] ; [149.55120482  23.44879518],0
p3,1,0.041927,4.13816,[94 65] ; [84 91],[84.73652695 74.26347305] ; [93.26347305 81.73652695],0
a4,1,0.046839,3.951178,[81 80] ; [ 70 107],[71.9260355 89.0739645] ; [79.0739645 97.9260355],0
a8,1,0.06668,3.362923,[ 22 127] ; [ 38 128],[ 28.38095238 120.61904762] ; [ 31.61904762 134.38095238],0
s7,1,0.076562,3.136406,[112  42] ; [108  62],[104.56790123  49.43209877] ; [115.43209877  54.56790123],0
d2,1,0.106773,2.601348,[90 70] ; [84 93],[82.61127596 77.38872404] ; [91.38872404 85.61127596],0
d1,1,0.11115,2.537792,[107  55] ; [102  75],[99.87610619 62.12389381] ; [109.12389381  67.87610619],0
r4,1,0.150209,2.070123,[151  11] ; [157  20],[147.18584071  14.81415929] ; [160.81415929  16.18584071],0
u1,1,0.174643,1.842628,[ 38 124] ; [ 31 146],[ 32.97345133 129.02654867] ; [ 36.02654867 140.97345133],0
a2,1,0.219859,1.505293,[ 47 115] ; [ 41 136],[ 42.05309735 119.94690265] ; [ 45.94690265 131.05309735],0
p10,1,0.220393,1.501811,[141  19] ; [146  29],[137.07462687  22.92537313] ; [149.92537313  25.07462687],0
r2,1,0.233485,1.419503,[157   5] ; [163  10],[154.74626866   7.25373134] ; [165.25373134   7.74626866],0
u3,1,0.23638,1.402057,[25 10] ; [27 19],[22.4691358 12.5308642] ; [29.5308642 16.4691358],0
b2,1,0.254917,1.296155,[46 53] ; [47 74],[41.85 57.15] ; [51.15 69.85],0
b3,1,0.254917,1.296155,[46 53] ; [47 74],[41.85 57.15] ; [51.15 69.85],0
a3,1,0.255193,1.294647,[126  34] ; [130  47],[121.54302671  38.45697329] ; [134.45697329  42.54302671],0
d5,1,0.285816,1.139224,[133  27] ; [139  38],[129.13946588  30.86053412] ; [142.86053412  34.13946588],0
d4,1,0.290507,1.117271,[141  18] ; [150  27],[137.70535714  21.29464286] ; [153.29464286  23.70535714],0
