Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,30.705177,[77 19] ; [ 6 20],[65.31147541 30.68852459] ; [17.68852459  8.31147541],1
a1,1,0.078258,3.100714,[ 5 91] ; [ 4 22],[ 7.08196721 88.91803279] ; [ 1.91803279 24.08196721],0
p1,1,0.083918,2.987337,[ 3 91] ; [ 3 23],[ 4.7 89.3] ; [ 1.3 24.7],0
s5,1,0.100155,2.703076,[20 71] ; [ 2 24],[17.11111111 73.88888889] ; [ 4.88888889 21.11111111],0
s3,1,0.155846,2.014081,[45 49] ; [ 8 17],[41.86554622 52.13445378] ; [11.13445378 13.86554622],0
s8,1,0.165338,1.924714,[18 76] ; [ 2 24],[15.66666667 78.33333333] ; [ 4.33333333 21.66666667],0
b5,1,0.175278,1.83721,[62 34] ; [13 13],[59.01639344 36.98360656] ; [15.98360656 10.01639344],0
d5,1,0.192954,1.694921,[47 49] ; [ 9 17],[44.06557377 51.93442623] ; [11.93442623 14.06557377],0
d3,1,0.200069,1.641872,[35 61] ; [ 6 20],[32.26229508 63.73770492] ; [ 8.73770492 17.26229508],0
s1,1,0.247399,1.337934,[ 5 91] ; [ 3 23],[ 6.29508197 89.70491803] ; [ 1.70491803 24.29508197],0
p4,1,0.273162,1.2008,[33 63] ; [ 6 20],[30.68852459 65.31147541] ; [ 8.31147541 17.68852459],0
p9,1,0.273243,1.200392,[32 61] ; [ 6 20],[29.69747899 63.30252101] ; [ 8.30252101 17.69747899],0
u2,1,0.277647,1.178571,[20 30] ; [ 4 12],[18.18181818 31.81818182] ; [ 5.81818182 10.18181818],0
n5,1,0.29599,1.092175,[48 48] ; [16 10],[50.36065574 45.63934426] ; [13.63934426 12.36065574],0
a2,1,0.297393,1.085848,[ 3 93] ; [ 2 24],[ 3.93442623 92.06557377] ; [ 1.06557377 24.93442623],0
s4,1,0.331555,0.942816,[19 77] ; [ 3 23],[17.31147541 78.68852459] ; [ 4.68852459 21.31147541],0
a6,1,0.411723,0.67382,[43 53] ; [14 12],[44.85245902 51.14754098] ; [12.14754098 13.85245902],0
b2,1,0.498946,0.457177,[16 44] ; [5 9],[17.02702703 42.97297297] ; [ 3.97297297 10.02702703],0
b3,1,0.498946,0.457177,[16 44] ; [5 9],[17.02702703 42.97297297] ; [ 3.97297297 10.02702703],0
s2,1,0.520233,0.413432,[28 67] ; [ 6 20],[26.69421488 68.30578512] ; [ 7.30578512 18.69421488],0
a7,1,0.528058,0.398127,[51 45] ; [12 14],[49.57377049 46.42622951] ; [13.42622951 12.57377049],0
a3,1,0.543371,0.369328,[44 50] ; [10 15],[42.65546218 51.34453782] ; [11.34453782 13.65546218],0
a8,1,0.556476,0.345843,[15 74] ; [ 3 22],[14.05263158 74.94736842] ; [ 3.94736842 21.05263158],0
a5,1,0.577915,0.309617,[39 57] ; [ 9 17],[37.7704918 58.2295082] ; [10.2295082 15.7704918],0
a4,1,0.593692,0.284615,[23 72] ; [ 5 21],[21.98347107 73.01652893] ; [ 6.01652893 19.98347107],0
p12,1,0.612971,0.255872,[ 2 93] ; [ 1 25],[ 2.3553719 92.6446281] ; [ 0.6446281 25.3553719],0
v3,1,0.619805,0.246142,[26 67] ; [ 6 20],[25.00840336 67.99159664] ; [ 6.99159664 19.00840336],0
n4,1,0.727316,0.12159,[59 37] ; [15 11],[58.2295082 37.7704918] ; [15.7704918 10.2295082],0
n1,1,0.81725,0.053399,[15 19] ; [4 6],[14.68181818 19.31818182] ; [4.31818182 5.68181818],0
d4,1,0.850433,0.035557,[50 46] ; [13 13],[49.57377049 46.42622951] ; [13.42622951 12.57377049],0
b1,1,0.850433,0.035557,[50 46] ; [13 13],[49.57377049 46.42622951] ; [13.42622951 12.57377049],0
d2,1,0.895808,0.01715,[21 75] ; [ 6 20],[21.24590164 74.75409836] ; [ 5.75409836 20.24590164],0
p8,1,0.896743,0.016842,[24 71] ; [ 6 19],[23.75 71.25] ; [ 6.25 18.75],0
b4,1,0.953124,0.003456,[56 40] ; [15 11],[55.86885246 40.13114754] ; [15.13114754 10.86885246],0
