Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,2e-06,22.505373,[14 22] ; [70 15],[24.99173554 11.00826446] ; [59.00826446 25.99173554],1
p3,1,0.000882,11.059739,[11 25] ; [54 31],[19.33884298 16.66115702] ; [45.66115702 39.33884298],1
p11,1,0.009235,6.776817,[20 16] ; [67 18],[25.88429752 10.11570248] ; [61.11570248 23.88429752],0
p4,1,0.021496,5.286108,[18 18] ; [61 24],[23.50413223 12.49586777] ; [55.49586777 29.50413223],0
a3,1,0.041695,4.147529,[23 13] ; [69 16],[27.37190083  8.62809917] ; [64.62809917 20.37190083],0
a4,1,0.048222,3.902219,[12 24] ; [45 40],[16.95867769 19.04132231] ; [40.04132231 44.95867769],0
u1,1,0.054077,3.710325,[ 4 32] ; [23 62],[ 8.03305785 27.96694215] ; [18.96694215 66.03305785],0
a5,1,0.060617,3.520425,[23 13] ; [68 17],[27.07438017  8.92561983] ; [63.92561983 21.07438017],0
d2,1,0.070048,3.281886,[13 23] ; [46 39],[17.55371901 18.44628099] ; [41.44628099 43.55371901],0
v1,1,0.070677,3.267227,[13 22] ; [47 38],[17.5 17.5] ; [42.5 42.5],0
s8,1,0.076918,3.12885,[14 22] ; [48 37],[18.44628099 17.55371901] ; [43.55371901 41.44628099],0
d1,1,0.07719,3.1231,[18 18] ; [57 28],[22.31404959 13.68595041] ; [52.68595041 32.31404959],0
a7,1,0.083639,2.992722,[29  7] ; [55 30],[24.99173554 11.00826446] ; [59.00826446 25.99173554],0
p5,1,0.087271,2.923997,[ 1 35] ; [11 74],[ 3.57024793 32.42975207] ; [ 8.42975207 76.57024793],0
p8,1,0.088068,2.909338,[14 21] ; [48 36],[18.23529412 16.76470588] ; [43.76470588 40.23529412],0
a2,1,0.091015,2.856322,[ 5 31] ; [24 61],[ 8.62809917 27.37190083] ; [20.37190083 64.62809917],0
s7,1,0.110705,2.544128,[17 17] ; [54 28],[20.81034483 13.18965517] ; [50.18965517 31.81034483],0
p6,1,0.161907,1.95632,[12 23] ; [41 44],[15.45833333 19.54166667] ; [37.54166667 47.45833333],0
p12,1,0.215316,1.535317,[ 1 34] ; [ 8 77],[ 2.625 32.375] ; [ 6.375 78.625],0
n6,1,0.239635,1.382739,[28  7] ; [75 10],[30.04166667  4.95833333] ; [72.95833333 12.04166667],0
u3,1,0.244092,1.356807,[10  3] ; [9 7],[8.51724138 4.48275862] ; [10.48275862  5.51724138],0
p2,1,0.272942,1.201899,[26 10] ; [69 16],[28.26446281  7.73553719] ; [66.73553719 18.26446281],0
b1,1,0.32576,0.965681,[11 25] ; [34 51],[13.38842975 22.61157025] ; [31.61157025 53.38842975],0
n2,1,0.332474,0.939239,[9 2] ; [9 5],[7.92 3.08] ; [10.08  3.92],0
v3,1,0.391009,0.735802,[ 9 26] ; [28 55],[10.97457627 24.02542373] ; [26.02542373 56.97457627],0
p9,1,0.39546,0.722087,[28  6] ; [75 10],[29.42857143  4.57142857] ; [73.57142857 11.42857143],0
n3,1,0.403569,0.697665,[10  1] ; [11  3],[9.24 1.76] ; [11.76  2.24],0
s6,1,0.459866,0.546221,[32  3] ; [71 11],[30.81196581  4.18803419] ; [72.18803419  9.81196581],0
a6,1,0.552336,0.35315,[23 13] ; [59 26],[24.39669421 11.60330579] ; [57.60330579 27.39669421],0
d4,1,0.557617,0.343848,[28  8] ; [70 15],[29.15702479  6.84297521] ; [68.84297521 16.15702479],0
v2,1,0.576564,0.311822,[18 15] ; [41 43],[16.64102564 16.35897436] ; [42.35897436 41.64102564],0
b3,1,0.58564,0.297204,[ 2 13] ; [ 9 37],[ 2.70491803 12.29508197] ; [ 8.29508197 37.70491803],0
b2,1,0.58564,0.297204,[ 2 13] ; [ 9 37],[ 2.70491803 12.29508197] ; [ 8.29508197 37.70491803],0
r3,1,0.595496,0.281842,[33  2] ; [81  3],[33.52941176  1.47058824] ; [80.47058824  3.52941176],0
r4,1,0.608701,0.262071,[34  2] ; [82  3],[34.51239669  1.48760331] ; [81.48760331  3.51239669],0
p1,1,0.61492,0.253072,[ 4 32] ; [ 7 78],[ 3.27272727 32.72727273] ; [ 7.72727273 77.27272727],0
p10,1,0.62737,0.235644,[28  6] ; [73 12],[28.85714286  5.14285714] ; [72.14285714 12.85714286],0
n1,1,0.653329,0.201728,[3 8] ; [5 9],[3.52 7.48] ; [4.48 9.52],0
b5,1,0.688237,0.161001,[23 13] ; [51 34],[22.01652893 13.98347107] ; [51.98347107 33.01652893],0
s5,1,0.707771,0.140513,[17 17] ; [42 36],[17.91071429 16.08928571] ; [41.08928571 36.91071429],0
d3,1,0.721765,0.126808,[29  7] ; [66 19],[28.26446281  7.73553719] ; [66.73553719 18.26446281],0
s2,1,0.7819,0.076643,[25 11] ; [59 23],[25.62711864 10.37288136] ; [58.37288136 23.62711864],0
d5,1,0.814713,0.05492,[29  7] ; [70 15],[29.45454545  6.54545455] ; [69.54545455 15.45454545],0
v4,1,0.824354,0.049261,[35  1] ; [81  3],[34.8  1.2] ; [81.2  2.8],0
s3,1,0.824783,0.049017,[28  8] ; [63 20],[27.52941176  8.47058824] ; [63.47058824 19.52941176],0
b4,1,0.831745,0.045141,[20 16] ; [49 36],[20.52892562 15.47107438] ; [48.47107438 36.52892562],0
u2,1,0.897001,0.016758,[6 7] ; [7 9],[5.82758621 7.17241379] ; [7.17241379 8.82758621],0
p7,1,0.935615,0.006526,[22 11] ; [56 29],[21.81355932 11.18644068] ; [56.18644068 28.81355932],0
