Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.001191,10.504911,[33  1] ; [4 3],[30.68292683  3.31707317] ; [6.31707317 0.68292683],0
p7,1,0.001954,9.592312,[25  8] ; [1 6],[21.45 11.55] ; [4.55 2.45],0
r1,1,0.004295,8.154871,[29  5] ; [3 5],[25.9047619  8.0952381] ; [6.0952381 1.9047619],0
p10,1,0.006834,7.316017,[29  4] ; [3 4],[26.4  6.6] ; [5.6 1.4],0
n4,1,0.009429,6.739779,[28  6] ; [3 5],[25.0952381  8.9047619] ; [5.9047619 2.0952381],0
v2,1,0.009954,6.643137,[25  9] ; [2 6],[21.85714286 12.14285714] ; [5.14285714 2.85714286],0
p4,1,0.014601,5.964006,[20 13] ; [1 7],[16.90243902 16.09756098] ; [4.09756098 3.90243902],0
p8,1,0.02212,5.236301,[19 14] ; [1 7],[16.09756098 16.90243902] ; [3.90243902 4.09756098],0
p2,1,0.023056,5.164248,[30  3] ; [4 3],[28.05  4.95] ; [5.95 1.05],0
a5,1,0.031934,4.602044,[26  8] ; [3 5],[23.47619048 10.52380952] ; [5.52380952 2.47619048],0
s3,1,0.036958,4.352325,[ 8 25] ; [5 3],[10.46341463 22.53658537] ; [2.53658537 5.46341463],0
v1,1,0.041209,4.167388,[23 10] ; [2 5],[20.625 12.375] ; [4.375 2.625],0
n5,1,0.051773,3.783088,[25  9] ; [3 5],[22.66666667 11.33333333] ; [5.33333333 2.66666667],0
b3,1,0.065436,3.393939,[13  9] ; [1 5],[11. 11.] ; [3. 3.],0
b2,1,0.065436,3.393939,[13  9] ; [1 5],[11. 11.] ; [3. 3.],0
p3,1,0.070005,3.282913,[20 13] ; [2 6],[17.70731707 15.29268293] ; [4.29268293 3.70731707],0
a3,1,0.075087,3.168164,[26  8] ; [3 4],[24.04878049  9.95121951] ; [4.95121951 2.04878049],0
v3,1,0.096412,2.76392,[16 17] ; [1 6],[14.025 18.975] ; [2.975 4.025],0
p9,1,0.099205,2.718274,[26  7] ; [4 4],[24.14634146  8.85365854] ; [5.85365854 2.14634146],0
p11,1,0.139615,2.182202,[29  5] ; [5 3],[27.52380952  6.47619048] ; [6.47619048 1.52380952],0
s7,1,0.28809,1.128527,[10 22] ; [1 7],[ 8.8 23.2] ; [2.2 5.8],0
n2,1,0.345779,0.888889,[5 1] ; [1 1],[4.5 1.5] ; [1.5 0.5],0
p1,1,0.374633,0.788239,[ 5 29] ; [2 5],[ 5.80487805 28.19512195] ; [1.19512195 5.80487805],0
d2,1,0.447086,0.57803,[19 15] ; [5 2],[19.90243902 14.09756098] ; [4.09756098 2.90243902],0
d5,1,0.482096,0.494118,[29  5] ; [6 2],[28.33333333  5.66666667] ; [6.66666667 1.33333333],0
r2,1,0.513168,0.427602,[32  2] ; [7 1],[31.57142857  2.42857143] ; [7.42857143 0.57142857],0
d3,1,0.541894,0.372042,[21 13] ; [4 4],[20.23809524 13.76190476] ; [4.76190476 3.23809524],0
u2,1,0.558185,0.342857,[4 3] ; [2 3],[3.5 3.5] ; [2.5 2.5],0
b4,1,0.578403,0.308824,[22 12] ; [6 2],[22.66666667 11.33333333] ; [5.33333333 2.66666667],0
n6,1,0.6337,0.227076,[28  6] ; [6 2],[27.52380952  6.47619048] ; [6.47619048 1.52380952],0
b5,1,0.656148,0.198237,[10 24] ; [3 5],[10.52380952 23.47619048] ; [2.47619048 5.52380952],0
p5,1,0.677318,0.17316,[ 7 26] ; [1 6],[ 6.6 26.4] ; [1.4 5.6],0
u3,1,0.724939,0.12381,[4 4] ; [2 3],[3.69230769 4.30769231] ; [2.30769231 2.69230769],0
a4,1,0.763598,0.090456,[15 19] ; [4 4],[15.38095238 18.61904762] ; [3.61904762 4.38095238],0
s2,1,0.767419,0.08747,[10 23] ; [2 6],[ 9.65853659 23.34146341] ; [2.34146341 5.65853659],0
a7,1,0.819429,0.052111,[21 13] ; [4 3],[20.73170732 13.26829268] ; [4.26829268 2.73170732],0
b1,1,0.88087,0.02246,[16 18] ; [4 4],[16.19047619 17.80952381] ; [3.80952381 4.19047619],0
d1,1,0.906737,0.013725,[22 12] ; [5 3],[21.85714286 12.14285714] ; [5.14285714 2.85714286],0
a6,1,0.906737,0.013725,[22 12] ; [5 3],[21.85714286 12.14285714] ; [5.14285714 2.85714286],0
d4,1,0.977151,0.00082,[29  5] ; [6 1],[29.02439024  4.97560976] ; [5.97560976 1.02439024],0
