Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,57.907143,[13 54] ; [57 10],[35. 32.] ; [35. 32.],1
p11,1,9.1e-05,15.320451,[23 47] ; [45 23],[34.49275362 35.50724638] ; [33.50724638 34.49275362],1
v2,1,0.000183,13.994696,[18 50] ; [36 25],[28.46511628 39.53488372] ; [25.53488372 35.46511628],1
s8,1,0.000392,12.567628,[ 9 60] ; [27 41],[18.13138686 50.86861314] ; [17.86861314 50.13138686],1
v4,1,0.000446,12.328595,[43 26] ; [60  8],[51.87591241 17.12408759] ; [51.12408759 16.87591241],1
r3,1,0.000446,12.328595,[43 26] ; [60  8],[51.87591241 17.12408759] ; [51.12408759 16.87591241],1
r4,1,0.003372,8.594283,[38 32] ; [53 15],[46.15942029 23.84057971] ; [44.84057971 23.15942029],0
s5,1,0.003879,8.339569,[ 7 62] ; [19 44],[13.59090909 55.40909091] ; [12.40909091 50.59090909],0
s7,1,0.007004,7.27186,[15 50] ; [30 36],[22.32824427 42.67175573] ; [22.67175573 43.32824427],0
p8,1,0.007377,7.178872,[ 5 65] ; [16 52],[10.65217391 59.34782609] ; [10.34782609 57.65217391],0
s3,1,0.015207,5.89229,[21 47] ; [34 32],[27.91044776 40.08955224] ; [27.08955224 38.91044776],0
n2,1,0.016469,5.752116,[18 16] ; [20  4],[22.27586207 11.72413793] ; [15.72413793  8.27586207],0
s2,1,0.018587,5.539925,[17 53] ; [29 38],[23.50364964 46.49635036] ; [22.49635036 44.50364964],0
n6,1,0.024227,5.078315,[38 31] ; [50 18],[44.32116788 24.67883212] ; [43.67883212 24.32116788],0
s6,1,0.032201,4.58775,[24 45] ; [36 32],[30.2189781 38.7810219] ; [29.7810219 38.2189781],0
p12,1,0.047791,3.917312,[ 1 69] ; [ 6 62],[ 3.55072464 66.44927536] ; [ 3.44927536 64.55072464],0
r2,1,0.052449,3.761404,[53 14] ; [61  6],[57. 10.] ; [57. 10.],0
d1,1,0.062108,3.480191,[27 43] ; [37 31],[32.46376812 37.53623188] ; [31.53623188 36.46376812],0
a7,1,0.062628,3.46638,[37 32] ; [47 21],[42.30656934 26.69343066] ; [41.69343066 26.30656934],0
a6,1,0.064708,3.412395,[36 33] ; [46 22],[41.29927007 27.70072993] ; [40.70072993 27.29927007],0
p3,1,0.074356,3.184139,[ 9 60] ; [17 51],[13.09489051 55.90510949] ; [12.90510949 55.09489051],0
p7,1,0.091196,2.853138,[13 55] ; [21 45],[17.25373134 50.74626866] ; [16.74626866 49.25373134],0
d3,1,0.102582,2.664932,[32 37] ; [41 27],[36.76642336 32.23357664] ; [36.23357664 31.76642336],0
a5,1,0.107859,2.585314,[38 32] ; [46 22],[42.60869565 27.39130435] ; [41.39130435 26.60869565],0
s4,1,0.112107,2.524264,[ 9 60] ; [16 52],[12.59124088 56.40875912] ; [12.40875912 55.59124088],0
n5,1,0.123437,2.373161,[40 29] ; [48 20],[44.32116788 24.67883212] ; [43.67883212 24.32116788],0
p1,1,0.153564,2.036483,[ 5 65] ; [10 58],[ 7.60869565 62.39130435] ; [ 7.39130435 60.60869565],0
p5,1,0.156472,2.007997,[ 1 69] ; [ 4 63],[ 2.55474453 67.44525547] ; [ 2.44525547 64.55474453],0
