Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.000545,11.955643,[262  39] ; [66 26],[251.21628499  49.78371501] ; [76.78371501 15.21628499],1
v3,1,0.000935,10.951649,[144 143] ; [28 64],[130.24802111 156.75197889] ; [41.75197889 50.24802111],1
s5,1,0.001861,9.681378,[132 158] ; [55 30],[144.61333333 145.38666667] ; [42.38666667 42.61333333],0
a8,1,0.003344,8.609522,[ 53 225] ; [ 5 81],[ 44.2967033 233.7032967] ; [13.7032967 72.2967033],0
b3,1,0.008189,6.991752,[ 87 112] ; [11 37],[ 78.95546559 120.04453441] ; [19.04453441 28.95546559],0
b2,1,0.008189,6.991752,[ 87 112] ; [11 37],[ 78.95546559 120.04453441] ; [19.04453441 28.95546559],0
n1,1,0.013823,6.060606,[27 28] ; [ 5 20],[22. 33.] ; [10. 15.],0
v2,1,0.01684,5.712962,[182 109] ; [43 46],[172.30263158 118.69736842] ; [52.69736842 36.30263158],0
s6,1,0.087438,2.920922,[258  40] ; [83  6],[262.57881137  35.42118863] ; [78.42118863 10.57881137],0
v1,1,0.098482,2.729951,[177 114] ; [47 45],[170.19321149 120.80678851] ; [53.80678851 38.19321149],0
u4,1,0.098803,2.724753,[ 15 287] ; [ 1 91],[ 12.26395939 289.73604061] ; [ 3.73604061 88.26395939],0
n5,1,0.106523,2.605057,[255  47] ; [71 21],[249.87817259  52.12182741] ; [76.12182741 15.87817259],0
r1,1,0.113089,2.510516,[251  50] ; [70 22],[245.85496183  55.14503817] ; [75.14503817 16.85496183],0
p12,1,0.183063,1.77258,[ 38 262] ; [ 7 85],[ 34.43877551 265.56122449] ; [10.56122449 81.43877551],0
u2,1,0.185449,1.753408,[39 29] ; [10 14],[36.2173913 31.7826087] ; [12.7826087 11.2173913],0
d4,1,0.188967,1.725652,[261  39] ; [75 17],[257.14285714  42.85714286] ; [78.85714286 13.14285714],0
p11,1,0.20097,1.635313,[245  57] ; [69 23],[240.68020305  61.31979695] ; [73.31979695 18.68020305],0
s8,1,0.21499,1.537505,[198 103] ; [54 38],[193.00763359 107.99236641] ; [58.99236641 33.00763359],0
s1,1,0.217214,1.522681,[ 13 285] ; [ 7 85],[ 15.28205128 282.71794872] ; [ 4.71794872 87.28205128],0
p2,1,0.225402,1.469643,[259  40] ; [75 17],[255.41176471  43.58823529] ; [78.58823529 13.41176471],0
p5,1,0.235887,1.405006,[ 47 249] ; [10 82],[ 43.48453608 252.51546392] ; [13.51546392 78.48453608],0
a4,1,0.274586,1.193694,[144 157] ; [50 42],[148.58524173 152.41475827] ; [45.41475827 46.58524173],0
b5,1,0.281114,1.161697,[178 124] ; [60 32],[182.42639594 119.57360406] ; [55.57360406 36.42639594],0
p3,1,0.376123,0.783335,[169 131] ; [47 45],[165.30612245 134.69387755] ; [50.69387755 41.30612245],0
a1,1,0.424488,0.637856,[ 20 282] ; [ 4 88],[ 18.39593909 283.60406091] ; [ 5.60406091 86.39593909],0
n2,1,0.427053,0.630824,[44 11] ; [18  7],[42.625 12.375] ; [19.375  5.625],0
r3,1,0.433206,0.614212,[291  11] ; [86  5],[289.70483461  12.29516539] ; [87.29516539  3.70483461],0
a3,1,0.455662,0.55653,[233  67] ; [68 24],[230.35714286  69.64285714] ; [70.64285714 21.35714286],0
s3,1,0.472506,0.516108,[257  41] ; [82 10],[259.03076923  38.96923077] ; [79.96923077 12.03076923],0
d3,1,0.47865,0.501939,[210  91] ; [67 24],[212.69642857  88.30357143] ; [64.30357143 26.69642857],0
v4,1,0.487101,0.482924,[290  11] ; [90  2],[291.043257   9.956743] ; [88.956743  3.043257],0
s7,1,0.488687,0.479417,[206  82] ; [67 22],[208.55172414  79.44827586] ; [64.44827586 24.55172414],0
u3,1,0.498495,0.458139,[40 28] ; [16  8],[41.39130435 26.60869565] ; [14.60869565  9.39130435],0
u1,1,0.5218,0.410334,[ 69 233] ; [24 68],[ 71.28426396 230.71573604] ; [21.71573604 70.28426396],0
n3,1,0.557791,0.343543,[39 17] ; [19  6],[40.09876543 15.90123457] ; [17.90123457  7.09876543],0
p1,1,0.572422,0.318646,[ 32 266] ; [ 8 84],[ 30.56410256 267.43589744] ; [ 9.43589744 82.56410256],0
p9,1,0.586215,0.296295,[265  32] ; [83  8],[266.3814433  30.6185567] ; [81.6185567  9.3814433],0
p4,1,0.618554,0.247905,[204  96] ; [60 32],[202.04081633  97.95918367] ; [61.95918367 30.04081633],0
a7,1,0.626769,0.236468,[222  78] ; [65 26],[220.20460358  79.79539642] ; [66.79539642 24.20460358],0
p10,1,0.667242,0.184845,[261  37] ; [79 13],[259.79487179  38.20512821] ; [80.20512821 11.79487179],0
b1,1,0.673243,0.177832,[119 183] ; [34 58],[117.27411168 184.72588832] ; [35.72588832 56.27411168],0
a6,1,0.686078,0.163364,[192 108] ; [61 31],[193.62244898 106.37755102] ; [59.37755102 32.62244898],0
r4,1,0.743076,0.107442,[282  20] ; [85  7],[281.30456853  20.69543147] ; [85.69543147  6.30456853],0
p6,1,0.765556,0.088919,[133 165] ; [39 52],[131.76349614 166.23650386] ; [40.23650386 50.76349614],0
d5,1,0.769569,0.085813,[252  49] ; [75 16],[251.08928571  49.91071429] ; [75.91071429 15.08928571],0
d1,1,0.804515,0.06126,[196 106] ; [61 31],[196.98984772 105.01015228] ; [60.01015228 31.98984772],0
p8,1,0.842118,0.039674,[164 134] ; [49 42],[163.1722365 134.8277635] ; [49.8277635 41.1722365],0
a2,1,0.855653,0.033092,[ 85 217] ; [25 67],[ 84.31472081 217.68527919] ; [25.68527919 66.31472081],0
r2,1,0.871968,0.025972,[290  11] ; [88  3],[290.25  10.75] ; [87.75  3.25],0
p7,1,0.911929,0.012234,[198  93] ; [60 29],[197.57368421  93.42631579] ; [60.42631579 28.57368421],0
d2,1,0.961591,0.002319,[166 135] ; [51 41],[166.20101781 134.79898219] ; [50.79898219 41.20101781],0
a5,1,0.98446,0.000379,[232  69] ; [71 21],[232.06870229  68.93129771] ; [70.93129771 21.06870229],0
b4,1,0.988249,0.000217,[177 125] ; [54 38],[177.06091371 124.93908629] ; [53.93908629 38.06091371],0
