Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,1e-06,25.176056,[36 36] ; [ 8 63],[22.15384615 49.84615385] ; [21.84615385 49.15384615],1
p2,1,3e-06,21.670834,[62  9] ; [37 35],[49.15384615 21.84615385] ; [49.84615385 22.15384615],1
p8,1,3.5e-05,17.123965,[42 29] ; [18 54],[29.79020979 41.20979021] ; [30.20979021 41.79020979],1
p4,1,8e-05,15.562002,[39 33] ; [16 56],[27.5 44.5] ; [27.5 44.5],1
n3,1,0.001112,10.63133,[20  2] ; [17 18],[14.28070175  7.71929825] ; [22.71929825 12.28070175],0
p6,1,0.002362,9.244218,[18 51] ; [ 5 66],[11.33571429 57.66428571] ; [11.66428571 59.33571429],0
p11,1,0.009545,6.71781,[53 19] ; [38 34],[45.5 26.5] ; [45.5 26.5],0
r4,1,0.01637,5.762728,[58 14] ; [45 27],[51.5 20.5] ; [51.5 20.5],0
a5,1,0.019442,5.4613,[45 27] ; [31 41],[38. 34.] ; [38. 34.],0
s7,1,0.027605,4.852553,[19 49] ; [ 9 61],[13.79710145 54.20289855] ; [14.20289855 55.79710145],0
n2,1,0.031539,4.623405,[17  5] ; [17 18],[13.12280702  8.87719298] ; [20.87719298 14.12280702],0
v1,1,0.061532,3.495601,[31 39] ; [21 51],[25.63380282 44.36619718] ; [26.36619718 45.63380282],0
p10,1,0.076355,3.140828,[48 24] ; [37 34],[42.7972028 29.2027972] ; [42.2027972 28.7972028],0
s3,1,0.122994,2.378772,[18 52] ; [11 61],[14.29577465 55.70422535] ; [14.70422535 57.29577465],0
s6,1,0.12615,2.339252,[29 41] ; [21 51],[24.64788732 45.35211268] ; [25.35211268 46.64788732],0
s8,1,0.138775,2.191488,[13 58] ; [ 7 65],[ 9.93006993 61.06993007] ; [10.06993007 61.93006993],0
p5,1,0.139969,2.178299,[ 6 65] ; [ 2 70],[ 3.97202797 67.02797203] ; [ 4.02797203 67.97202797],0
a6,1,0.180901,1.79021,[35 37] ; [43 29],[39. 33.] ; [39. 33.],0
r2,1,0.20713,1.591375,[61 10] ; [56 16],[58.09090909 12.90909091] ; [58.90909091 13.09090909],0
s4,1,0.237776,1.393728,[13 59] ; [ 8 64],[10.5 61.5] ; [10.5 61.5],0
v4,1,0.243354,1.361061,[63  7] ; [60 12],[60.63380282  9.36619718] ; [62.36619718  9.63380282],0
s1,1,0.245032,1.351408,[ 2 70] ; [ 5 67],[ 3.5 68.5] ; [ 3.5 68.5],0
d2,1,0.288844,1.125,[27 45] ; [21 51],[24. 48.] ; [24. 48.],0
a2,1,0.288844,1.125,[ 6 66] ; [10 62],[ 8. 64.] ; [ 8. 64.],0
u1,1,0.3017,1.066667,[ 6 66] ; [ 3 69],[ 4.5 67.5] ; [ 4.5 67.5],0
b1,1,0.307986,1.039294,[32 40] ; [26 46],[29. 43.] ; [29. 43.],0
p9,1,0.312581,1.019738,[51 21] ; [44 26],[48.16901408 23.83098592] ; [46.83098592 23.16901408],0
r3,1,0.371093,0.8,[62 10] ; [58 14],[60. 12.] ; [60. 12.],0
u2,1,0.405268,0.692641,[17 11] ; [16 16],[15.4 12.6] ; [17.6 14.4],0
p1,1,0.414098,0.667006,[ 2 69] ; [ 4 68],[ 2.97902098 68.02097902] ; [ 3.02097902 68.97902098],0
a3,1,0.435828,0.607242,[44 27] ; [40 32],[41.70629371 29.29370629] ; [42.29370629 29.70629371],0
u3,1,0.447557,0.576831,[13 15] ; [18 14],[14.46666667 13.53333333] ; [16.53333333 15.46666667],0
a4,1,0.469295,0.523636,[24 48] ; [20 52],[22. 50.] ; [22. 50.],0
a7,1,0.474667,0.511091,[47 25] ; [51 21],[49. 23.] ; [49. 23.],0
d5,1,0.474667,0.511091,[47 25] ; [51 21],[49. 23.] ; [49. 23.],0
n6,1,0.487696,0.481605,[48 24] ; [44 28],[46. 26.] ; [46. 26.],0
s5,1,0.494401,0.466935,[13 58] ; [10 61],[11.5 59.5] ; [11.5 59.5],0
b5,1,0.498962,0.457143,[40 32] ; [44 28],[42. 30.] ; [42. 30.],0
b4,1,0.498962,0.457143,[40 32] ; [44 28],[42. 30.] ; [42. 30.],0
a1,1,0.559584,0.340426,[ 2 70] ; [ 1 71],[ 1.5 70.5] ; [ 1.5 70.5],0
r1,1,0.597745,0.27841,[49 23] ; [46 26],[47.5 24.5] ; [47.5 24.5],0
a8,1,0.600236,0.27464,[ 3 62] ; [ 2 67],[ 2.42537313 62.57462687] ; [ 2.57462687 66.42537313],0
n1,1,0.662739,0.190214,[ 6 16] ; [ 8 28],[ 5.31034483 16.68965517] ; [ 8.68965517 27.31034483],0
d1,1,0.733993,0.115477,[28 44] ; [30 42],[29. 43.] ; [29. 43.],0
b3,1,0.763994,0.090144,[11 25] ; [ 9 24],[10.43478261 25.56521739] ; [ 9.56521739 23.43478261],0
b2,1,0.763994,0.090144,[11 25] ; [ 9 24],[10.43478261 25.56521739] ; [ 9.56521739 23.43478261],0
v2,1,0.773496,0.082831,[29 39] ; [32 39],[29.84172662 38.15827338] ; [31.15827338 39.84172662],0
d3,1,0.811878,0.056646,[43 28] ; [45 27],[43.69230769 27.30769231] ; [44.30769231 27.69230769],0
n5,1,0.860387,0.030934,[25 47] ; [24 48],[24.5 47.5] ; [24.5 47.5],0
v3,1,0.922444,0.009478,[17 51] ; [17 53],[16.75362319 51.24637681] ; [17.24637681 52.75362319],0
d4,1,0.959877,0.002531,[52 19] ; [53 19],[52.13286713 18.86713287] ; [52.86713287 19.13286713],0
