Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,151.965344,[ 54 178] ; [144  24],[114.84 117.16] ; [83.16 84.84],1
s6,1,0.0,83.071926,[ 83 151] ; [136  31],[127.79551122 106.20448878] ; [91.20448878 75.79551122],1
s7,1,0.0,68.350271,[ 50 173] ; [103  57],[ 89.08355091 133.91644909] ; [63.91644909 96.08355091],1
s8,1,0.0,62.288555,[ 42 192] ; [94 75],[ 78.96774194 155.03225806] ; [ 57.03225806 111.96774194],1
p10,1,0.0,26.580109,[133  98] ; [137  30],[156.70854271  74.29145729] ; [113.29145729  53.70854271],1
p4,1,5e-06,20.780991,[ 74 159] ; [92 77],[ 96.21393035 136.78606965] ; [69.78606965 99.21393035],1
p9,1,6e-06,20.449838,[147  83] ; [141  26],[166.85138539  63.14861461] ; [121.14861461  45.85138539],1
s5,1,1.8e-05,18.39305,[ 34 194] ; [ 54 108],[ 51.44615385 176.55384615] ; [ 36.55384615 125.44615385],1
v1,1,3.8e-05,16.985746,[ 84 145] ; [92 67],[103.87628866 125.12371134] ; [72.12371134 86.87628866],1
r3,1,4.5e-05,16.658919,[196  36] ; [163   5],[208.22  23.78] ; [150.78  17.22],1
r4,1,0.000159,14.265579,[169  66] ; [148  21],[184.39356436  50.60643564] ; [132.60643564  36.39356436],1
d1,1,0.000178,14.051277,[103 132] ; [106  63],[121.57178218 113.42821782] ; [87.42821782 81.57178218],1
p6,1,0.00095,10.921682,[ 36 195] ; [ 49 118],[ 49.33417085 181.66582915] ; [ 35.66582915 131.33417085],1
v4,1,0.001079,10.686878,[193  39] ; [158  10],[203.58  28.42] ; [147.42  20.58],0
p3,1,0.0018,9.742732,[ 62 171] ; [70 99],[ 76.50746269 156.49253731] ; [ 55.49253731 113.50746269],0
p12,1,0.002113,9.448615,[  5 229] ; [ 15 154],[ 11.61290323 222.38709677] ; [  8.38709677 160.61290323],0
d2,1,0.002221,9.356891,[ 96 136] ; [95 72],[111.05764411 120.94235589] ; [79.94235589 87.05764411],0
p7,1,0.003268,8.651243,[ 80 151] ; [81 83],[ 94.15443038 136.84556962] ; [66.84556962 97.15443038],0
d5,1,0.003925,8.31806,[170  65] ; [142  26],[181.93548387  53.06451613] ; [130.06451613  37.93548387],0
v2,1,0.004063,8.255359,[ 97 127] ; [92 66],[110.82722513 113.17277487] ; [78.17277487 79.82722513],0
u1,1,0.004585,8.036205,[ 28 207] ; [ 38 131],[ 38.39108911 196.60891089] ; [ 27.60891089 141.39108911],0
n5,1,0.005242,7.793975,[147  85] ; [127  39],[159.71859296  72.28140704] ; [114.28140704  51.71859296],0
n4,1,0.008102,7.010803,[160  74] ; [134  33],[171.56109726  62.43890274] ; [122.43890274  44.56109726],0
r2,1,0.008499,6.92515,[198  33] ; [157  10],[206.04271357  24.95728643] ; [148.95728643  18.04271357],0
p2,1,0.010249,6.59117,[150  83] ; [129  40],[161.70895522  71.29104478] ; [117.29104478  51.70895522],0
a2,1,0.010807,6.496771,[ 44 191] ; [ 50 119],[ 54.67821782 180.32178218] ; [ 39.32178218 129.67821782],0
a5,1,0.011229,6.428684,[141  94] ; [122  47],[152.98267327  82.01732673] ; [110.01732673  58.98267327],0
v3,1,0.01178,6.343675,[ 65 163] ; [63 91],[ 76.39790576 151.60209424] ; [ 51.60209424 102.39790576],0
d4,1,0.012228,6.277439,[171  62] ; [141  27],[181.28678304  51.71321696] ; [130.71321696  37.28678304],0
u3,1,0.014641,5.95918,[40 46] ; [31 14],[46.61068702 39.38931298] ; [24.38931298 20.61068702],0
r1,1,0.015109,5.903664,[157  76] ; [131  36],[167.76  65.24] ; [120.24  46.76],0
u4,1,0.017581,5.637438,[  1 234] ; [  6 163],[  4.07178218 230.92821782] ; [  2.92821782 166.07178218],0
s1,1,0.02697,4.892736,[  6 226] ; [ 12 153],[ 10.51889169 221.48110831] ; [  7.48110831 157.51889169],0
n6,1,0.032659,4.563565,[167  67] ; [134  32],[176.085  57.915] ; [124.915  41.085],0
b5,1,0.050421,3.827398,[136  99] ; [114  55],[145.42079208  89.57920792] ; [104.57920792  64.42079208],0
a3,1,0.061649,3.492451,[149  84] ; [123  46],[157.65174129  75.34825871] ; [114.34825871  54.65174129],0
n1,1,0.069067,3.305054,[27 56] ; [22 23],[31.7734375 51.2265625] ; [17.2265625 27.7734375],0
n2,1,0.100303,2.700721,[52 32] ; [35 11],[56.21538462 27.78461538] ; [30.78461538 15.21538462],0
a4,1,0.160641,1.968178,[ 98 135] ; [83 86],[104.9079602 128.0920398] ; [76.0920398 92.9079602],0
p11,1,0.194636,1.682175,[151  84] ; [119  50],[157.05445545  77.94554455] ; [112.94554455  56.05445545],0
a8,1,0.194877,1.680354,[ 26 190] ; [ 26 129],[ 30.27493261 185.72506739] ; [ 21.72506739 133.27493261],0
d3,1,0.198672,1.652114,[137  97] ; [109  59],[143.19402985  90.80597015] ; [102.80597015  65.19402985],0
u2,1,0.213568,1.547074,[43 41] ; [27 16],[46.2992126 37.7007874] ; [23.7007874 19.2992126],0
a7,1,0.233023,1.422315,[148  85] ; [117  52],[153.59452736  79.40547264] ; [111.40547264  57.59452736],0
n3,1,0.235938,1.404703,[54 27] ; [36 11],[56.953125 24.046875] ; [33.046875 13.953125],0
p5,1,0.296135,1.091519,[ 14 220] ; [  6 158],[ 11.75879397 222.24120603] ; [  8.24120603 155.75879397],0
p1,1,0.474046,0.512529,[ 15 219] ; [  8 161],[ 13.35483871 220.64516129] ; [  9.64516129 159.35483871],0
b4,1,0.562865,0.334767,[143  92] ; [98 71],[140.18564356  94.81435644] ; [100.81435644  68.18564356],0
a6,1,0.622327,0.24261,[158  77] ; [109  59],[155.69478908  79.30521092] ; [111.30521092  56.69478908],0
b3,1,0.640309,0.218339,[58 80] ; [45 70],[56.18181818 81.81818182] ; [46.81818182 68.18181818],0
b2,1,0.640309,0.218339,[58 80] ; [45 70],[56.18181818 81.81818182] ; [46.81818182 68.18181818],0
b1,1,0.714909,0.133423,[100 135] ; [75 94],[101.79455446 133.20544554] ; [73.20544554 95.79455446],0
a1,1,0.869065,0.027174,[ 13 222] ; [ 10 159],[ 13.37871287 221.62128713] ; [  9.62128713 159.37871287],0
