Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,3.5e-05,17.105931,[ 98 163] ; [34 15],[111.13548387 149.86451613] ; [20.86451613 28.13548387],1
u2,1,0.742648,0.107812,[43 21] ; [3 2],[42.66666667 21.33333333] ; [3.33333333 1.66666667],0
s2,1,0.773386,0.082915,[186  83] ; [37 15],[186.87538941  82.12461059] ; [36.12461059 15.87538941],0
d3,1,0.782431,0.07626,[189  84] ; [37 15],[189.84  83.16] ; [36.16 15.84],0
r3,1,0.784533,0.074757,[266   7] ; [51  1],[266.28   6.72] ; [50.72  1.28],0
a8,1,0.843726,0.03886,[ 43 207] ; [ 9 40],[ 43.47826087 206.52173913] ; [ 8.52173913 40.47826087],0
d1,1,0.857569,0.032209,[182  91] ; [34 18],[181.44  91.56] ; [34.56 17.44],0
a4,1,0.922695,0.009417,[128 145] ; [24 28],[127.68 145.32] ; [24.32 27.68],0
d5,1,0.938654,0.005923,[229  43] ; [44  8],[229.18518519  42.81481481] ; [43.81481481  8.18518519],0
v4,1,0.95652,0.002973,[261  10] ; [50  2],[260.93188854  10.06811146] ; [50.06811146  1.93188854],0
a5,1,0.975423,0.000949,[221  52] ; [42 10],[220.92  52.08] ; [42.08  9.92],0
