Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,3.5e-05,17.105931,[ 98 163] ; [34 15],[111.13548387 149.86451613] ; [20.86451613 28.13548387],1
p1,1,5.3e-05,16.347455,[ 16 256] ; [12 40],[ 23.50617284 248.49382716] ; [ 4.49382716 47.50617284],1
p8,1,8.3e-05,15.49385,[160 107] ; [46  6],[172.4200627  94.5799373] ; [33.5799373 18.4200627],1
p12,1,8.8e-05,15.37606,[ 25 245] ; [15 37],[ 33.54037267 236.45962733] ; [ 6.45962733 45.54037267],1
p4,1,0.000211,13.729631,[175  97] ; [47  5],[186.37037037  85.62962963] ; [35.62962963 16.37037037],1
s7,1,0.000224,13.616071,[189  77] ; [47  2],[199.28888889  66.71111111] ; [36.71111111 12.28888889],1
p3,1,0.000268,13.282204,[152 121] ; [43  9],[163.8 109.2] ; [31.2 20.8],1
p6,1,0.000628,11.691359,[118 152] ; [35 15],[129.09375 140.90625] ; [23.90625 26.09375],1
p7,1,0.000772,11.306949,[189  75] ; [47  3],[198.42038217  65.57961783] ; [37.57961783 12.42038217],1
a1,1,0.00138,10.23228,[ 11 262] ; [ 8 44],[ 15.96 257.04] ; [ 3.04 48.96],0
b5,1,0.003298,8.634987,[170 103] ; [21 31],[160.44 112.56] ; [30.56 21.44],0
v3,1,0.010283,6.585265,[122 142] ; [33 17],[130.31847134 133.68152866] ; [24.68152866 25.31847134],0
v1,1,0.011322,6.414113,[157 106] ; [40 11],[165.00318471  97.99681529] ; [31.99681529 19.00318471],0
u4,1,0.013461,6.10745,[  7 266] ; [ 5 47],[ 10.08 262.92] ; [ 1.92 50.08],0
s1,1,0.026668,4.912178,[  8 260] ; [ 5 47],[ 10.8875 257.1125] ; [ 2.1125 49.8875],0
a3,1,0.027956,4.830754,[209  63] ; [47  5],[214.91358025  57.08641975] ; [41.08641975 10.91358025],0
a2,1,0.113252,2.508243,[ 76 197] ; [ 9 43],[ 71.4 201.6] ; [13.6 38.4],0
p10,1,0.132116,2.267467,[242  29] ; [49  2],[244.90993789  26.09006211] ; [46.09006211  4.90993789],0
u1,1,0.13497,2.234384,[ 62 211] ; [ 7 45],[ 57.96 215.04] ; [11.04 40.96],0
n5,1,0.170446,1.879018,[218  53] ; [46  6],[221.49845201  49.50154799] ; [42.50154799  9.49845201],0
n4,1,0.18867,1.727975,[227  46] ; [47  5],[230.16  42.84] ; [43.84  8.16],0
r1,1,0.274459,1.194325,[223  48] ; [46  6],[225.69349845  45.30650155] ; [43.30650155  8.69349845],0
p9,1,0.281974,1.157552,[249  22] ; [50  2],[250.86377709  20.13622291] ; [48.13622291  3.86377709],0
n6,1,0.293325,1.104296,[237  35] ; [48  4],[239.25925926  32.74074074] ; [45.74074074  6.25925926],0
d4,1,0.30149,1.067591,[231  41] ; [47  5],[233.38271605  38.61728395] ; [44.61728395  7.38271605],0
s6,1,0.323798,0.973546,[224  46] ; [46  6],[226.39751553  43.60248447] ; [43.60248447  8.39751553],0
b1,1,0.324976,0.968814,[101 172] ; [23 29],[104.16 168.84] ; [19.84 32.16],0
n2,1,0.352486,0.864488,[35 15] ; [10  2],[36.29032258 13.70967742] ; [8.70967742 3.29032258],0
d2,1,0.394061,0.726373,[154 119] ; [26 26],[151.2 121.8] ; [28.8 23.2],0
b4,1,0.426935,0.631148,[158 115] ; [27 25],[155.4 117.6] ; [29.6 22.4],0
p2,1,0.432828,0.615223,[235  37] ; [47  5],[236.74074074  35.25925926] ; [45.25925926  6.74074074],0
b2,1,0.45329,0.562413,[ 84 109] ; [20 20],[ 86.14592275 106.85407725] ; [17.85407725 22.14592275],0
b3,1,0.45329,0.562413,[ 84 109] ; [20 20],[ 86.14592275 106.85407725] ; [17.85407725 22.14592275],0
a6,1,0.453426,0.562074,[182  90] ; [32 20],[179.65432099  92.34567901] ; [34.34567901 17.65432099],0
n1,1,0.512691,0.428571,[19 29] ; [6 6],[20. 28.] ; [5. 7.],0
v2,1,0.543241,0.369566,[161 101] ; [33 17],[162.91025641  99.08974359] ; [31.08974359 18.91025641],0
s4,1,0.557118,0.344719,[ 51 220] ; [ 8 44],[ 49.50154799 221.49845201] ; [ 9.49845201 42.50154799],0
r4,1,0.62697,0.236192,[252  21] ; [49  3],[252.84  20.16] ; [48.16  3.84],0
n3,1,0.636681,0.223109,[34 16] ; [9 3],[34.67741935 15.32258065] ; [8.32258065 3.67741935],0
s3,1,0.675058,0.175742,[198  69] ; [40 12],[199.20376176  67.79623824] ; [38.79623824 13.20376176],0
a7,1,0.6926,0.156285,[186  86] ; [37 15],[187.20987654  84.79012346] ; [35.79012346 16.20987654],0
r2,1,0.699929,0.148545,[255  14] ; [49  2],[255.55  13.45] ; [48.45  2.55],0
u3,1,0.742648,0.107812,[43 21] ; [3 2],[42.66666667 21.33333333] ; [3.33333333 1.66666667],0
