Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.001321,10.313254,[40  3] ; [1 2],[38.32608696  4.67391304] ; [2.67391304 0.32608696],0
n5,1,0.001321,10.313254,[40  3] ; [1 2],[38.32608696  4.67391304] ; [2.67391304 0.32608696],0
d5,1,0.097813,2.740842,[33 10] ; [1 2],[31.7826087 11.2173913] ; [2.2173913 0.7826087],0
a1,1,0.196042,1.67162,[ 4 39] ; [1 2],[ 4.67391304 38.32608696] ; [0.32608696 2.67391304],0
s3,1,0.204894,1.607143,[29 13] ; [1 2],[28. 14.] ; [2. 1.],0
p7,1,0.217539,1.520531,[28 13] ; [1 2],[27.02272727 13.97727273] ; [1.97727273 1.02272727],0
s6,1,0.245159,1.350682,[34  4] ; [2 1],[33.36585366  4.63414634] ; [2.63414634 0.36585366],0
d1,1,0.356127,0.851504,[26 17] ; [1 2],[25.23913043 17.76086957] ; [1.76086957 1.23913043],0
r4,1,0.366244,0.816367,[37  6] ; [2 1],[36.45652174  6.54347826] ; [2.54347826 0.45652174],0
p6,1,0.422678,0.642857,[24 18] ; [1 2],[23.33333333 18.66666667] ; [1.66666667 1.33333333],0
p12,1,0.465728,0.532095,[ 7 35] ; [1 2],[ 7.46666667 34.53333333] ; [0.53333333 2.46666667],0
v1,1,0.549773,0.357724,[21 20] ; [1 2],[20.5 20.5] ; [1.5 1.5],0
p2,1,0.550097,0.357143,[34  8] ; [2 1],[33.6  8.4] ; [2.4 0.6],0
b5,1,0.603236,0.270143,[22 21] ; [2 1],[22.43478261 20.56521739] ; [1.56521739 1.43478261],0
u3,1,0.604773,0.267857,[6 6] ; [2 1],[6.4 5.6] ; [1.6 1.4],0
d4,1,0.614569,0.253575,[34  9] ; [2 1],[33.65217391  9.34782609] ; [2.34782609 0.65217391],0
a5,1,0.614569,0.253575,[34  9] ; [2 1],[33.65217391  9.34782609] ; [2.34782609 0.65217391],0
s5,1,0.667258,0.184827,[21 18] ; [2 1],[21.35714286 17.64285714] ; [1.64285714 1.35714286],0
p4,1,0.71077,0.13751,[32 10] ; [2 1],[31.73333333 10.26666667] ; [2.26666667 0.73333333],0
p8,1,0.71077,0.13751,[32 10] ; [2 1],[31.73333333 10.26666667] ; [2.26666667 0.73333333],0
b1,1,0.713906,0.134407,[24 19] ; [2 1],[24.30434783 18.69565217] ; [1.69565217 1.30434783],0
s2,1,0.771806,0.084108,[25 18] ; [2 1],[25.23913043 17.76086957] ; [1.76086957 1.23913043],0
b4,1,0.831488,0.045281,[26 17] ; [2 1],[26.17391304 16.82608696] ; [1.82608696 1.17391304],0
a7,1,0.831488,0.045281,[26 17] ; [2 1],[26.17391304 16.82608696] ; [1.82608696 1.17391304],0
p3,1,0.910149,0.012735,[30 13] ; [2 1],[29.91304348 13.08695652] ; [2.08695652 0.91304348],0
d3,1,0.977908,0.000767,[29 14] ; [2 1],[28.97826087 14.02173913] ; [2.02173913 0.97826087],0
