Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,26.101049,[20 22] ; [95 14],[31.98675497 10.01324503] ; [83.01324503 25.98675497],1
n6,1,0.000172,14.118544,[29 13] ; [101   8],[36.1589404  5.8410596] ; [93.8410596 15.1589404],1
b3,1,0.004572,8.041354,[ 4 23] ; [30 35],[ 9.97826087 17.02173913] ; [24.02173913 40.97826087],0
b2,1,0.004572,8.041354,[ 4 23] ; [30 35],[ 9.97826087 17.02173913] ; [24.02173913 40.97826087],0
s7,1,0.021545,5.282163,[24 16] ; [82 22],[29.44444444 10.55555556] ; [76.55555556 27.44444444],0
p7,1,0.044431,4.040091,[31 10] ; [63 46],[25.69333333 15.30666667] ; [68.30666667 40.69333333],0
n3,1,0.074545,3.17999,[11  1] ; [22 12],[8.60869565 3.39130435] ; [24.39130435  9.60869565],0
n1,1,0.078169,3.102559,[ 2 10] ; [15 18],[4.53333333 7.46666667] ; [12.46666667 20.53333333],0
b4,1,0.090148,2.871727,[28 14] ; [56 53],[23.36423841 18.63576159] ; [60.63576159 48.36423841],0
v3,1,0.116818,2.459475,[10 31] ; [40 65],[14.04109589 26.95890411] ; [35.95890411 69.04109589],0
a7,1,0.134295,2.242143,[33  9] ; [72 37],[29.20529801 12.79470199] ; [75.79470199 33.20529801],0
r3,1,0.193242,1.692726,[41  1] ; [100   9],[39.21854305  2.78145695] ; [101.78145695   7.21854305],0
n2,1,0.247925,1.334958,[6 6] ; [24 11],[7.65957447 4.34042553] ; [22.34042553 12.65957447],0
r2,1,0.252369,1.310141,[36  5] ; [101   7],[37.69798658  3.30201342] ; [99.30201342  8.69798658],0
r1,1,0.285074,1.142739,[31 11] ; [89 20],[33.37748344  8.62251656] ; [86.62251656 22.37748344],0
p12,1,0.289138,1.123633,[ 2 40] ; [11 97],[ 3.64 38.36] ; [ 9.36 98.64],0
b1,1,0.303228,1.059943,[15 27] ; [49 60],[17.8013245 24.1986755] ; [46.1986755 62.8013245],0
p11,1,0.329662,0.950227,[30 12] ; [86 23],[32.26490066  9.73509934] ; [83.73509934 25.26490066],0
s4,1,0.344205,0.894706,[12 30] ; [23 85],[ 9.8 32.2] ; [25.2 82.8],0
d3,1,0.346389,0.886642,[30 12] ; [69 40],[27.53642384 14.46357616] ; [71.46357616 37.53642384],0
s3,1,0.347492,0.882595,[28 14] ; [81 28],[30.31788079 11.68211921] ; [78.68211921 30.31788079],0
