Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,43.454294,[183 113] ; [ 42 105],[150.33860045 145.66139955] ; [74.66139955 72.33860045],1
r3,1,1.3e-05,18.977645,[299   4] ; [134  15],[290.26327434  12.73672566] ; [142.73672566   6.26327434],1
d4,1,0.00371,8.4204,[264  39] ; [113  35],[253.28381375  49.71618625] ; [123.71618625  24.28381375],0
d1,1,0.003712,8.419611,[202 102] ; [78 71],[187.90286976 116.09713024] ; [92.09713024 56.90286976],0
s4,1,0.007855,7.066153,[ 38 262] ; [ 33 114],[ 47.65100671 252.34899329] ; [ 23.34899329 123.65100671],0
d3,1,0.011481,6.389325,[226  77] ; [94 55],[214.51327434  88.48672566] ; [105.48672566  43.51327434],0
b1,1,0.012775,6.200052,[104 200] ; [69 80],[116.09713024 187.90286976] ; [56.90286976 92.09713024],0
r4,1,0.019159,5.486905,[292  12] ; [135  14],[286.55187638  17.44812362] ; [140.44812362   8.55187638],0
p3,1,0.020465,5.371816,[180 119] ; [72 76],[168.56375839 130.43624161] ; [83.43624161 64.56375839],0
s7,1,0.02229,5.223014,[165 124] ; [63 76],[153.95327103 135.04672897] ; [74.04672897 64.95327103],0
p2,1,0.024105,5.087087,[265  35] ; [119  29],[257.14285714  42.85714286] ; [126.85714286  21.14285714],0
p6,1,0.027475,4.860728,[138 155] ; [53 94],[127.18863636 165.81136364] ; [63.81136364 83.18863636],0
a6,1,0.037493,4.327861,[212  90] ; [90 59],[202.22616408  99.77383592] ; [99.77383592 49.22616408],0
p7,1,0.042494,4.115436,[208  84] ; [90 56],[198.66666667  93.33333333] ; [99.33333333 46.66666667],0
v4,1,0.101283,2.685226,[297   6] ; [141   7],[294.26607539   8.73392461] ; [143.73392461   4.26607539],0
a5,1,0.106275,2.608763,[241  63] ; [108  41],[234.20750552  69.79249448] ; [114.79249448  34.20750552],0
p11,1,0.112474,2.519104,[248  56] ; [112  37],[241.58940397  62.41059603] ; [118.41059603  30.58940397],0
n6,1,0.11824,2.440482,[263  36] ; [123  26],[257.62053571  41.37946429] ; [128.37946429  20.62053571],0
u1,1,0.11965,2.421898,[ 68 236] ; [ 24 125],[ 61.73951435 242.26048565] ; [ 30.26048565 118.73951435],0
p10,1,0.130684,2.284366,[255  42] ; [118  29],[249.50675676  47.49324324] ; [123.49324324  23.50675676],0
s8,1,0.131828,2.270848,[158 141] ; [67 81],[150.5033557 148.4966443] ; [74.4966443 73.5033557],0
d5,1,0.146733,2.10589,[258  45] ; [118  30],[252.61197339  50.38802661] ; [123.38802661  24.61197339],0
p9,1,0.150075,2.071489,[265  32] ; [125  23],[260.29213483  36.70786517] ; [129.70786517  18.29213483],0
s1,1,0.159717,1.9769,[  7 292] ; [  7 138],[  9.42792793 289.57207207] ; [  4.57207207 140.42792793],0
d2,1,0.182023,1.781026,[158 144] ; [68 81],[151.33481153 150.66518847] ; [74.66518847 74.33481153],0
a7,1,0.192391,1.69921,[227  76] ; [103  46],[221.21681416  81.78318584] ; [108.78318584  40.21681416],0
r1,1,0.207132,1.59136,[263  40] ; [121  26],[258.56  44.44] ; [125.44  21.56],0
a3,1,0.240605,1.377045,[230  73] ; [104  43],[224.89333333  78.10666667] ; [109.10666667  37.89333333],0
p8,1,0.242954,1.363372,[176 118] ; [80 68],[170.28054299 123.71945701] ; [85.71945701 62.28054299],0
a2,1,0.272856,1.202332,[ 84 220] ; [ 34 115],[ 79.18763797 224.81236203] ; [ 38.81236203 110.18763797],0
p4,1,0.292571,1.107752,[199  99] ; [92 57],[194. 104.] ; [97. 52.],0
p12,1,0.311868,1.022748,[ 31 267] ; [ 11 137],[ 28.06278027 269.93721973] ; [ 13.93721973 134.06278027],0
n1,1,0.36131,0.833333,[22 26] ; [18 14],[24. 24.] ; [16. 16.],0
s2,1,0.370912,0.800606,[168 131] ; [76 71],[163.57847534 135.42152466] ; [80.42152466 66.57847534],0
n2,1,0.424428,0.638021,[37 11] ; [27  5],[38.4  9.6] ; [25.6  6.4],0
