Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,0.0,25.621691,[75 14] ; [89 81],[56.35521236 32.64478764] ; [107.64478764  62.35521236],1
p6,1,2e-06,23.059291,[27 61] ; [ 13 155],[13.75 74.25] ; [ 26.25 141.75],1
p3,1,1.6e-05,18.595439,[39 51] ; [ 31 138],[24.32432432 65.67567568] ; [ 45.67567568 123.32432432],1
r4,1,0.003843,8.356626,[75 15] ; [113  57],[65.07692308 24.92307692] ; [122.92307692  47.07692308],0
p4,1,0.007659,7.111472,[38 52] ; [ 44 125],[28.49420849 61.50579151] ; [ 53.50579151 115.49420849],0
r3,1,0.009078,6.807476,[83  7] ; [134  34],[75.69767442 14.30232558] ; [141.30232558  26.69767442],0
p9,1,0.016301,5.770066,[66 24] ; [96 69],[57.17647059 32.82352941] ; [104.82352941  60.17647059],0
a1,1,0.02633,4.934223,[ 1 89] ; [ 13 157],[ 4.84615385 85.15384615] ; [  9.15384615 160.84615385],0
s8,1,0.033994,4.495025,[22 67] ; [ 24 146],[15.80694981 73.19305019] ; [ 30.19305019 139.80694981],0
p10,1,0.036138,4.390584,[59 30] ; [88 79],[51.10546875 37.89453125] ; [95.89453125 71.10546875],0
v1,1,0.04682,3.951833,[38 48] ; [ 53 115],[30.81102362 55.18897638] ; [ 60.18897638 107.81102362],0
n3,1,0.058952,3.566613,[21  5] ; [39 26],[17.14285714  8.85714286] ; [42.85714286 22.14285714],0
v2,1,0.072259,3.230956,[45 42] ; [65 98],[38.28 48.72] ; [71.72 91.28],0
s7,1,0.074948,3.171182,[25 61] ; [ 31 131],[19.41935484 66.58064516] ; [ 36.58064516 125.41935484],0
v4,1,0.077065,3.125744,[78 10] ; [135  34],[72.93385214 15.06614786] ; [140.06614786  28.93385214],0
u2,1,0.093105,2.81986,[20 12] ; [26 33],[16.17582418 15.82417582] ; [29.82417582 29.17582418],0
r1,1,0.102422,2.667419,[65 24] ; [107  63],[59.1042471 29.8957529] ; [112.8957529  57.1042471],0
a8,1,0.103594,2.649322,[12 65] ; [ 14 149],[ 8.34166667 68.65833333] ; [ 17.65833333 145.34166667],0
s3,1,0.106012,2.612693,[25 63] ; [ 33 136],[19.85992218 68.14007782] ; [ 38.14007782 130.85992218],0
s6,1,0.125475,2.347611,[39 50] ; [ 58 112],[33.33204633 55.66795367] ; [ 63.66795367 106.33204633],0
s5,1,0.208789,1.579806,[18 71] ; [ 23 140],[14.48015873 74.51984127] ; [ 26.51984127 136.48015873],0
u3,1,0.208873,1.579217,[19 15] ; [25 34],[16.08602151 17.91397849] ; [27.91397849 31.08602151],0
n6,1,0.215546,1.533781,[69 21] ; [118  52],[64.73076923 25.26923077] ; [122.26923077  47.73076923],0
a6,1,0.249406,1.326627,[55 35] ; [116  54],[59.19230769 30.80769231] ; [111.80769231  58.19230769],0
b3,1,0.265953,1.2375,[20 36] ; [44 54],[23.27272727 32.72727273] ; [40.72727273 57.27272727],0
b2,1,0.265953,1.2375,[20 36] ; [44 54],[23.27272727 32.72727273] ; [40.72727273 57.27272727],0
u1,1,0.285904,1.138808,[13 77] ; [ 17 153],[10.38461538 79.61538462] ; [ 19.61538462 150.38461538],0
p5,1,0.312174,1.021457,[ 7 83] ; [  8 162],[ 5.19230769 84.80769231] ; [  9.80769231 160.19230769],0
p1,1,0.314881,1.01009,[ 4 86] ; [ 13 156],[ 5.90733591 84.09266409] ; [ 11.09266409 157.90733591],0
a4,1,0.342489,0.901092,[33 56] ; [73 96],[36.56589147 52.43410853] ; [69.43410853 99.56589147],0
s1,1,0.352569,0.86419,[ 1 88] ; [  5 164],[ 2.06976744 86.93023256] ; [  3.93023256 165.06976744],0
n1,1,0.413982,0.667336,[ 7 19] ; [24 43],[ 8.66666667 17.33333333] ; [22.33333333 44.66666667],0
n2,1,0.422718,0.642746,[18  8] ; [41 27],[16.31914894  9.68085106] ; [42.68085106 25.31914894],0
d1,1,0.46116,0.543077,[37 53] ; [78 92],[39.80769231 50.19230769] ; [75.19230769 94.80769231],0
p11,1,0.490975,0.474388,[60 30] ; [106  64],[57.46153846 32.53846154] ; [108.53846154  61.46153846],0
r2,1,0.520087,0.413721,[77 11] ; [142  26],[75.28125 12.71875] ; [143.71875  24.28125],0
d5,1,0.545147,0.366083,[63 27] ; [125  45],[65.07692308 24.92307692] ; [122.92307692  47.07692308],0
v3,1,0.567072,0.327607,[27 61] ; [ 45 120],[25.04347826 62.95652174] ; [ 46.95652174 118.04347826],0
a3,1,0.659285,0.194393,[56 33] ; [111  58],[57.60852713 31.39147287] ; [109.39147287  59.60852713],0
n5,1,0.713472,0.134833,[58 32] ; [105  64],[56.64092664 33.35907336] ; [106.35907336  62.64092664],0
p12,1,0.727855,0.12109,[ 2 88] ; [  5 164],[ 2.43243243 87.56756757] ; [  4.56756757 164.43243243],0
d4,1,0.739681,0.110408,[67 22] ; [124  45],[65.8875969 23.1124031] ; [125.1124031  43.8875969],0
s4,1,0.804052,0.061557,[10 80] ; [ 17 151],[ 9.41860465 80.58139535] ; [ 17.58139535 150.41860465],0
d3,1,0.80655,0.059966,[52 37] ; [102  68],[52.91891892 36.08108108] ; [101.08108108  68.91891892],0
b5,1,0.846912,0.037272,[53 37] ; [98 72],[52.26923077 37.73076923] ; [98.73076923 71.26923077],0
b4,1,0.869029,0.02719,[56 34] ; [104  66],[55.38461538 34.61538462] ; [104.61538462  65.38461538],0
d2,1,0.900609,0.015598,[37 53] ; [70 97],[37.47081712 52.52918288] ; [69.52918288 97.47081712],0
b1,1,0.91896,0.010352,[37 53] ; [71 99],[37.38461538 52.61538462] ; [70.61538462 99.38461538],0
a5,1,0.926491,0.008512,[54 36] ; [103  67],[54.34615385 35.65384615] ; [102.65384615  67.34615385],0
a2,1,0.927333,0.008318,[16 74] ; [ 31 139],[16.26923077 73.73076923] ; [ 30.73076923 139.26923077],0
a7,1,0.927366,0.00831,[57 33] ; [108  61],[57.33590734 32.66409266] ; [107.66409266  61.33590734],0
n4,1,0.939987,0.005668,[61 29] ; [116  54],[61.26923077 28.73076923] ; [115.73076923  54.26923077],0
