Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,281.062807,[287  67] ; [ 41 244],[181.70892019 172.29107981] ; [146.29107981 138.70892019],1
s6,1,0.0,121.950486,[301  50] ; [125 157],[236.21800948 114.78199052] ; [189.78199052  92.21800948],1
s7,1,0.0,75.802046,[216 125] ; [ 75 194],[162.67377049 178.32622951] ; [128.32622951 140.67377049],1
s8,1,0.0,64.486764,[199 153] ; [ 71 214],[149.19937206 202.80062794] ; [120.80062794 164.19937206],1
s5,1,0.0,27.73064,[135 200] ; [ 58 224],[104.78930308 230.21069692] ; [ 88.21069692 193.78930308],1
s4,1,0.000376,12.649263,[ 76 275] ; [ 31 251],[ 59.33175355 291.66824645] ; [ 47.66824645 234.33175355],1
s1,1,0.001408,10.195772,[ 18 331] ; [  2 283],[ 11.00946372 337.99053628] ; [  8.99053628 276.00946372],0
r2,1,0.00265,9.033777,[344   6] ; [269  18],[336.81318681  13.18681319] ; [276.18681319  10.81318681],0
p12,1,0.00378,8.38669,[ 40 313] ; [ 14 271],[ 29.87774295 323.12225705] ; [ 24.12225705 260.87774295],0
n5,1,0.007636,7.116809,[272  82] ; [192  93],[257.05164319  96.94835681] ; [206.94835681  78.05164319],0
d2,1,0.018532,5.545176,[182 170] ; [122 166],[167.2 184.8] ; [136.8 151.2],0
u4,1,0.020038,5.408602,[ 12 342] ; [  2 286],[  7.71962617 346.28037383] ; [  6.28037383 281.71962617],0
p9,1,0.024661,5.047557,[307  43] ; [230  53],[296.91943128  53.08056872] ; [240.08056872  42.91943128],0
r1,1,0.026707,4.909645,[301  50] ; [227  60],[290.48275862  60.51724138] ; [237.51724138  49.48275862],0
d1,1,0.027764,4.842662,[234 120] ; [166 122],[220.56074766 133.43925234] ; [179.43925234 108.56074766],0
r4,1,0.050202,3.834705,[335  19] ; [261  27],[328.63551402  25.36448598] ; [267.36448598  20.63551402],0
u1,1,0.071474,3.248831,[ 86 268] ; [ 53 235],[ 76.64485981 277.35514019] ; [ 62.35514019 225.64485981],0
p4,1,0.074653,3.177636,[225 127] ; [163 123],[214.06896552 137.93103448] ; [173.93103448 112.06896552],0
n4,1,0.094552,2.795118,[274  79] ; [207  81],[264.88767551  88.11232449] ; [216.11232449  71.88767551],0
p2,1,0.113691,2.502146,[306  48] ; [235  52],[298.77379095  55.22620905] ; [242.22620905  44.77379095],0
p10,1,0.121076,2.403352,[296  54] ; [226  57],[288.62559242  61.37440758] ; [233.37440758  49.62559242],0
r3,1,0.124075,2.365115,[342  10] ; [273  15],[338.25  13.75] ; [276.75  11.25],0
p7,1,0.134132,2.244013,[224 116] ; [170 113],[215.02407705 124.97592295] ; [178.97592295 104.02407705],0
a2,1,0.161499,1.960135,[110 244] ; [ 75 213],[102.00934579 251.99065421] ; [ 82.99065421 205.00934579],0
u3,1,0.175174,1.838102,[67 30] ; [53 36],[62.58064516 34.41935484] ; [57.41935484 31.58064516],0
p6,1,0.179787,1.799387,[136 214] ; [ 95 187],[127.92721519 222.07278481] ; [103.07278481 178.92721519],0
d4,1,0.196839,1.665676,[305  47] ; [239  49],[299.2  52.8] ; [244.8  43.2],0
p1,1,0.242911,1.363623,[ 35 317] ; [ 21 266],[ 30.84820031 321.15179969] ; [ 25.15179969 261.84820031],0
b4,1,0.244776,1.352877,[214 140] ; [161 127],[206.77570093 147.22429907] ; [168.22429907 119.77570093],0
p5,1,0.276382,1.184797,[ 44 307] ; [ 28 258],[ 39.67346939 311.32653061] ; [ 32.32653061 253.67346939],0
n6,1,0.280704,1.16368,[301  50] ; [238  50],[296.07042254  54.92957746] ; [242.92957746  45.07042254],0
b1,1,0.288884,1.124816,[131 223] ; [ 95 193],[124.61682243 229.38317757] ; [101.38317757 186.61682243],0
n2,1,0.336298,0.924495,[56 17] ; [48 21],[53.46478873 19.53521127] ; [50.53521127 18.46478873],0
d3,1,0.339369,0.912813,[282  70] ; [221  66],[277.0829421  74.9170579] ; [225.9170579  61.0829421],0
p3,1,0.343635,0.896823,[182 169] ; [138 149],[176.05015674 174.94984326] ; [143.94984326 143.05015674],0
u2,1,0.346965,0.884525,[60 37] ; [49 40],[56.84408602 40.15591398] ; [52.15591398 36.84408602],0
a3,1,0.368807,0.80768,[255  98] ; [198  89],[249.8578125 103.1421875] ; [203.1421875  83.8578125],0
v3,1,0.405587,0.691699,[135 202] ; [103 177],[129.99351702 207.00648298] ; [108.00648298 171.99351702],0
a8,1,0.419263,0.652379,[ 48 279] ; [ 31 220],[ 44.69377163 282.30622837] ; [ 34.30622837 216.69377163],0
n1,1,0.419866,0.65069,[28 44] ; [22 46],[25.71428571 46.28571429] ; [24.28571429 43.71428571],0
v2,1,0.433905,0.612348,[199 136] ; [157 122],[194.23452769 140.76547231] ; [161.76547231 117.23452769],0
n3,1,0.439454,0.597708,[56 17] ; [49 20],[53.97887324 19.02112676] ; [51.02112676 17.97887324],0
a6,1,0.510368,0.433312,[269  82] ; [227  61],[272.45070423  78.54929577] ; [223.54929577  64.45070423],0
a5,1,0.522005,0.409931,[266  88] ; [210  78],[262.46728972  91.53271028] ; [213.53271028  74.46728972],0
v1,1,0.586403,0.295996,[184 155] ; [149 137],[180.6192 158.3808] ; [152.3808 133.6192],0
b5,1,0.587252,0.294657,[230 124] ; [193  95],[233.24299065 120.75700935] ; [189.75700935  98.24299065],0
p11,1,0.710872,0.137407,[276  78] ; [221  67],[274.04672897  79.95327103] ; [222.95327103  65.04672897],0
d5,1,0.734283,0.115215,[291  61] ; [241  47],[292.6  59.4] ; [239.4  48.6],0
a1,1,0.827526,0.04747,[ 16 338] ; [ 12 276],[ 15.43925234 338.56074766] ; [ 12.56074766 275.43925234],0
b2,1,0.921531,0.009703,[ 73 134] ; [ 59 106],[ 73.4516129 133.5483871] ; [ 58.5483871 106.4516129],0
b3,1,0.921531,0.009703,[ 73 134] ; [ 59 106],[ 73.4516129 133.5483871] ; [ 58.5483871 106.4516129],0
a4,1,0.922921,0.009361,[158 196] ; [127 160],[157.39469579 196.60530421] ; [127.60530421 159.39469579],0
p8,1,0.982173,0.000499,[187 165] ; [149 131],[187.13924051 164.86075949] ; [148.86075949 131.13924051],0
