Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,5.6e-05,16.220397,[49 73] ; [25  6],[59.00653595 62.99346405] ; [14.99346405 16.00653595],1
s5,1,0.000319,12.953868,[18 99] ; [13 15],[25.0137931 91.9862069] ; [ 5.9862069 22.0137931],1
s2,1,0.003232,8.671447,[40 83] ; [19 12],[47.12337662 75.87662338] ; [11.87662338 19.12337662],0
a6,1,0.023731,5.114178,[73 49] ; [12 20],[67.33766234 54.66233766] ; [17.66233766 14.33766234],0
n5,1,0.029113,4.760947,[82 39] ; [15 17],[76.7124183 44.2875817] ; [20.2875817 11.7124183],0
v2,1,0.033396,4.525367,[42 72] ; [18 13],[47.17241379 66.82758621] ; [12.82758621 18.17241379],0
p9,1,0.033572,4.516357,[57 61] ; [21  9],[62.18918919 55.81081081] ; [15.81081081 14.18918919],0
a2,1,0.042477,4.116091,[27 96] ; [ 2 30],[23.01290323 99.98709677] ; [ 5.98709677 26.01290323],0
d3,1,0.04829,3.89988,[60 62] ; [22 10],[64.96103896 57.03896104] ; [17.03896104 14.96103896],0
s3,1,0.06274,3.463436,[52 70] ; [19 12],[56.61437908 65.38562092] ; [14.38562092 16.61437908],0
n6,1,0.128979,2.304746,[78 44] ; [25  7],[81.5974026 40.4025974] ; [21.4025974 10.5974026],0
p10,1,0.146584,2.107448,[56 64] ; [19 12],[59.60264901 60.39735099] ; [15.39735099 15.60264901],0
r2,1,0.150683,2.065327,[100  20] ; [29  2],[102.51655629  17.48344371] ; [26.48344371  4.51655629],0
a8,1,0.158089,1.99241,[ 14 105] ; [ 1 30],[ 11.9 107.1] ; [ 3.1 27.9],0
p3,1,0.196167,1.670685,[25 97] ; [10 22],[27.72727273 94.27272727] ; [ 7.27272727 24.72727273],0
n4,1,0.211768,1.559299,[83 39] ; [18 14],[80.01298701 41.98701299] ; [20.98701299 11.01298701],0
d5,1,0.232833,1.423471,[82 40] ; [25  7],[84.76623377 37.23376623] ; [22.23376623  9.76623377],0
r4,1,0.243188,1.362019,[83 40] ; [25  7],[85.70322581 37.29677419] ; [22.29677419  9.70322581],0
s8,1,0.268203,1.225913,[37 85] ; [13 19],[39.61038961 82.38961039] ; [10.38961039 21.61038961],0
v4,1,0.281425,1.160198,[92 30] ; [27  5],[94.27272727 27.72727273] ; [24.72727273  7.27272727],0
b3,1,0.289344,1.122672,[35 50] ; [ 5 13],[33.00970874 51.99029126] ; [ 6.99029126 11.00970874],0
b2,1,0.289344,1.122672,[35 50] ; [ 5 13],[33.00970874 51.99029126] ; [ 6.99029126 11.00970874],0
d4,1,0.336612,0.923291,[89 33] ; [26  6],[91.1038961 30.8961039] ; [23.8961039  8.1038961],0
p6,1,0.36969,0.804706,[ 12 108] ; [ 5 27],[ 13.42105263 106.57894737] ; [ 3.57894737 28.42105263],0
u2,1,0.372808,0.794282,[25 20] ; [4 6],[23.72727273 21.27272727] ; [5.27272727 4.72727273],0
a1,1,0.395321,0.722511,[ 14 109] ; [ 2 30],[ 12.69677419 110.30322581] ; [ 3.30322581 28.69677419],0
p11,1,0.403851,0.696829,[64 59] ; [14 18],[61.89677419 61.10322581] ; [16.10322581 15.89677419],0
p1,1,0.442349,0.590183,[ 10 113] ; [ 4 28],[ 11.10967742 111.89032258] ; [ 2.89032258 29.10967742],0
r3,1,0.4752,0.509859,[96 26] ; [27  5],[97.44155844 24.55844156] ; [25.55844156  6.44155844],0
s7,1,0.493803,0.468229,[42 75] ; [12 16],[43.57241379 73.42758621] ; [10.42758621 17.57241379],0
v3,1,0.505488,0.443397,[37 75] ; [ 8 22],[35.49295775 76.50704225] ; [ 9.50704225 20.49295775],0
a3,1,0.553752,0.350638,[77 45] ; [22 10],[78.42857143 43.57142857] ; [20.57142857 11.42857143],0
p12,1,0.568601,0.325028,[  5 118] ; [ 2 29],[  5.59090909 117.40909091] ; [ 1.40909091 29.59090909],0
n3,1,0.578288,0.309011,[26 18] ; [12  6],[26.96774194 17.03225806] ; [11.03225806  6.96774194],0
b4,1,0.581286,0.30416,[72 51] ; [17 15],[70.62580645 52.37419355] ; [18.37419355 13.62580645],0
d1,1,0.603138,0.270289,[59 64] ; [17 15],[60.30967742 62.69032258] ; [15.69032258 16.30967742],0
a7,1,0.605848,0.266265,[71 51] ; [17 15],[69.71428571 52.28571429] ; [18.28571429 13.71428571],0
r1,1,0.611369,0.258186,[78 44] ; [22 10],[79.22077922 42.77922078] ; [20.77922078 11.22077922],0
n1,1,0.623865,0.240472,[21 25] ; [ 7 11],[20.125 25.875] ; [ 7.875 10.125],0
u3,1,0.652891,0.202274,[24 22] ; [6 4],[24.64285714 21.35714286] ; [5.35714286 4.64285714],0
n2,1,0.673134,0.177958,[32 16] ; [11  7],[31.27272727 16.72727273] ; [11.72727273  6.27272727],0
s1,1,0.679939,0.170195,[  9 112] ; [ 3 28],[  9.55263158 111.44736842] ; [ 2.44736842 28.55263158],0
v1,1,0.681252,0.168719,[40 79] ; [12 20],[40.98013245 78.01986755] ; [11.01986755 20.98013245],0
b5,1,0.68428,0.165347,[72 51] ; [20 12],[73.00645161 49.99354839] ; [18.99354839 13.00645161],0
b1,1,0.71187,0.136416,[66 57] ; [16 16],[65.07096774 57.92903226] ; [16.92903226 15.07096774],0
