Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,140.639904,[190  55] ; [ 19 115],[135.1055409 109.8944591] ; [73.8944591 60.1055409],1
d3,1,0.0,124.044508,[217  28] ; [45 90],[168.92105263  76.07894737] ; [93.07894737 41.92105263],1
d4,1,0.0,105.996502,[240   4] ; [78 57],[204.72823219  39.27176781] ; [113.27176781  21.72823219],1
d5,1,0.0,88.105738,[239   5] ; [84 51],[207.94722955  36.05277045] ; [115.05277045  19.94722955],1
u1,1,0.0,47.98825,[ 87 158] ; [  5 130],[ 59.31578947 185.68421053] ; [ 32.68421053 102.31578947],1
a2,1,0.0,45.449447,[ 98 147] ; [ 10 125],[ 69.63157895 175.36842105] ; [38.36842105 96.63157895],1
a4,1,0.0,34.53434,[151  93] ; [41 94],[123.60949868 120.39050132] ; [68.39050132 66.60949868],1
a3,1,0.0,30.020125,[208  35] ; [82 53],[186.42857143  56.57142857] ; [103.57142857  31.42857143],1
a5,1,1e-06,23.558726,[213  32] ; [89 46],[194.71052632  50.28947368] ; [107.28947368  27.71052632],1
s8,1,0.000152,14.348173,[145  97] ; [53 81],[127.43617021 114.56382979] ; [70.56382979 63.43617021],1
p4,1,0.001404,10.201,[212  33] ; [99 36],[200.51315789  44.48684211] ; [110.48684211  24.51315789],0
r1,1,0.002088,9.47081,[214  30] ; [101  33],[203.33333333  40.66666667] ; [111.66666667  22.33333333],0
a7,1,0.002285,9.304895,[188  57] ; [83 51],[175.18469657  69.81530343] ; [95.81530343 38.18469657],0
s2,1,0.002472,9.161378,[147  94] ; [60 74],[133.032 107.968] ; [73.968 60.032],0
r2,1,0.004453,8.089207,[237   5] ; [122  11],[231.67466667  10.32533333] ; [127.32533333   5.67466667],0
p9,1,0.006267,7.471871,[226  18] ; [112  22],[218.17989418  25.82010582] ; [119.82010582  14.17989418],0
p10,1,0.006914,7.295302,[223  21] ; [109  24],[214.87533156  29.12466844] ; [117.12466844  15.87533156],0
a6,1,0.007703,7.101174,[182  62] ; [83 52],[170.60686016  73.39313984] ; [94.39313984 40.60686016],0
v1,1,0.011382,6.404697,[158  80] ; [70 62],[146.65945946  91.34054054] ; [81.34054054 50.65945946],0
s7,1,0.020714,5.350696,[146  83] ; [65 62],[135.72752809  93.27247191] ; [75.27247191 51.72752809],0
r4,1,0.038175,4.297199,[232  13] ; [120  15],[226.94736842  18.05263158] ; [125.05263158   9.94736842],0
s6,1,0.046886,3.949476,[177  60] ; [85 46],[168.73369565  68.26630435] ; [93.26630435 37.73369565],0
p6,1,0.051189,3.802068,[131 111] ; [58 75],[121.968 120.032] ; [67.032 65.968],0
u3,1,0.055839,3.656866,[26 11] ; [26 26],[21.61797753 15.38202247] ; [30.38202247 21.61797753],0
p12,1,0.07369,3.198851,[ 33 210] ; [ 10 124],[ 27.71618037 215.28381963] ; [ 15.28381963 118.71618037],0
p8,1,0.078739,3.090733,[168  75] ; [80 53],[160.27659574  82.72340426] ; [87.72340426 45.27659574],0
s3,1,0.08569,2.953536,[153  89] ; [72 61],[145.2  96.8] ; [79.8 53.2],0
s5,1,0.114022,2.497578,[ 98 132] ; [44 85],[ 90.97493036 139.02506964] ; [51.02506964 77.97493036],0
n5,1,0.119165,2.42826,[220  25] ; [113  21],[215.26385224  29.73614776] ; [117.73614776  16.26385224],0
n6,1,0.144333,2.131143,[226  18] ; [119  16],[222.11081794  21.88918206] ; [122.88918206  12.11081794],0
a1,1,0.154047,2.03171,[ 18 227] ; [  5 130],[ 14.82894737 230.17105263] ; [  8.17105263 126.82894737],0
p2,1,0.174328,1.845324,[220  25] ; [114  20],[215.91029024  29.08970976] ; [118.08970976  15.91029024],0
u2,1,0.188893,1.726229,[23 14] ; [25 27],[19.95505618 17.04494382] ; [28.04494382 23.95505618],0
v3,1,0.308287,1.038002,[119 116] ; [60 73],[114.30706522 120.69293478] ; [64.69293478 68.30706522],0
v2,1,0.34577,0.888919,[153  87] ; [77 54],[148.78706199  91.21293801] ; [81.21293801 49.78706199],0
s4,1,0.351344,0.868597,[ 43 197] ; [ 19 115],[ 39.78609626 200.21390374] ; [ 22.21390374 111.78609626],0
v4,1,0.366326,0.816088,[235   8] ; [128   7],[233.35714286   9.64285714] ; [129.64285714   5.35714286],0
n3,1,0.390469,0.73748,[27  8] ; [19  3],[28.24561404  6.75438596] ; [17.75438596  4.24561404],0
n1,1,0.438727,0.59961,[18 17] ; [ 9 13],[16.57894737 18.42105263] ; [10.42105263 11.57894737],0
b5,1,0.454953,0.558284,[144 101] ; [74 61],[140.55263158 104.44736842] ; [77.44736842 57.55263158],0
a8,1,0.455646,0.556569,[ 33 181] ; [ 16 112],[ 30.66081871 183.33918129] ; [ 18.33918129 109.66081871],0
b1,1,0.483787,0.490315,[107 138] ; [64 71],[110.25 134.75] ; [60.75 74.25],0
s1,1,0.554901,0.34861,[  8 236] ; [  6 128],[  9.03703704 234.96296296] ; [  4.96296296 129.03703704],0
p11,1,0.556672,0.345499,[203  42] ; [115  20],[205.02631579  39.97368421] ; [112.97368421  22.02631579],0
p1,1,0.598011,0.278005,[ 32 213] ; [ 15 119],[ 30.38258575 214.61741425] ; [ 16.61741425 117.38258575],0
b4,1,0.624297,0.239874,[137 108] ; [79 56],[139.26315789 105.73684211] ; [76.73684211 58.26315789],0
r3,1,0.636665,0.22313,[232  10] ; [128   7],[231.08753316  10.91246684] ; [128.91246684   6.08753316],0
p5,1,0.817665,0.053153,[ 49 193] ; [ 26 109],[ 48.14323607 193.85676393] ; [ 26.85676393 108.14323607],0
p7,1,0.838136,0.04173,[185  58] ; [100  33],[184.18882979  58.81117021] ; [100.81117021  32.18882979],0
n2,1,0.896505,0.01692,[26  9] ; [16  6],[25.78947368  9.21052632] ; [16.21052632  5.78947368],0
b2,1,0.94622,0.00455,[70 99] ; [36 50],[70.25098039 98.74901961] ; [35.74901961 50.25098039],0
b3,1,0.94622,0.00455,[70 99] ; [36 50],[70.25098039 98.74901961] ; [35.74901961 50.25098039],0
